"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_chemostat1","K12_chemostat2","K12_starvation1","K12_starvation2"
"1475","ulaF","ulaF",1663,18.3630827050831,0.925096244014578,0.553068026430214,1.67266267403962,0.0943937212062503,0.131401963074245,12.7662268977625,12.198111835718,21.3614693765465,27.1265227103053
"1476","ulaG","ulaG",563,52.7121755142066,2.83027022338332,0.355190740787598,7.96831082113092,1.60857872619451e-15,6.61431572138596e-15,12.5838522277945,12.8574692322433,76.9012897555674,108.506090841221
"1477","ulaR","ulaR",1641,102.246799714473,0.481852226062839,0.278717866638596,1.72881714356561,0.0838418268945384,0.118277775296073,90.6402109741139,79.7822449795608,106.807346882732,131.757396021483
"1478","umuC","umuC",1067,46.3522217220486,1.52097981332652,0.360012282527495,4.2247997836306,2.39153302702796e-05,5.18875253755364e-05,23.8910817658127,23.407187576648,68.3567020049488,69.7539155407851
"1479","ung","ung",1439,118.449510219617,-0.700590304654849,0.291770273618902,-2.40117094851798,0.0163426998014836,0.0262914176792457,147.905857344077,145.058627235565,111.079640758042,69.7539155407851
"1480","upp","upp",277,433.825436464966,-3.84425411582564,0.305768943410748,-12.5724152130831,2.99434434280832e-36,2.50249355725677e-35,819.774141506322,805.734738553911,55.5398203790209,54.2530454206106
"1481","uraA","uraA",437,255.193823776485,-3.26825196312327,0.331695071749614,-9.85318215879425,6.64074682212181e-23,3.51792423185629e-22,464.873033748524,463.19857105902,38.4506448777837,54.2530454206106
"1482","usg","usg",1084,133.621465697409,-1.22091016026321,0.297864494654304,-4.09887778561918,4.15158168146311e-05,8.86615460570765e-05,180.368548598388,193.851074578437,98.2627591321139,62.0034804806979
"1483","ushA","ushA",798,595.496926289616,0.921632832979585,0.156927794237113,5.87297385692573,4.28045997528639e-09,1.24176251162757e-08,422.562110315939,398.581546199541,824.552717934695,736.291330708287
"1484","uspE","uspE",9,10288.4157989909,4.45156722245099,0.122161513150658,36.440013778816,9.90212605777459e-291,2.54704686930535e-288,921.721582018454,866.725297732501,20438.6538994797,18926.562416733
"1485","uup","uup",2135,463.124516378505,-0.0718343196957285,0.166743574254928,-0.430807124152826,0.666608619064347,0.722809814114268,481.104379375679,467.814072834697,465.680032408714,437.899580894929
"1486","uvrA","uvrA",1331,304.010135542051,0.526932724302698,0.186241912324155,2.82929184804315,0.00466511356021549,0.00811400292404122,240.552189687839,257.808742041391,341.783510024744,375.896100414231
"1487","uvrB","uvrB",299,630.734220561447,1.77503754100418,0.149288297958911,11.8899978449264,1.33410027479138e-32,1.03292379135185e-31,277.027123681447,292.095326660706,1008.26135457299,945.553077330642
"1488","uvrC","uvrC",1064,226.868068570697,-0.996205761717275,0.235391213731274,-4.23212806428093,2.31490528104782e-05,5.0366595165655e-05,296.17646402809,308.249582875576,175.164048887681,127.882178491439
"1489","uvrD","uvrD",1232,152.36212618947,-0.860539326648115,0.26055317214166,-3.30273978080854,0.000957451915503975,0.00179910810421404,197.511767575383,195.829146768013,115.351934633351,100.755655781134
"1490","uvrY","uvrY",1142,276.026030787528,-0.778825314481205,0.207233910699176,-3.75819436043824,0.000171143923655191,0.000346933610561967,347.606120959077,351.10781364972,192.253224388918,213.136964152399
"1491","uxaA","uxaA",1968,174.477378873189,0.222581593042497,0.26664445404482,0.83475050639937,0.403858197996866,0.475066935143671,179.639049918515,141.102482856413,222.159281516084,155.008701201745
"1492","uxaB","uxaB",902,110.194633326344,1.46774697590699,0.286722557046052,5.11904954750821,3.07079285529348e-07,7.8812477383641e-07,58.5422690597395,57.0344147994381,205.070106014846,120.131743431352
"1493","uxaC","uxaC",2302,184.960556685396,-0.0132076906691612,0.279160685326585,-0.0473121444508199,0.962264449050692,0.967698609709971,211.189867822986,159.234811260859,222.159281516084,147.258266141657
"1494","uxuA","uxuA",1390,197.510834467156,0.609589201038136,0.234856969304711,2.59557637502865,0.00944324130714815,0.01572741268061,168.149445710529,143.080555045989,273.426808019795,205.386529092312
"1495","uxuB","uxuB",1678,134.367979849015,-0.445704322073599,0.272360143877098,-1.63645207308571,0.101745008468259,0.140369305485113,167.055197690721,143.080555045989,111.079640758042,116.256525901308
"1496","uxuR","uxuR",243,316.413833791342,2.40820451614138,0.178077898002231,13.5233206543757,1.13915390249685e-41,1.08524332686428e-40,102.859313861972,96.2661798926932,551.1259099149,515.403931495801
"1497","valS","valS",931,1301.45077146559,-0.690398352490628,0.139199321966688,-4.95978243813464,7.05721724547017e-07,1.75482899283174e-06,1566.96316436536,1649.05284870976,978.355297445829,1011.43177534138
"1498","waaF","waaF",959,183.570997484916,-1.26243956342956,0.26265208879985,-4.80650875155074,1.53588762904018e-06,3.71038839367035e-06,247.847176486561,272.314604764947,93.9904652568046,120.131743431352
"1499","wcaA","wcaA",2148,3.45379227439097,0.441914647877653,1.10705785771467,0.399179360679404,0.689761049842264,0.74338772364285,2.37087070958447,3.29678698262648,4.2722938753093,3.87521753004362
"1500","wcaC","wcaC",2071,7.48263847506716,-0.502117264343229,0.896240873600731,-0.560248119822884,0.575310209015639,0.642781435266026,9.6658575083059,8.2419674565662,4.2722938753093,7.75043506008723
"1501","wcaD","wcaD",1587,11.3447177732226,1.37580045261905,0.7198504245428,1.91123100815403,0.0559749006873842,0.081652107807999,4.74174141916893,7.25293136177825,25.6337632518558,7.75043506008723
"1502","wcaE","wcaE",2328,0.941687061895706,-0.829353387179531,1.39909653380403,-0.592777815641201,0.553329856217647,NA,1.45899735974429,2.30775088783854,0,0
"1503","wcaJ","wcaJ",2013,3.2625215137304,-0.896051275455791,1.21817725114973,-0.735567237534675,0.461994107030801,0.531304698348884,4.5593667492009,4.61550177567707,0,3.87521753004362
"1504","wcaK","wcaK",2118,4.94328925527673,-0.492571174801067,1.05009187125063,-0.469074362240732,0.639016483844792,0.698452861237343,6.74786278881733,5.27485917220237,0,7.75043506008723
"1505","wcaL","wcaL",2145,9.16284873780172,0.316843800240944,0.773799020043173,0.409465238432669,0.682198272006731,0.736265267923349,7.84211080862555,8.2419674565662,12.8168816259279,7.75043506008723
"1506","wza","wza",1960,2.7600501452782,1.02149737223651,1.18231657147388,0.863979577790333,0.387599109370492,0.457802009281984,1.64137202971232,1.64839349131324,0,7.75043506008723
"1507","wzc","wzc",2130,5.13305976749122,-0.464059920987057,1.04208449281289,-0.445318900902579,0.656089310655816,0.713073593506204,6.38311344888126,5.60453787046501,8.5445877506186,0
"1508","wzxC","wzxC",2221,4.49543433168904,-0.226166314949469,1.05029108287544,-0.215336794377308,0.829504744674096,0.864943860667654,4.5593667492009,5.27485917220237,4.2722938753093,3.87521753004362
"1509","wzxE","wzxE",1680,83.3840704626517,0.478979625204719,0.293440691392963,1.63228767943193,0.102618897473578,0.141406397411508,70.943746617566,68.2434905403681,89.7181713814953,104.630873311178
"1510","wzyE","wzyE",1705,45.6955572297753,0.586720401986338,0.37598459075467,1.56049055310666,0.11864400068308,0.161091414417203,36.6573086635752,35.9349781106286,59.8121142543302,50.377827890567
"1511","wzzE","wzzE",1016,115.580117536113,-1.57444413659244,0.351587963264061,-4.478094534226,7.53122515784962e-06,1.71602226775806e-05,156.112717492639,190.55428759581,76.9012897555674,38.7521753004362
"1512","xdhA","xdhA",1630,41.0440512093732,0.694222606704939,0.393815285950265,1.76281274869715,0.0779320765109756,0.110682673081539,32.4626912543104,29.6710828436383,55.5398203790209,46.5026103605234
"1513","xdhB","xdhB",1978,14.8579278560797,0.544012247143029,0.667508173435701,0.814989641764186,0.415078239241305,0.48579682701902,12.9486015677306,11.20907574093,4.2722938753093,31.0017402403489
"1514","xdhD","xdhD",861,65.2053252163759,1.70382929753479,0.317239884266514,5.37079157456568,7.83917717881381e-08,2.10774624494239e-07,28.6328231849816,31.9788337314768,111.079640758042,89.1300031910032
"1515","xerC","xerC",668,108.775378499524,-3.51069597504403,0.514042098412612,-6.82958844399172,8.51585819977437e-12,2.95122930126911e-11,213.013614522666,189.894930199285,12.8168816259279,19.3760876502181
"1516","xerD","xerD",1355,239.671696585992,0.560069006879636,0.205502255947422,2.72536670849458,0.00642301048450032,0.0109736304587589,190.216780776661,196.158825466275,320.422040648197,251.889139452835
"1517","xseA","xseA",1004,67.3641160333502,-2.1192608577859,0.464858090964546,-4.55894153286348,5.14120805843063e-06,1.18544787403057e-05,100.30606848242,120.662403564129,21.3614693765465,27.1265227103053
"1518","xthA","xthA",1501,148.07274862354,-0.580345043859834,0.265726367564173,-2.18399494630385,0.0289626194164568,0.0446691965017305,183.651292657812,170.773565700052,140.985697885207,96.8804382510904
"1519","xylA","xylA",183,319.545321474409,3.26494743059753,0.214406931269085,15.2278072880953,2.31216882610383e-52,2.92495673903299e-51,67.4786278881733,50.7705195324478,555.398203790209,604.533934686804
"1520","xylB","xylB",168,255.681658697902,3.07423666242344,0.195180658714876,15.7507238814802,6.78996032021694e-56,9.35640365553703e-55,56.3537730201231,50.7705195324478,469.952326284023,445.650015955016
"1521","xylE","xylE",769,48.9430389164354,2.33739233378603,0.384105314669714,6.08529026940414,1.16280448589001e-09,3.50051025336199e-09,16.2313456271552,15.4948988183444,55.5398203790209,108.506090841221
"1522","xylF","xylF",2299,67.1242375573107,-0.0186605520871129,0.364127343701145,-0.0512473243493309,0.959128441983865,0.965803542058568,77.6916094063833,57.3640934977007,59.8121142543302,73.6291330708287
"1523","xylG","xylG",2117,62.1206988033119,-0.168826283034009,0.358388850929524,-0.471070131216801,0.637590654006008,0.697528245040421,67.8433772281094,64.2873461612163,42.722938753093,73.6291330708287
"1524","xylH","xylH",753,63.5097111224446,2.00403488402403,0.325988631557531,6.14756065096201,7.86836172376487e-10,2.41902488585866e-09,26.8090764853013,22.7478301801227,115.351934633351,89.1300031910032
"1525","xylR","xylR",2307,51.0823837614677,-0.0127405326547428,0.374814618171367,-0.033991557524893,0.972883882931474,0.976257559161839,49.6059102313058,53.0782704202863,51.2675265037116,50.377827890567
"1526","yaaA","yaaA",1410,88.0821098816034,-0.827935268843004,0.327679674986203,-2.52666043103792,0.011515278115576,0.0189050585715233,108.148179291045,117.695295279765,68.3567020049488,58.1282629506542
"1527","yaaJ","yaaJ",719,58.9257858472118,2.12131745393051,0.331940484821641,6.39065600892382,1.65175585378686e-10,5.31824033590624e-10,21.1554617162922,22.0884727835974,111.079640758042,81.3795681309159
"1528","yaaU","yaaU",2218,6.56024209940839,-0.201846121148287,0.914712477907992,-0.220666194048126,0.825352355828249,0.861447567061496,7.29498679872144,6.9232526635156,4.2722938753093,7.75043506008723
"1529","yabI","yabI",406,244.245614697856,2.21466461838718,0.213913634893059,10.3530783322641,4.0524240882391e-25,2.31068023750579e-24,95.0172030533467,76.1557792986717,414.412505905002,391.396970534405
"1530","yadD","yadD",1312,90.3970378294607,-0.971530328655124,0.33242243287075,-2.92257751760354,0.00347147196942795,0.00612534878751958,125.838522277945,114.728186995401,51.2675265037116,69.7539155407851
"1531","yadG","yadG",1307,162.400207111799,-0.731878778268211,0.250024647463265,-2.92722651824054,0.0034199969256939,0.00605760740855499,200.976886304776,205.38982901763,115.351934633351,127.882178491439
"1532","yadH","yadH",1873,133.962051815089,0.270995927173275,0.245993398089843,1.101639024777,0.27061863535603,0.334480587746508,118.908284819159,123.629511848493,153.802579511135,139.50783108157
"1533","yadL","yadL",1852,12.8541913494312,0.751539785975987,0.652420420598036,1.15192560233951,0.249351646534368,0.31168955816796,8.93635882843376,9.89036094787943,17.0891755012372,15.5008701201745
"1534","yadS","yadS",1751,34.9435536467604,-0.704014773909173,0.486218030236286,-1.44794049197856,0.147633693943898,0.195186751273629,47.7821635316254,39.2317650932551,25.6337632518558,27.1265227103053
"1535","yafC","yafC",1042,130.452480444695,1.08951742625881,0.249369846034485,4.36908248364617,1.24769637623829e-05,2.7719933886676e-05,78.9682320961596,87.035176341339,200.797812139537,155.008701201745
"1536","yafD","yafD",355,548.108499754989,2.11638118127299,0.190024510249339,11.1374115817796,8.24818103854452e-29,5.37874340964241e-28,210.460369143113,197.477540259326,1021.07823619892,763.417853418592
"1537","yafJ","yafJ",1052,89.0690018329802,-1.55071485832311,0.360534052141528,-4.30116059526709,1.69905862538765e-05,3.73889802069621e-05,133.133509076666,133.519872796372,46.9952326284023,42.6273928304798
"1538","yafK","yafK",697,203.723375284041,-1.72972438702868,0.264703977264793,-6.53456138023335,6.37962273820938e-11,2.11891343457026e-10,312.590184325214,314.513478142566,102.535053007423,85.2547856609596
"1539","yafS","yafS",1886,99.4457343452228,0.293596510800912,0.274795284948559,1.06841902638858,0.285331538301465,0.350234629463358,89.9107122942417,88.6835698326523,106.807346882732,112.381308371265
"1540","yafT","yafT",2317,0.813673719838035,-0.67479329362664,1.41282510940896,-0.477619833575107,0.63292081177282,NA,1.27662268977625,1.97807218957589,0,0
"1541","yafV","yafV",547,151.946442621941,1.84568096245867,0.227299909616178,8.12002506105398,4.66087426215563e-16,1.97256378736568e-15,62.1897624591003,69.5622053334187,243.52075089263,232.513051802617
"1542","yagU","yagU",1382,110.4322629947,0.708082104963293,0.269713474657074,2.62531230915912,0.00865695222618565,0.0145013345901735,83.1628495054244,84.7274254535005,111.079640758042,162.759136261832
"1543","yahB","yahB",1882,47.9426832559764,0.450383262282196,0.416058600691817,1.08249958427324,0.27903060002683,0.343228394825776,45.0465434821049,34.9459420158407,76.9012897555674,34.8769577703926
"1544","yahD","yahD",1458,28.365095548212,1.05955174549042,0.453436376834021,2.33671535770554,0.0194539894528519,0.0308677077336204,18.7845910067077,17.4729710079203,38.4506448777837,38.7521753004362
"1545","yahG","yahG",2303,6.26670349913345,-0.0424747438879104,0.923357134144494,-0.0460003419232408,0.963309977384218,0.968156724873403,6.38311344888126,6.26389526699031,8.5445877506186,3.87521753004362
"1546","yahI","yahI",2155,4.77143761112728,-0.405151533029438,1.05923866001001,-0.382493151284347,0.702095607916161,0.754209155452608,4.74174141916893,6.59357396525296,0,7.75043506008723
"1547","yahJ","yahJ",2034,49.7868521890886,-0.267407420192479,0.404918096793931,-0.660398787581397,0.508997950024098,0.579316742529885,49.0587862214017,59.6718443855393,55.5398203790209,34.8769577703926
"1548","yahK","yahK",1807,258.891293679773,-0.277000172373278,0.215784426240285,-1.28368936164479,0.199250668211296,0.255265797957472,303.471450826812,263.413279911856,247.793044767939,220.887399212486
"1549","yahN","yahN",478,55.9713412448893,3.41627358061141,0.36897112268401,9.25891857270668,2.06513148626739e-20,1.00016305244958e-19,8.38923481852965,10.2200396461421,123.89652238397,81.3795681309159
"1550","yaiC","yaiC",804,29.2928087521633,2.86243844138075,0.492484933691121,5.81223555394291,6.16440162324484e-09,1.77494897485222e-08,6.38311344888126,7.25293136177825,29.9060571271651,73.6291330708287
"1551","yaiO","yaiO",238,86.6266501678972,4.31644028998238,0.316354521561077,13.6443135653081,2.18258979541774e-42,2.12298125058491e-41,8.02448547859358,7.91228875830355,179.436342762991,151.133483671701
"1552","yaiP","yaiP",827,28.472321442775,2.53058244199613,0.451524386881512,5.60453104088972,2.08819566808081e-08,5.84543285563128e-08,8.20686014856162,7.91228875830355,51.2675265037116,46.5026103605234
"1553","yaiV","yaiV",1932,3.70969052823213,-1.10512731703131,1.1998567879405,-0.921049352004924,0.357024661331683,0.427780755730379,6.01836410894519,4.94518047393972,0,3.87521753004362
"1554","yaiW","yaiW",1602,131.074851655611,0.461003667447763,0.245377670044452,1.87875150727549,0.0602784312167163,0.0871064720765906,111.43092335047,109.123649124936,140.985697885207,162.759136261832
"1555","yajO","yajO",42,2419.35587177223,3.82089962937127,0.151138027015912,25.2808621682551,5.18673563880243e-141,2.85887928662563e-139,342.317255530003,291.765647962443,4737.97390771801,4305.36667587846
"1556","yajR","yajR",1752,59.7106857552533,-0.532403805941775,0.370054211439353,-1.43871840796231,0.150230321682,0.198506389665428,69.6671239277897,72.1996349195199,42.722938753093,54.2530454206106
"1557","ybaE","ybaE",424,182.590965979188,2.41472917841095,0.241223545297746,10.0103378193468,1.37282954941482e-23,7.4955198275833e-23,64.7430078386528,48.7924473428719,299.060571271651,317.767837463577
"1558","ybaL","ybaL",591,420.768420632179,1.28454757337982,0.167136874601832,7.68560245272016,1.52278686361198e-14,5.9648927060266e-14,240.552189687839,247.918381093511,636.571787421085,558.031324326281
"1559","ybaP","ybaP",1972,31.061453995567,-0.404127386193236,0.489622661881812,-0.825385378691452,0.409152833235465,0.480318868630884,35.745435313735,34.9459420158407,34.1783510024744,19.3760876502181
"1560","ybaT","ybaT",761,56.4072839735907,2.58919065246726,0.423012318501447,6.12083984135417,9.30834289397081e-10,2.83164438890176e-09,10.5777308581461,21.0994366888095,85.445877506186,108.506090841221
"1561","ybbA","ybbA",823,81.8986660166509,1.65789824609893,0.293288141015854,5.65279673551243,1.57857946830602e-08,4.44035415446956e-08,40.1224273929679,37.5833716019419,145.257991760516,104.630873311178
"1562","ybbN","ybbN",1341,289.719654013012,-0.563571705691727,0.20328197096753,-2.77236443059549,0.00556506947166697,0.00960711098203508,332.833772691666,359.349781106286,226.431575391393,240.263486862704
"1563","ybbO","ybbO",2132,51.8152647418661,-0.16697435897142,0.379136763121101,-0.440406669078636,0.659642595561287,0.716262949683105,52.5239049507944,57.3640934977007,46.9952326284023,50.377827890567
"1564","ybbP","ybbP",1863,91.7515461523146,0.323692226916461,0.289010812200186,1.12000040570196,0.26271358920036,0.326453010734747,78.7858574261915,83.7383893587126,115.351934633351,89.1300031910032
"1565","ybbW","ybbW",611,27.2740502179522,3.86854212288626,0.523304363788804,7.39252792557934,1.44063230400381e-13,5.45836953153653e-13,2.37087070958447,4.28582307741442,59.8121142543302,42.6273928304798
"1566","ybbY","ybbY",1414,13.5190625361228,1.58228936240794,0.630831752027801,2.5082589094821,0.0121327731276182,0.0198637693001671,6.01836410894519,6.9232526635156,25.6337632518558,15.5008701201745
"1567","ybcF","ybcF",2099,10.6636830838662,0.366599683115814,0.727627802277751,0.503828580997342,0.614381841435476,0.677282839487203,8.38923481852965,10.2200396461421,8.5445877506186,15.5008701201745
"1568","ybcH","ybcH",2029,14.1967678492507,0.437922675110392,0.644206085723704,0.679786616139193,0.496639582342911,0.566643978868329,10.9424801980822,12.8574692322433,21.3614693765465,11.6256525901308
"1569","ybdG","ybdG",1635,95.2874314141409,-0.547883363261339,0.314058893503681,-1.74452427425023,0.0810677124184151,0.114713786215545,104.500685891685,122.640475753705,72.6289958802581,81.3795681309159
"1570","ybdH","ybdH",541,596.598921899785,1.50413193927928,0.183412212621285,8.20082762092321,2.38737660602235e-16,1.0215853683811e-15,344.323376899652,274.952034351048,875.820244438406,891.300031910032
"1571","ybdK","ybdK",26,711.657940009704,5.32306869036776,0.193860896260173,27.4581867362456,5.54744977950595e-166,4.93936393829088e-164,30.456569884662,38.5724076967298,1491.03056248295,1286.57221997448
"1572","ybdL","ybdL",1210,75.4450349644774,-1.33683186604861,0.392502231001103,-3.40592170046761,0.000659410881525964,0.00126160015763025,106.324432591365,112.0907574093,21.3614693765465,62.0034804806979
"1573","ybdO","ybdO",1784,9.08688387944241,1.0542071524026,0.783681050560623,1.34519923845096,0.178560902096819,0.23170879392048,5.83598943897715,5.27485917220237,21.3614693765465,3.87521753004362
"1574","ybdR","ybdR",1574,60.3273913774865,0.693819677055088,0.357374201952442,1.94143749958599,0.0522052335012086,0.0767821572778259,52.3415302808263,39.2317650932551,68.3567020049488,81.3795681309159
"1575","ybeF","ybeF",2030,27.0371085402291,0.331534741207653,0.489010041436342,0.67797123395228,0.497789932399098,0.567676696307346,22.9792084159725,25.0555810679612,21.3614693765465,38.7521753004362
"1576","ybeQ","ybeQ",111,310.911316151571,3.82226821642534,0.209272529464587,18.2645482720757,1.58519319684266e-74,3.30605608170339e-73,36.6573086635752,45.1659816619828,534.036734413662,627.785239867066
"1577","ybeU","ybeU",2320,1.48004341138146,-1.35866138805593,1.34658109056777,-1.00897108801897,0.312988500172421,NA,3.28274405942465,2.63742958610118,0,0
"1578","ybeX","ybeX",166,1646.67841016565,1.96015929458748,0.123871105664056,15.8241850194146,2.11925412148772e-56,2.95546583809884e-55,664.573297363523,679.79747581758,2576.19320681151,2666.14966067001
"1579","ybeZ","ybeZ",99,1959.21105484698,2.45907456459633,0.131572850025672,18.6898327741364,5.99004594054574e-78,1.40070266185489e-76,582.687070547875,619.795952733778,3460.55803900053,3173.80315710572
"1580","ybfF","ybfF",1606,45.2295305133743,-0.809318413475018,0.434453744900121,-1.86284137949157,0.0624845863047367,0.0900696247169772,55.0771503303469,60.6608804803272,34.1783510024744,31.0017402403489
"1581","ybgF","ybgF",537,679.738476872129,-1.3838336910537,0.168125663870909,-8.23094856069231,1.85736721337441e-16,8.0070858453664e-16,967.315249510463,1000.57484922714,367.4172732766,383.646535474318
"1582","ybgI","ybgI",2246,451.43959699186,0.0348032325549494,0.215007161339074,0.161870108596352,0.871408142232557,0.898178917750833,451.559682840857,438.802347387584,551.1259099149,364.2704478241
"1583","ybgJ","ybgJ",2054,237.991953898728,0.123392344338438,0.206294625220539,0.598136496316981,0.549748859891755,0.619604971104875,236.722321618511,218.247298249873,260.609926393867,236.388269332661
"1584","ybgK","ybgK",1767,266.187210028739,0.269710655754155,0.19408367669224,1.38966171885664,0.164631624501428,0.215688857227394,245.293931107008,236.709305352581,307.60515902227,275.140444633097
"1585","ybhA","ybhA",1231,64.6698781654581,-1.32002287935105,0.399642550745531,-3.30300884349915,0.000956533712045548,0.00179884284596705,95.7467017332189,90.0022846257029,34.1783510024744,38.7521753004362
"1586","ybhC","ybhC",585,279.883960292942,-1.88830900842356,0.243340561731856,-7.75994349229922,8.49672347692022e-15,3.36237860667869e-14,431.133719804437,451.330137921565,132.441110134588,104.630873311178
"1587","ybhD","ybhD",2286,10.1970949528533,-0.0568318710968556,0.76822686256577,-0.0739779795086117,0.941027907046226,0.952965706391957,11.1248548680502,9.89036094787943,4.2722938753093,15.5008701201745
"1588","ybhF","ybhF",1302,92.9159159123679,0.879242439609781,0.298476646773713,2.94576627389,0.00322155729322237,0.00572803773718109,67.8433772281094,62.9686313681657,89.7181713814953,151.133483671701
"1589","ybhG","ybhG",1093,113.574626061823,1.02867487098959,0.254042849141141,4.04921797431927,5.13890647316662e-05,0.000108843261531388,71.4908706274701,77.4744940917222,158.074873386444,147.258266141657
"1590","ybhH","ybhH",2321,0.822441380256391,-0.694232022954036,1.41027566592187,-0.492266894855786,0.622530679898467,NA,1.64137202971232,1.64839349131324,0,0
"1591","ybhI","ybhI",1005,93.8005317547709,-1.65814268722772,0.363944434873846,-4.55603253777594,5.21288648578225e-06,1.20077932483442e-05,148.635356023949,138.135374572049,34.1783510024744,54.2530454206106
"1592","ybhJ","ybhJ",2119,20.2008614177883,-0.267161291576654,0.576668332877185,-0.463284138117485,0.643160713851076,0.702650803475809,22.2497097361004,22.0884727835974,17.0891755012372,19.3760876502181
"1593","ybhK","ybhK",970,95.0729105597573,-1.75081245580258,0.370489267302114,-4.72567658586149,2.29350427409331e-06,5.47367257167631e-06,152.647598763246,141.102482856413,55.5398203790209,31.0017402403489
"1594","ybhL","ybhL",13,3589.34398272925,5.19990125087063,0.152946581114411,33.9981529039925,2.37231732996297e-253,4.22454970681867e-251,171.249815099986,206.378865112418,7232.99353089864,6746.75371980594
"1595","ybhN","ybhN",1041,36.4938282448304,1.85059491924867,0.422935601393862,4.37559503893665,1.21101662356077e-05,2.69308691983015e-05,13.3133509076666,17.802649706183,68.3567020049488,46.5026103605234
"1596","ybhP","ybhP",684,94.8235123705257,1.8858482918427,0.284181348341495,6.63607341878226,3.22149428105687e-11,1.09031568138109e-10,38.8458047031917,40.8801585845683,179.436342762991,120.131743431352
"1597","ybhR","ybhR",1456,38.2157908213261,0.941716523690929,0.401751341431331,2.34402832442537,0.0190767226030648,0.0303314648530872,26.6267018153332,25.3852597662239,42.722938753093,58.1282629506542
"1598","ybhS","ybhS",1812,24.4231662802513,0.64995856804885,0.511571757865741,1.27051299852919,0.203901955656099,0.260503878225094,19.5140896865798,18.4620071027083,17.0891755012372,42.6273928304798
"1599","ybiB","ybiB",379,340.837000520204,1.83602677060555,0.170273710948317,10.7827964773895,4.15071680521818e-27,2.53533229659105e-26,147.541108004141,149.674129011242,546.85361603959,519.279149025845
"1600","ybiC","ybiC",958,707.868336418003,-0.770277825209254,0.160262269628516,-4.80635789693195,1.53704642312305e-06,3.71038839367035e-06,864.45593564849,921.451961644101,534.036734413662,511.528713965757
"1601","ybiH","ybiH",1286,46.6511531052043,1.18920199869685,0.393118547843932,3.02504678351876,0.00248594670874079,0.00447509069263991,23.3439577559086,33.2975485245274,64.0844081296395,65.8786980107415
"1602","ybiO","ybiO",486,111.108499359031,2.30237144032308,0.252316821111884,9.12492250884115,7.1787597453082e-20,3.41951210090298e-19,35.745435313735,38.5724076967298,187.980930513609,182.13522391205
"1603","ybiR","ybiR",1294,107.466176921747,0.780520180199293,0.259848282686679,3.00375346771266,0.00266671315432878,0.00477081990129145,77.1444853964792,80.7712810743487,132.441110134588,139.50783108157
"1604","ybiT","ybiT",720,352.088025644822,-1.29663959029375,0.202915142895711,-6.39005828638506,1.65822535697335e-10,5.33165514082403e-10,493.870606273441,508.694231419266,196.525518264228,209.261746622355
"1605","ybiU","ybiU",2152,34.3384418016425,0.1726595528008,0.448193536440594,0.385234365876861,0.700063784159681,0.75273927558275,29.5446965348218,35.2756207141033,29.9060571271651,42.6273928304798
"1606","ybiV","ybiV",1686,66.1203301342001,-0.641438594888215,0.398767380902457,-1.60855332107798,0.10771404807071,0.147899182256046,68.9376252479176,92.3100355135414,68.3567020049488,34.8769577703926
"1607","ybiW","ybiW",1599,34.2329673366795,0.83536637339732,0.443183472393858,1.88492221716907,0.059440340073577,0.0860565273735652,26.8090764853013,22.0884727835974,29.9060571271651,58.1282629506542
"1608","ybiX","ybiX",1487,41.5727552838868,0.89581381144439,0.39913514204301,2.24438721897321,0.0248074981376842,0.0386209537247739,28.0856991750775,30.000761541901,38.4506448777837,69.7539155407851
"1609","ybiY","ybiY",2143,5.39622717689886,0.41356397052055,1.00360890508557,0.412076824373422,0.680283114883531,0.734883532876983,5.47124009904108,3.29678698262648,12.8168816259279,0
"1610","ybjD","ybjD",605,321.493117013777,1.30933454383339,0.176410024507474,7.42210964194907,1.15269325487503e-13,4.41071881824081e-13,180.368548598388,188.905894104497,440.046269156858,476.651756195365
"1611","ybjE","ybjE",1911,18.4225816989199,0.58423750000134,0.59267577330117,0.985762412300355,0.32424971464352,0.392798581580193,11.6719788779543,17.802649706183,17.0891755012372,27.1265227103053
"1612","ybjI","ybjI",1673,70.8672582077932,-0.572754487535236,0.345458514049165,-1.65795446990698,0.0973266565731955,0.134674961127883,83.1628495054244,87.035176341339,51.2675265037116,62.0034804806979
"1613","ybjJ","ybjJ",2027,38.9220647150176,0.289522667927823,0.422880578415426,0.684644040671465,0.493568568925661,0.563417769754884,31.3684432345022,38.5724076967298,46.9952326284023,38.7521753004362
"1614","ybjL","ybjL",855,178.306048490311,1.24588774777823,0.230718702408161,5.40002927709844,6.66300221974002e-08,1.80407603961382e-07,97.0233244229951,113.739150900614,277.699101895104,224.76261674253
"1615","ybjS","ybjS",1003,101.601426637457,1.20665701678292,0.264543831048515,4.56127444741521,5.08440730332641e-06,1.17351973152549e-05,64.0135091587806,58.023450894226,140.985697885207,143.383048611614
"1616","ybjT","ybjT",1289,101.209604631844,-0.934306360127115,0.310375047509607,-3.01024959198176,0.00261033088704073,0.0046880651695107,131.492137046954,134.838587589423,72.6289958802581,65.8786980107415
"1617","ybjX","ybjX",934,405.729735553008,-1.07421024902284,0.217045990854285,-4.94922870860128,7.45081526922991e-07,1.84674918075666e-06,492.958732923601,608.916555691111,269.154514144486,251.889139452835
