"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_chemostat1","K12_chemostat2","K12_starvation1","K12_starvation2"
"590","gltK","gltK",1260,78.5030116323962,-1.14265486907946,0.361394254012199,-3.16179589573907,0.00156799424743245,0.0028808783196874,113.25467005015,104.178468650997,38.4506448777837,58.1282629506542
"591","gltL","gltL",802,116.291409500435,-2.19587066501874,0.376554608359454,-5.83147999326193,5.49378997651253e-09,1.58580097202325e-08,207.177625083689,175.718746173991,51.2675265037116,31.0017402403489
"592","gltP","gltP",2122,58.2965978975093,-0.167733689177475,0.36841030759426,-0.455290434930514,0.648900306672972,0.708101008329394,56.5361476900911,67.2544544455802,51.2675265037116,58.1282629506542
"593","gltS","gltS",170,222.165693849918,3.34784152653152,0.212752413824918,15.7358568410255,8.58862027258014e-56,1.16956799594253e-54,37.2044326734793,41.8691946793563,371.689567151909,437.899580894929
"594","gltX","gltX",407,681.82224211319,-1.8536293976751,0.17939396971463,-10.3327296933322,5.01138082434815e-25,2.85045371212923e-24,1044.64210957691,1094.53327823199,281.971395770414,306.142184873446
"595","glxK","glxK",1263,30.4922197084941,1.40172576599891,0.444149918455233,3.15597438557269,0.00159962907480267,0.00293202003813792,18.2374669968036,14.5058627235565,42.722938753093,46.5026103605234
"596","glxR","glxR",2058,6.96125996760634,0.511217773561625,0.876342714504749,0.583353709798948,0.559655212826455,0.629544129102645,4.5593667492009,6.59357396525296,12.8168816259279,3.87521753004362
"597","glyA","glyA",115,2052.50951592592,-2.8116141162207,0.157945158473633,-17.8012048193935,6.91647588785762e-71,1.39231666786003e-69,3709.50078714985,3483.38512584314,478.496914034641,538.655236676063
"598","glyQ","glyQ",558,538.942272192289,-1.44623953386093,0.1806918406735,-8.00390061040001,1.20538693610221e-15,5.00084365067493e-15,775.457096704089,803.426987666073,286.243689645723,290.641314753271
"599","glyS","glyS",441,1023.82551738182,-1.60473896510133,0.164246811347722,-9.77028991877342,1.51019291449385e-22,7.92765668266046e-22,1496.0194177478,1587.40293213465,546.85361603959,465.026103605234
"600","gmd","gmd",1519,4.16832359459255,-2.61792002268476,1.24499199109631,-2.10276053292477,0.0354867076203979,0.0540827703365512,7.1126121287534,9.56068224961679,0,0
"601","gmk","gmk",814,664.71249903191,0.929559436511821,0.162076474501557,5.73531377314659,9.7331984747108e-09,2.7681025146137e-08,449.006437461304,466.165679343384,790.37436693222,953.30351239073
"602","gmr","gmr",21,1394.21466022436,4.26817167301938,0.137585776489901,31.0218961720412,2.73166824884331e-211,3.01133904574869e-209,140.063746535452,132.860515399847,2738.54037407326,2565.39400488887
"603","gnd","gnd",648,2718.05886729507,-0.95843014374035,0.135920157126918,-7.05142021610082,1.77100764820338e-12,6.32697948393645e-12,3477.33783228054,3703.28081758432,1943.89371326573,1747.72310604967
"604","gntP","gntP",1470,95.24502165442,0.741139048653873,0.322077454675187,2.30112054692343,0.0213848182431359,0.0336774518590881,84.2570975252326,57.3640934977007,115.351934633351,124.006960961396
"605","gntR","gntR",1422,124.372900503445,0.622732762567871,0.251566486578615,2.47542020019136,0.0133079497877536,0.0216651925166313,95.0172030533467,100.222324271845,166.619461137063,135.632613551527
"606","gntT","gntT",698,138.386712725014,1.53921758352324,0.235954525692097,6.52336537732618,6.87471171976391e-11,2.28007988986439e-10,71.3084959575021,69.8918840316813,183.7086366383,228.637834272573
"607","gntU","gntU",1489,26.8393300390643,1.04913158957736,0.469202219551226,2.2359902529464,0.0253524096391909,0.0394248833486773,18.6022163367397,15.8245775166071,34.1783510024744,38.7521753004362
"608","gntX","gntX",2021,43.0645143768927,-0.297427773709554,0.419615294169831,-0.70881061258262,0.478442011119815,0.548042184929426,44.6817941421688,50.7705195324478,34.1783510024744,42.6273928304798
"609","gor","gor",1400,277.679457839767,-0.518217815751391,0.203123364113063,-2.55124671656649,0.0107338311722564,0.0177491565455525,322.073667163551,331.986449150486,243.52075089263,213.136964152399
"610","gph","gph",749,143.977613207719,-1.99119848806518,0.322322109770708,-6.17766646377958,6.5055968213852e-10,2.01239991704525e-09,236.539946948543,224.511193516863,68.3567020049488,46.5026103605234
"611","gpmA","gpmA",847,3618.01577827497,0.664054904012781,0.12183403224222,5.45048778072587,5.02318542534668e-08,1.37292494211069e-07,2890.82089366334,2705.01371924503,4524.35921395255,4351.86928623898
"612","gpp","gpp",1345,188.786805357698,-0.651910299838314,0.236067017602287,-2.76154757432746,0.00575281346524547,0.00990168265579425,224.138469390716,237.698341447369,153.802579511135,139.50783108157
"613","gpsA","gpsA",1837,609.758248011912,0.221308727866472,0.18488853310353,1.19698460554365,0.231312555117396,0.291501668533899,589.070183996756,537.705956866379,568.215085416137,744.041765768374
"614","groL","groL",417,6078.23069562612,-1.34831783025793,0.132715732414224,-10.1594423338572,3.00791950742652e-24,1.6698641869766e-23,8216.16125672999,9250.45459455164,3447.7411573746,3398.56577384825
"615","grxB","grxB",1028,215.245304137291,0.89062873186429,0.200553135164589,4.44086167555232,8.95993773330965e-06,2.01772916854201e-05,152.829973433214,148.355414218192,269.154514144486,290.641314753271
"616","gshA","gshA",2272,679.869863240077,0.0149024373386089,0.153049036489798,0.0973703440439646,0.92243229482118,0.939476798289059,656.731186554897,695.95173203245,696.383901675416,670.412632697546
"617","gshB","gshB",1887,235.10994652168,-0.222706045720066,0.208925418611827,-1.06595955245562,0.286441926487481,0.351411266464504,254.595039275378,252.533882869188,200.797812139537,232.513051802617
"618","gsk","gsk",935,92.6424290156331,-1.97053490032377,0.398391930675755,-4.94622192016123,7.56676918051032e-07,1.87348349228678e-06,137.145751815963,158.905132562596,51.2675265037116,23.2513051802617
"619","gss","gss",1301,166.814857870631,-0.754821773711868,0.255357056179407,-2.95594641090141,0.00311711245153024,0.00554659133381438,198.606015595191,221.544085232499,115.351934633351,131.757396021483
"620","guaA","guaA",289,610.985377482237,-2.49650069123542,0.203416481957452,-12.2728535427017,1.26707694027421e-34,1.01497685700166e-33,1036.25287475838,1043.43308000128,166.619461137063,197.636094032224
"621","guaB","guaB",376,369.994991802148,-3.15110719190842,0.290720410976824,-10.8389609842689,2.2501198846828e-27,1.38537966304273e-26,615.149761802185,717.380847419522,85.445877506186,62.0034804806979
"622","guaC","guaC",775,169.764745003416,-1.94424383242483,0.321765832151728,-6.04241854836851,1.51820998809057e-09,4.53504015797378e-09,236.722321618511,304.623117194687,64.0844081296395,73.6291330708287
"623","guaD","guaD",1893,44.4905743281977,0.403182786098004,0.384787247216088,1.0478070388637,0.294727518831976,0.360430114155322,39.3929287130958,36.9240142054166,51.2675265037116,50.377827890567
"624","gudD","gudD",1196,67.1099175797937,1.08013225730574,0.310227732652349,3.48173984340778,0.00049816742786079,0.000964262203593418,42.8580474424884,42.8582307741442,89.7181713814953,93.0052207210468
"625","gudP","gudP",655,42.1323069533682,2.79811380099084,0.402736104327841,6.94776001188381,3.71131632393893e-12,1.31170950991124e-11,10.395356188178,9.89036094787943,93.9904652568046,54.2530454206106
"626","gudX","gudX",1161,39.2225396557226,1.63915625511861,0.44446661599137,3.68791759863116,0.000226096839564141,0.000450830476822555,20.9730870463241,16.4839349131324,34.1783510024744,85.2547856609596
"627","gyrA","gyrA",240,1261.57200265304,-2.24451430312849,0.165220265661489,-13.5849818068151,4.91654122589417e-42,4.74241372414376e-41,2022.89983928545,2146.5380043881,469.952326284023,406.89784065458
"628","gyrB","gyrB",2312,861.07891586421,-0.0028395609539244,0.144674886618925,-0.0196271863091473,0.984340776469546,0.985749627167936,855.884326159993,868.703369922077,824.552717934695,895.175249440075
"629","hcaB","hcaB",1828,10.1765591351245,-1.06017567154426,0.866675291679321,-1.22326744713121,0.221228698114921,0.280166540555822,14.0428495875388,13.8465053270312,12.8168816259279,0
"630","hcaE","hcaE",1967,50.9547430564613,-0.336175256001641,0.40122976764744,-0.837862200436328,0.402108100232005,0.473248730064612,61.6426384491961,51.7595556272357,55.5398203790209,34.8769577703926
"631","hcaR","hcaR",890,565.49475325399,-1.35064722297892,0.259726267239688,-5.20027195298071,1.98997142513503e-07,5.17616162830066e-07,985.18796716733,642.873461612163,316.149746772888,317.767837463577
"632","hcaT","hcaT",318,160.613017498337,2.67218932230746,0.230156106955551,11.610334210352,3.65185443203475e-31,2.65850409124543e-30,46.5055408418492,39.2317650932551,277.699101895104,279.01566216314
"633","hchA","hchA",30,910.466989957001,4.21709824836982,0.156139212277924,27.0085789908013,1.17190802982368e-160,9.21365588886269e-159,85.8984695549449,99.233288177057,1751.64048887681,1705.09571321919
"634","hcp","hcp",2216,4.5042019921074,-0.235206719253644,1.04882986034482,-0.224256314724216,0.822557866311074,0.859305713226596,4.92411608913697,4.94518047393972,4.2722938753093,3.87521753004362
"635","hcr","hcr",2073,6.88829386254499,0.479146019689497,0.856670862486888,0.559311680449305,0.575949025126494,0.643184753095916,5.65361476900911,5.60453787046501,8.5445877506186,7.75043506008723
"636","hda","hda",722,95.5445573635319,-3.14140661895379,0.491872502216004,-6.38662784522614,1.69583665200892e-10,5.43748178587349e-10,173.62068580957,172.092280493102,17.0891755012372,19.3760876502181
"637","hdfR","hdfR",2018,102.540340506953,-0.204374307922322,0.284614005885949,-0.718075371189634,0.472710815061787,0.54239164774789,109.971925990726,110.112685219724,85.445877506186,104.630873311178
"638","hdhA","hdhA",955,489.882406128116,0.775695472964046,0.160725949535592,4.82619934867625,1.39163215982837e-06,3.37343293193998e-06,352.165487708277,370.229178148954,593.848848667992,643.28610998724
"639","helD","helD",984,436.545208512862,0.757994997403472,0.162407040207595,4.66725455026195,3.05251065538667e-06,7.18146561709365e-06,318.243799094223,330.00837696091,555.398203790209,542.530454206106
"640","hemA","hemA",1288,146.128548427725,-0.822799798081711,0.272519985938637,-3.01922736142728,0.00253420270623073,0.00455487520568645,180.550923268356,194.510431974962,85.445877506186,124.006960961396
"641","hemB","hemB",715,161.26112992899,-2.42482770469617,0.377269657685438,-6.42730645123322,1.29884811104191e-10,4.2053613665203e-10,254.047915265474,290.446933169393,81.1735836308767,19.3760876502181
"642","hemC","hemC",474,361.459181793661,1.62506876964401,0.174583257991523,9.30827381926231,1.29926677143573e-20,6.34557505458588e-20,175.444432509251,177.037460967042,589.576554792683,503.77827890567
"643","hemD","hemD",1647,132.584139095077,-0.44906779015714,0.263081692766315,-1.70695188036527,0.0878309966871179,0.123454011736902,155.747968152703,150.333486407767,119.62422850866,104.630873311178
"644","hemE","hemE",2115,117.523490823843,-0.129171103823615,0.273564317334011,-0.472178188597246,0.636799606845912,0.697045578172617,116.537414109575,128.904371020695,123.89652238397,100.755655781134
"645","hemF","hemF",1998,45.5985254816945,-0.349053136186075,0.445739820293344,-0.783087173940083,0.433575922495437,0.502366496785254,50.882532921082,52.418913023761,17.0891755012372,62.0034804806979
"646","hemH","hemH",174,248.22756228592,3.01874057560254,0.192713471291191,15.6643983182743,2.64924899145419e-55,3.52471920414739e-54,55.2595250003149,52.7485917220237,431.501681406239,453.400451015103
"647","hemL","hemL",652,755.084546080364,1.18829767581924,0.169424416724231,7.0137333142094,2.32041502378078e-12,8.23889690192103e-12,432.957466504117,487.594794730456,952.721534193974,1147.06438889291
"648","hemN","hemN",1548,178.323538562744,-0.477660019796978,0.238177213063603,-2.00548160612419,0.0449115852279409,0.0671642892782192,205.901002393913,209.016294698519,166.619461137063,131.757396021483
"649","hemX","hemX",1187,374.897380974592,-0.659982012101734,0.185991220143827,-3.54845788737431,0.000387493956599728,0.000755727472222721,468.88527648782,450.341101826777,281.971395770414,298.391749813358
"650","hemY","hemY",1153,281.616015500883,-0.78348099090605,0.210086002932896,-3.72933455807764,0.000191986109597469,0.000385470809816254,360.372347856839,353.745243235821,183.7086366383,228.637834272573
"651","hflC","hflC",860,679.910263667573,-0.891813850931703,0.165833009174325,-5.37778247751761,7.54088443180625e-08,2.02990086739901e-07,847.312716671495,921.451961644101,474.224620159332,476.651756195365
"652","hflD","hflD",1547,46.4289904582028,-0.871870904457435,0.43445899958706,-2.00679674097239,0.0447713100347294,0.0669977910345175,63.8311344888126,56.7047361011754,34.1783510024744,31.0017402403489
"653","hflK","hflK",793,845.432973476288,-0.962786315245542,0.162468744746029,-5.9259786659309,3.10442892235402e-09,9.0627401705543e-09,1080.75229423058,1154.86448001406,615.210318044539,530.904801615975
"654","hflX","hflX",1224,1082.87879029022,-0.46125706694593,0.138878163622754,-3.32130735972921,0.000895968095216185,0.00169458018008617,1244.34237319191,1265.30684393204,922.815477066809,899.050466970119
"655","hisA","hisA",924,133.495937387553,-1.50164114145083,0.3010891025925,-4.98736463233339,6.12084775799864e-07,1.53352408655485e-06,196.417519555575,199.455612448902,68.3567020049488,69.7539155407851
"656","hisB","hisB",889,200.017559490735,-1.36565173745243,0.262459228766542,-5.20329097921408,1.95789942677604e-07,5.09846701123346e-07,281.951239770584,297.040507134646,85.445877506186,135.632613551527
"657","hisC","hisC",1266,108.722239917133,-0.97587608305418,0.310962477904857,-3.13824384739037,0.00169963416993355,0.00310548784798434,137.510501155899,152.311558597343,59.8121142543302,85.2547856609596
"658","hisD","hisD",1241,125.709124997077,-0.950671845116004,0.293559548518277,-3.23842930647107,0.00120189803035608,0.00224205796960059,154.836094802863,177.696818363567,81.1735836308767,89.1300031910032
"659","hisF","hisF",1077,118.586085542249,-1.26651527011189,0.305100456270053,-4.15114184224905,3.30820651273822e-05,7.11095457473444e-05,170.337941750146,165.498706527849,72.6289958802581,65.8786980107415
"660","hisG","hisG",874,147.845583402551,-1.58841125891749,0.299488801205302,-5.30374175102668,1.13452784214719e-07,3.00507088623656e-07,210.460369143113,235.060911861268,68.3567020049488,77.5043506008723
"661","hisJ","hisJ",992,1249.16698068894,-0.909952278701434,0.197088012396834,-4.61698440019404,3.8935652586112e-06,9.08629392508562e-06,1846.17878408643,1416.95904513286,931.360064817427,802.170028719029
"662","hisM","hisM",952,100.578289441014,-1.77181457156586,0.366307991748988,-4.8369530872261,1.31844529535525e-06,3.20272912775173e-06,166.508073680817,145.388305933828,55.5398203790209,34.8769577703926
"663","hisP","hisP",723,120.326379894387,-2.53399242440465,0.397057202350916,-6.38193290387698,1.74866583589248e-10,5.5991167497802e-10,224.138469390716,188.905894104497,25.6337632518558,42.6273928304798
"664","hisQ","hisQ",912,248.992644454346,-1.25339819889664,0.247271194849188,-5.06892118858039,4.00076832781562e-07,1.01554590777337e-06,382.804432262907,319.458658616506,158.074873386444,135.632613551527
"665","hisS","hisS",528,739.156378467793,-1.3634919112616,0.163639235503787,-8.33230433437247,7.92838236572302e-17,3.47617522285015e-16,1051.93709637563,1078.70870071538,422.957093655621,403.022623124536
"666","hmp","hmp",1011,229.749077698041,0.886223868861752,0.196294819372374,4.51475933850588,6.33887086104167e-06,1.45148229904169e-05,164.684326981136,157.256739071283,294.788277396342,302.266967343402
"667","hofB","hofB",1962,15.4415737676056,-0.575383110679828,0.672144683832487,-0.85604055870689,0.391975345532866,0.462498942359115,17.8727176568675,19.4510431974962,12.8168816259279,11.6256525901308
"668","hofC","hofC",2257,19.7976591356525,0.0770100150268936,0.563412082614469,0.136685061260196,0.891279738084792,0.91418369236433,19.3317150166118,19.1213644992336,21.3614693765465,19.3760876502181
"669","hofQ","hofQ",2193,13.2085443502287,-0.186470788559753,0.698013617636847,-0.26714491501048,0.789357586623316,0.833280036930908,15.137097607347,12.8574692322433,17.0891755012372,7.75043506008723
"670","holA","holA",1053,116.443621385245,-1.35331856791945,0.315430858703034,-4.29038101561758,1.78366831372195e-05,3.92136006293097e-05,160.489709571872,175.718746173991,59.8121142543302,69.7539155407851
"671","holB","holB",1426,43.7901964769183,-1.15946416500775,0.470331864359197,-2.46520436498059,0.0136935124451833,0.0222251974668662,60.5483904293879,60.6608804803272,38.4506448777837,15.5008701201745
"672","hrpA","hrpA",1070,494.232358584916,0.659931189456699,0.15707788520809,4.20129917449836,2.65387605015116e-05,5.74179724869153e-05,377.697941503802,388.031827855136,606.66573029392,604.533934686804
"673","hscA","hscA",577,356.415172436072,-1.70545050950195,0.21854738415255,-7.80357319816518,6.01784737196029e-15,2.41443963017124e-14,526.880421537656,566.717682313492,153.802579511135,178.260006382006
"674","hscC","hscC",1868,30.9666309866968,0.511635888859309,0.461608331016107,1.10837663551929,0.267699191067833,0.33175783047218,28.4504485150136,22.0884727835974,38.4506448777837,34.8769577703926
"675","hslO","hslO",1086,264.519921603577,0.769478257370164,0.187790925221053,4.09752631265007,4.17588712605455e-05,8.90717104218103e-05,195.870395545671,194.510431974962,346.055803900053,321.64305499362
"676","hslU","hslU",1013,765.212621309725,0.713888727005658,0.158642480063185,4.49998466187194,6.79583658771796e-06,1.55304656471541e-05,545.665012544364,612.543021372,999.716766822376,902.925684500163
"677","hsrA","hsrA",2222,35.9916614304418,-0.0973564393802727,0.456163802058201,-0.213424298335384,0.830996029741749,0.865776691652633,32.6450659242784,41.8691946793563,38.4506448777837,31.0017402403489
"678","htpG","htpG",2065,1392.38932546947,-0.0949883279700968,0.168342030605203,-0.564257943358566,0.572578598991705,0.641605233347108,1290.84791403376,1586.74357473812,1320.13880747057,1371.82700563544
"679","htpX","htpX",71,4490.39444760148,3.04560070879337,0.139659747104089,21.8072907329802,1.97850726203994e-105,6.4510483262288e-104,937.223428965737,994.640632658409,8608.67215874824,7421.04157003353
"680","hyaA","hyaA",807,20.3320791929886,3.15831661097246,0.544812923260475,5.79706625179019,6.74850364561233e-09,1.93590903836339e-08,3.64749339936072,3.95614437915177,42.722938753093,31.0017402403489
"681","hyaB","hyaB",946,19.9328166901909,2.61788544731718,0.535245852495138,4.89099623119632,1.00326885794012e-06,2.45514524961034e-06,4.74174141916893,5.93421656872766,34.1783510024744,34.8769577703926
"682","hyaC","hyaC",1287,9.73559156346915,2.25078632741494,0.744825977102588,3.02189557911315,0.00251197184977013,0.00451842644305971,3.64749339936072,2.30775088783854,21.3614693765465,11.6256525901308
"683","hyaF","hyaF",2153,5.46987919104617,0.38020943402421,0.986492085132758,0.385415595070935,0.699929530167248,0.75273927558275,5.10649075910501,3.95614437915177,12.8168816259279,0
"684","hybA","hybA",1942,26.140703617385,0.467769342187678,0.523445425833755,0.893635361208104,0.371517020157127,0.442984290862216,26.4443271453652,16.813613611395,34.1783510024744,27.1265227103053
"685","hybB","hybB",1656,17.3153658916185,-1.17574505349391,0.696691484491055,-1.68761220664669,0.0914856944865537,0.127892139333558,22.9792084159725,25.7149384644865,12.8168816259279,7.75043506008723
"686","hybC","hybC",1649,118.641981905443,0.43950267623981,0.258737672640893,1.69864199424026,0.0893866588967916,0.125488244600408,101.400316502228,99.233288177057,153.802579511135,120.131743431352
"687","hybO","hybO",1203,47.4762114351245,1.33498774715817,0.388224953363414,3.4386963939139,0.000584522379030596,0.00112482901700401,24.4382057757168,29.3414041453757,46.9952326284023,89.1300031910032
"688","hycB","hycB",2337,0.748789366109085,-0.596748150270519,1.42326380787619,-0.419281476117201,0.675010432768994,NA,2.0061213696484,0.989036094787944,0,0
"689","hycC","hycC",2336,1.01358371064278,-0.91505917482328,1.39694883432334,-0.655041295958787,0.512441166397382,NA,2.73562004952054,1.31871479305059,0,0
"690","hycD","hycD",2335,1.90172378398825,0.106580290090585,1.32005341995701,0.0807393765125477,0.935649221094434,NA,1.09424801980822,2.63742958610118,0,3.87521753004362
"691","hycE","hycE",2131,4.98819701368279,-0.45879040613753,1.03192118870645,-0.444598299907614,0.656610076305048,0.713304705136643,6.20073877891322,5.60453787046501,4.2722938753093,3.87521753004362
"692","hycG","hycG",2162,11.1971568843796,0.262532290792314,0.739253316001678,0.35513170534323,0.722490925278295,0.773620024060709,12.0367282178904,7.91228875830355,17.0891755012372,7.75043506008723
"693","hyfA","hyfA",2332,1.70814017911568,0.483472945859288,1.32908338209213,0.363764194461785,0.71603410216339,NA,0.91187334984018,1.64839349131324,4.2722938753093,0
"694","hyfC","hyfC",2333,1.79124576276729,0.216711395095138,1.31488168427582,0.164814368993583,0.869090093891335,NA,1.64137202971232,1.64839349131324,0,3.87521753004362
"695","hyfD","hyfD",1624,8.23951133610285,1.39395531375056,0.774420148938078,1.79999876767413,0.0718608328107122,0.102437086180295,4.5593667492009,3.95614437915177,12.8168816259279,11.6256525901308
"696","hyfE","hyfE",2334,2.15599510270337,-0.184243406040443,1.29648452624016,-0.142109992299526,0.886993125570116,NA,3.10036938945661,1.64839349131324,0,3.87521753004362
"697","hyfG","hyfG",1190,17.6934591432875,1.96046215480677,0.556069303803147,3.52557161741981,0.000422569902729372,0.000822058256149997,7.47736146868947,6.26389526699031,29.9060571271651,27.1265227103053
"698","hyfI","hyfI",1683,6.67936109436774,1.3847220362387,0.857546443653641,1.61474873633548,0.106365118689532,0.146220457105859,3.64749339936072,3.29678698262648,4.2722938753093,15.5008701201745
"699","hyi","hyi",1462,9.09715178830685,1.74151734841829,0.748826905943913,2.32566075630398,0.0200366556051107,0.0317193764891739,4.37699207923286,3.29678698262648,17.0891755012372,11.6256525901308
"700","hypB","hypB",1945,20.1000920830258,-0.531248820082795,0.595515323750888,-0.892082535738448,0.372348694966394,0.443200177545079,24.0734564357807,23.7368662749106,17.0891755012372,15.5008701201745
"701","hypD","hypD",1763,108.815369964196,-0.404338528637541,0.289310782818124,-1.39759232165132,0.162235525430438,0.213031900948079,131.492137046954,116.376580486715,98.2627591321139,89.1300031910032
"702","hypE","hypE",817,74.2198494580664,1.87978706750718,0.330184162985913,5.69314727426032,1.24718718460937e-08,3.53395144721014e-08,36.4749339936072,25.7149384644865,106.807346882732,127.882178491439
"703","hyuA","hyuA",2141,8.94257860444575,0.330703566424962,0.800064523845634,0.413346119679678,0.679353044410643,0.734221427549317,9.6658575083059,5.93421656872766,8.5445877506186,11.6256525901308
"704","iaaA","iaaA",1572,586.66175676706,-0.404575934354104,0.208189707798821,-1.94330420380365,0.0519794138919022,0.0765472920863572,758.496252397062,578.256436752684,525.492146663044,484.402191255452
"705","iadA","iadA",1265,140.220736948753,0.796211428508479,0.25319618383309,3.14464229458273,0.00166290019385941,0.00304459780466087,93.7405803635705,111.431400012775,158.074873386444,197.636094032224
"706","iap","iap",1655,48.2831192589275,-0.706101957565814,0.417663568189425,-1.69059983044911,0.0909132570770276,0.127209465091124,57.6303957098994,62.9686313681657,29.9060571271651,42.6273928304798
"707","icd","icd",147,12701.7427659791,-1.8230737843507,0.111039674444401,-16.4182198252349,1.41662239624826e-60,2.23093935191478e-59,19977.1389736287,19650.8284886434,5618.06644603173,5560.93715561259
"708","iclR","iclR",1670,158.288667135772,-0.487214305362194,0.292537215404041,-1.66547803051066,0.0958174231371248,0.132824751234996,174.350184489442,194.510431974962,175.164048887681,89.1300031910032
"709","ileS","ileS",495,1247.80958398751,-1.35095627778052,0.151526213039402,-8.91566053610293,4.84916929490068e-19,2.26784382175658e-18,1761.9216865612,1827.73870316812,653.660962922323,747.916983298418
"710","ilvA","ilvA",1459,139.231855606013,-0.625625429870765,0.267724785941567,-2.33682297165908,0.0194483908677576,0.0308677077336204,175.079683169315,163.850313036536,93.9904652568046,124.006960961396
"711","ilvB","ilvB",333,667.908672188306,-2.40204894785574,0.210180313587694,-11.4285153868777,3.01214621379953e-30,2.09402957505883e-29,1208.23218853824,1042.11436520823,196.525518264228,224.76261674253
"712","ilvC","ilvC",70,4125.47840548542,-3.07997628786161,0.141001745344212,-21.8435330735999,8.95551976338638e-106,2.9617183217485e-104,7590.43376406966,7175.45686768653,833.097305685313,902.925684500163
"713","ilvD","ilvD",938,243.585946525261,-1.30805488753684,0.264933049309572,-4.93730356007184,7.92101267299949e-07,1.95491943901853e-06,350.888865018501,342.865846193154,183.7086366383,96.8804382510904
"714","ilvE","ilvE",619,178.54565073056,-2.24882563417358,0.308602831134984,-7.28711925909044,3.16652593242828e-13,1.1842500054235e-12,293.805593318506,297.370185832908,72.6289958802581,50.377827890567
"715","ilvI","ilvI",282,526.936402536744,-2.83796181826453,0.227339379583781,-12.4833710000456,9.20071833594099e-36,7.55307196727071e-35,910.596727150403,941.892040936385,119.62422850866,135.632613551527
"716","ilvY","ilvY",560,108.044313825277,2.05456427825479,0.256748021522,8.00225943738669,1.22156665312022e-15,5.04986928923806e-15,39.5753033830638,43.8472668689322,166.619461137063,182.13522391205
"717","inaA","inaA",1719,117.601199688814,0.399993973358284,0.261679462262799,1.52856464125785,0.126372407219076,0.170187389594043,107.053931271237,95.2771437979052,132.441110134588,135.632613551527
"718","infB","infB",140,2586.72740446521,-2.32176759674298,0.139560811655955,-16.6362431487329,3.80770488381173e-62,6.29631200430297e-61,4432.98110291305,4194.50207799567,863.003362812478,856.423074139639
"719","iscS","iscS",2265,1807.28640203062,-0.0155482443119806,0.134900648083714,-0.115257002340952,0.908241418331071,0.927881237174064,1735.84210875577,1898.94930199285,1773.00195825336,1821.3522391205
"720","ispA","ispA",819,132.70992581337,-1.85384260975796,0.326822182343731,-5.67232798111668,1.40869945522274e-08,3.98185499247943e-08,219.761477311483,197.807218957589,51.2675265037116,62.0034804806979
"721","ispB","ispB",2205,330.938231522667,-0.0486876345045038,0.203681265336522,-0.239038354480281,0.81107584208747,0.851553030486259,329.915777972177,344.514239684467,273.426808019795,375.896100414231
"722","ispD","ispD",1291,58.9491116998173,-1.257596497117,0.418402611055427,-3.0057090082318,0.00264962429183851,0.00475126276964071,81.8862268156481,86.0461402465511,21.3614693765465,46.5026103605234
"723","ispE","ispE",818,158.242530191128,-1.65945799341318,0.291509206897765,-5.69264350540792,1.25087385243333e-08,3.54006475352464e-08,234.716200248862,246.929344998723,85.445877506186,65.8786980107415
"724","ispG","ispG",373,1107.52002796352,1.44596890184267,0.132980417775565,10.8735475946773,1.54090281752085e-27,9.56351212482778e-27,590.346806686532,597.707479950181,1567.93185223851,1674.09397297884
"725","ispH","ispH",750,175.713510461849,-1.76810170130481,0.286632703820247,-6.16852744902977,6.89288856803074e-10,2.12760493799882e-09,265.53751947346,280.226893523251,64.0844081296395,93.0052207210468
"726","ispU","ispU",443,473.156394535159,-2.0692597585542,0.213252670278506,-9.70332402333704,2.91832857029637e-22,1.525040776577e-21,804.637043898975,725.622814876088,187.980930513609,174.384788851963
"727","katE","katE",842,291.284159133869,-1.16928826725427,0.212520848296236,-5.5019932238572,3.75521391039575e-08,1.03246083165869e-07,399.035777890063,408.801585845683,175.164048887681,182.13522391205
"728","katG","katG",1510,1513.58488733262,-0.280442097240425,0.131435400175914,-2.13368770411229,0.0328683532521596,0.0503908859461918,1690.97793994363,1630.26116290879,1345.77257072243,1387.32787575561
"729","kbaY","kbaY",2315,4.04650995178708,0.00218596697451144,1.07573126328126,0.00203207534179463,0.998378639574249,0.998378639574249,4.74174141916893,3.29678698262648,4.2722938753093,3.87521753004362
"730","kbaZ","kbaZ",1993,30.5986260329144,0.378796784761825,0.481316111671549,0.787002087767875,0.431280644000925,0.500960707908751,30.456569884662,22.0884727835974,42.722938753093,27.1265227103053
"731","kbl","kbl",225,436.866193347282,2.41675627870762,0.171793929282037,14.0677629809607,5.99354831740966e-45,6.16669526880149e-44,138.057625165803,136.486981080736,670.75013842356,802.170028719029
"732","kch","kch",1457,44.6095670850889,-1.06236540269321,0.453833839215746,-2.34086864154741,0.0192389347475895,0.0305683829380025,57.4480210399313,63.9576674629537,29.9060571271651,27.1265227103053
"733","kdgK","kdgK",1009,159.773657047608,-1.30202859624422,0.28805343396331,-4.52009399204059,6.18121819133097e-06,1.41818831644511e-05,247.482427146625,207.697579905468,102.535053007423,81.3795681309159
"734","kdgR","kdgR",382,1172.12620838847,1.72188581410332,0.160263055828463,10.744121938785,6.31600247161665e-27,3.82762977010276e-26,579.039577148514,507.375516626215,1939.62141939042,1662.46832038871
