"","Gene","IAI1","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_batch1","K12_IAI1ref_batch2","K12_batch1","K12_batch2"
"13","accD","accD",1085,7286.82091045018,-0.0464009571345475,0.0601618089247723,-0.771269314600702,0.440547316614814,0.999915178638161,7197.94340072645,7689.68737247272,6894.72076884248,7364.93209975907
"14","aceA","aceA",1811,17445.3792700765,0.019710588338594,0.0595511408486988,0.330985906528182,0.74065513110432,0.999915178638161,16613.4473148319,17960.9433508186,16943.6075863404,18263.5188283152
"15","aceE","aceE",122,31872.4521477788,0.0223257246944431,0.0572187520964085,0.390181957425884,0.696402002307348,0.999915178638161,30744.0058001945,32368.8986736406,31361.3227006664,33015.5814166136
"16","aceF","aceF",123,17359.3991106709,0.00170861603051999,0.0643468957924161,0.0265532005775696,0.978816100612515,0.999915178638161,16109.5669347337,18579.0411955149,16110.5633624978,18638.4249499373
"17","aceK","aceK",51,2595.9479526718,0.151857810954249,0.0624329111951082,2.43233589540107,0.0150017878523501,0.58180412208888,2450.02706554994,2360.6351620805,2815.59639902106,2757.53318403571
"18","ackA","ackA",1074,1967.40329406267,0.0220905187615758,0.0645656045068518,0.342140663443049,0.732245036997647,0.999915178638161,1997.26498488199,1892.97837833258,2054.68728953355,1924.68252350257
"19","acnA","acnA",648,3457.74858880733,0.0125732386492519,0.0612921645816389,0.205136149703194,0.837465753573588,0.999915178638161,3499.16930623749,3375.03774447489,3549.74570802201,3407.04159649493
"20","acnB","acnB",125,14645.8907585287,-0.0071132916580145,0.0561688837678829,-0.126641143295816,0.899224431447719,0.999915178638161,14664.8664246454,14718.2937399782,14544.5332992406,14655.8695702506
"21","acrA","acrA",257,6735.21761892982,-0.0464135703620515,0.0606809280633554,-0.76487904591031,0.444343572518583,0.999915178638161,7128.56856578539,6634.88061942364,6823.74912407377,6353.67216643649
"22","acrB","acrB",256,9380.47605806349,-0.020637367779855,0.0591459984828974,-0.348922468285364,0.727147516748942,0.999915178638161,9213.46492111924,9724.51017969943,9004.09112893553,9579.83800249974
"23","acrD","acrD",1142,164.220076962064,-0.00012383936559408,0.0594886306495828,-0.00208173165597902,0.998339019651632,0.999915178638161,143.618079351661,184.827589165079,144.27022871017,184.164410621348
"24","acrE","acrE",2254,16.3855848067516,0.0046362687305406,0.0251103376994405,0.184635857392069,0.853514659321624,NA,9.73681893909563,21.4915801354743,10.471226277351,23.8427138750852
"25","acrF","acrF",1470,238.532820203128,-0.00811577282815707,0.0655833028060168,-0.123747546721793,0.901515164117686,0.999915178638161,247.071780579552,233.828391873961,245.492082724563,227.739025634434
"26","acrR","acrR",258,640.83489269372,-0.0318194533275417,0.0691164532457212,-0.460374510457271,0.64524742732678,0.999915178638161,703.485168349659,606.922223025795,672.485420923212,580.446758476212
"27","acs","acs",1838,1042.85034642277,-0.0282278666324879,0.0673516765249613,-0.419111566169052,0.675134598146256,0.999915178638161,1083.22110697439,1035.89416252986,1045.95915814873,1006.32695803808
"28","actP","actP",1837,154.898839457946,0.0121471054689064,0.0609504142781783,0.199294879497731,0.842032084404377,0.999915178638161,154.572000658143,150.44106094832,155.904924573893,158.677371651429
"29","ada","ada",1037,106.677096855244,0.00912048286661713,0.0554605639375235,0.164449876075753,0.869377002547966,0.999915178638161,109.539213064826,100.58059503402,110.529610705372,106.058968616758
"30","add","add",772,245.204092613653,-0.0218226379564256,0.0653537507589553,-0.333915616211748,0.738443235452442,0.999915178638161,234.900756905682,266.495593679882,224.549630169861,254.870389699186
"31","adhE","adhE",626,10204.6762299655,-0.0467345415411328,0.0576800039233696,-0.810238182424912,0.417803296507364,0.999915178638161,10602.1787223078,10233.4307973075,10158.2529586169,9824.84244162993
"32","adhP","adhP",717,439.364221846203,0.0396078152637448,0.0689504242778169,0.574439036142199,0.565670743586708,0.999915178638161,415.031907278951,437.568571558258,444.445381994233,460.411026553369
"33","adiA","adiA",2343,51.4153435720011,-0.0080078229828257,0.0422488069074013,-0.189539624169194,0.849669902295038,NA,60.8551183693477,44.7024866817866,58.1734793186169,41.9302899182533
"34","adiC","adiC",2341,17.1924411271683,-0.00115802707390543,0.0274841981500666,-0.0421342863118101,0.96639164790596,NA,15.8223307760304,18.9125905192174,15.1251046228404,18.9097385905848
"35","adiY","adiY",2342,14.2894753108296,-0.00226435549431859,0.025413276447897,-0.0891012813306871,0.929001419092246,NA,14.6052284086434,14.6142744921226,13.9616350364681,13.9767633060844
"36","adk","adk",263,8423.54012407917,-0.0213661109178252,0.0601748714574016,-0.355066997242371,0.72253940023329,0.999915178638161,8810.60403751416,8203.76596931326,8634.10780046913,8045.68268902012
"37","aegA","aegA",1140,103.897298560691,-0.00662341701174201,0.0529828954145166,-0.125010476681637,0.900515256214354,0.999915178638161,90.0655751866346,120.352848758656,88.4236885642977,116.747081733176
"38","aer","aer",1392,2576.95618947789,-0.00741440867982401,0.0637943968062669,-0.116223509446141,0.907475405166574,0.999915178638161,2680.05941298607,2493.02329571502,2660.85494403354,2473.88710517694
"39","aes","aes",265,67.2277381886918,-0.00434029758056026,0.0479632486278893,-0.0904921519022483,0.927896130241931,0.999915178638161,64.5064254715086,71.3520460497748,63.9908272504786,69.0616539830054
"40","agaC","agaC",2244,11.3328720481135,0.00218187732070686,0.0222442515410495,0.0980872436494629,0.92186301677172,NA,13.3881260412565,8.59663205418973,15.1251046228404,8.2216254741673
"41","agaD","agaD",2245,12.1546732450484,-0.00180712764047904,0.0226906256376917,-0.0796420367306753,0.936521960906421,NA,8.51971657170868,16.3336009029605,8.14428710460637,15.6210884009179
"42","agaI","agaI",2246,21.3758879376166,0.00364987220431038,0.0303836045055416,0.120126372881291,0.904383041122974,NA,21.9078426129652,19.7722537246364,23.2693917274468,20.5540636854183
"43","agaR","agaR",1414,1238.87206013751,-0.0334312399352431,0.0667419152568433,-0.500903215117358,0.616439239672954,0.999915178638161,1297.43112363449,1225.87973092746,1250.72980535026,1181.44758063784
"44","agaS","agaS",2242,20.7096616114297,0.00370304521082373,0.0295953043312641,0.125122727895448,0.900426390432769,NA,23.1249449803521,17.1932641083795,24.4328613138191,18.0875760431681
"45","agp","agp",518,624.544917539302,-0.0186503286594697,0.0690548828743646,-0.270079795709759,0.787098865405136,0.999915178638161,612.202490795638,652.484372913001,592.20601946352,641.28678698505
"46","ahpF","ahpF",311,4392.15710835976,-0.0246050560995637,0.0601442892455371,-0.409100455059239,0.682465942333252,0.999915178638161,4370.61460128655,4514.09149165503,4266.44297322737,4417.47936727009
"47","aidB","aidB",1882,204.058456243534,0.0298175673566493,0.0641998246104601,0.464449358507922,0.642325833896692,0.999915178638161,197.170583516687,197.722537246364,205.934116787904,215.406587423183
"48","ais","ais",2151,20.6462876500698,0.00219432815019022,0.0298609949933854,0.0734847633401462,0.941420368385316,NA,18.2565355108043,22.3512433408933,19.7789829683298,22.1983887802517
"49","alaS","alaS",1229,20916.7544406171,-0.0329776301126235,0.055618539200064,-0.592925139475535,0.55323125285864,0.999915178638161,21229.9165943306,21203.592961659,20612.0271921724,20621.4810143064
"50","aldA","aldA",694,6646.52325938272,-0.0315076584033894,0.0641762425772155,-0.490955174969617,0.623458151646318,0.999915178638161,7184.55527468519,6320.24388624029,6952.8942481611,6128.39962844431
"51","aldB","aldB",2285,56.3746635093941,-0.00433495517931246,0.0451451414371879,-0.0960226292644105,0.923502600051045,NA,54.7696065324129,59.3167611739092,54.6830705594999,56.7292157717544
"52","alkB","alkB",2147,30.0121653676209,0.000357873010531823,0.0320981230529604,0.0111493438398672,0.99110429498849,NA,40.1643781237695,19.7722537246364,39.5579659366595,20.5540636854183
"53","allB","allB",1996,55.0860039280038,0.00800994154537333,0.0446822454376626,0.179264525918874,0.857729999830762,NA,55.9867088997999,51.5797923251384,59.3369489049893,53.4405655820875
"54","allC","allC",286,140.949840624697,0.0196918956346503,0.0596590419757871,0.330073949941107,0.741344086124972,0.999915178638161,133.881260412565,140.125102483293,144.27022871017,145.522770892761
"55","allD","allD",1998,14.7550292576536,-0.000317567608355629,0.0256834131027628,-0.0123646965099614,0.990134650934828,NA,15.8223307760304,13.7546112867036,16.2885742092127,13.1546007586677
"56","allR","allR",283,1656.9184793838,-0.0318716397769857,0.0650306470756361,-0.490101839828171,0.624061836250904,0.999915178638161,1649.17370780932,1719.32641083795,1595.11680291648,1664.05699597146
"57","alr","alr",1831,655.293923359964,-0.012753834188547,0.0689257971531337,-0.185037166276243,0.853199884419065,0.999915178638161,647.49845944986,673.975953048475,632.927454986552,666.773825954968
"58","alx","alx",1397,79.3497790332292,0.00731386473956723,0.0506241765354839,0.144473752268163,0.885126381643871,0.999915178638161,75.4603467779911,80.8083413093835,75.625523114202,85.50490493134
"59","amiA","amiA",1130,948.0223380012,-0.00026445500083665,0.0680610306138503,-0.00388555680764014,0.996899782014014,0.999915178638161,912.826775540216,983.454706999306,913.323625302286,982.484244162993
"60","amiB","amiB",1873,855.315744754864,0.0200562799188586,0.0685084867418453,0.292756136833601,0.769708557701085,0.999915178638161,805.721767210164,883.733775170705,830.71728466985,901.090151968737
"61","amiC","amiC",1280,949.786285730962,0.0456908439656152,0.0691246495091037,0.660992052619344,0.508617410265049,0.999915178638161,823.978302720968,1015.26224559981,879.583007297488,1080.32158730558
"62","amn","amn",945,837.052934091555,-0.0150196933169968,0.0687213973740738,-0.218559195402264,0.826993441627693,0.999915178638161,957.859563133533,735.871703838641,934.266077856988,720.214391537056
"63","ampE","ampE",119,427.506060524557,-0.0279624996687424,0.0684832754453306,-0.408311364883016,0.683045096653755,0.999915178638161,406.512190707243,467.656783747922,388.598841848361,447.256425794701
"64","ampG","ampG",242,474.365735458357,-0.00452981119009313,0.0687710235609742,-0.0658680205054223,0.947482901211152,0.999915178638161,507.53168720036,444.445877201609,507.27273965834,438.212637773117
"65","ampH","ampH",209,396.064643408827,-0.00972015569361441,0.0686621890281705,-0.141564896651146,0.887423696032334,0.999915178638161,411.38060017679,386.848442438538,403.723946471202,382.30558454878
"66","amtB","amtB",253,326.40803575684,0.0407663227951792,0.0679038644118026,0.600353501944338,0.548270669397812,0.999915178638161,317.663717887995,312.917406772506,328.098423357,346.95259500986
"67","amyA","amyA",924,1702.28116979924,0.0124829114360012,0.0662382983691525,0.188454591125405,0.850520308707326,0.999915178638161,1776.96945638495,1604.99120451722,1789.41622384066,1637.74779445413
"68","anmK","anmK",783,548.619114267205,0.0412467776971016,0.0691180793969824,0.596758157300627,0.550668857788771,0.999915178638161,525.788222711164,540.728156208534,549.157644767744,578.802433381378
"69","ansA","ansA",838,463.849090229797,-0.013337908904078,0.0686043830167315,-0.194417737141155,0.845848802657228,0.999915178638161,505.097482465586,432.410592325744,494.474574208244,423.413711919616
"70","ansB","ansB",1344,101.604549716159,-0.0124795192905063,0.0545346223954174,-0.228836631525939,0.818995894281971,0.999915178638161,98.5852917583433,109.17722708821,94.2410364961594,104.414643521925
"71","ansP","ansP",711,288.473884551305,-0.0170227645122667,0.0671993130236473,-0.253317537729537,0.800022844833473,0.999915178638161,296.972977642417,288.846837020775,288.54045742034,279.535266121688
"72","apaH","apaH",81,358.856418497133,0.0419457924969013,0.0668452208059712,0.627506229931613,0.530327453736995,0.999915178638161,304.275591846739,385.1291160277,337.406180047978,408.614786066115
"73","aphA","aphA",1833,173.772986620092,-0.012319604332848,0.0624188571143045,-0.197369911952853,0.843538073271843,0.999915178638161,176.479843271108,176.23095711089,172.193498783106,170.187647315263
"74","appA","appA",511,93.7580440656839,-0.0118684012552384,0.053505872341034,-0.2218149286417,0.824457957561791,0.999915178638161,93.7168822887955,98.001605417763,89.5871581506701,93.7265304055073
"75","aqpZ","aqpZ",453,75.438690922996,-0.00993374637523197,0.0498709307019715,-0.199189111480514,0.84211481654267,0.999915178638161,80.328756247539,73.9310356660317,76.7889927005744,70.7059790778388
"76","araA","araA",1958,38.6000183781463,0.00793730587154132,0.0390282248357079,0.203373479192404,0.838843127181882,NA,37.7301733889956,36.9655178330159,41.8849051094042,37.8194771811696
"77","araC","araC",89,426.752874754402,0.00550807192407631,0.0689143918066878,0.0799262937635296,0.936295877324681,0.999915178638161,421.117419115886,428.971939504068,421.175990266787,435.746150130867
"78","araD","araD",1957,7.98096294958238,0.000286589014209318,0.0193354138307565,0.0148219746790961,0.988174208247728,NA,7.30261420432172,8.59663205418973,6.98081751823403,9.04378802158404
"79","araE","araE",1297,168.3121534245,0.00298333887653065,0.0619607862020937,0.0481488221727864,0.961597636831647,0.999915178638161,164.308819597239,171.072977878376,165.212681264872,172.654134957513
"80","araF","araF",912,86.5717211531217,-0.00995132169397128,0.0499563853661521,-0.199200194750555,0.84210614708566,0.999915178638161,102.236598860504,74.7906988714507,97.7314452552765,71.5281416252555
"81","araG","araG",911,145.784069096758,0.00440284725385258,0.0592734916743713,0.0742802073824223,0.940787425738443,0.999915178638161,135.098362779952,154.739376975415,133.799002432819,159.499534198846
"82","araH","araH",910,159.961298120557,-0.00900096238782356,0.0592714282174053,-0.151860055654613,0.879297313789703,0.999915178638161,181.348252740656,142.70409209955,176.847377128595,138.945470513427
"83","araJ","araJ",218,137.787924303397,0.0265998367671512,0.0586416714039763,0.453599567173107,0.65011706508888,0.999915178638161,122.927339106082,141.844428894131,132.635532846447,153.744396366929
"84","arcA","arcA",1948,4662.61412851735,-0.0387799362125048,0.0622919170007917,-0.622551658058812,0.533579187093647,0.999915178638161,4949.95532816274,4550.19734628263,4763.24448660836,4387.05935301567
"85","arcB","arcB",1447,1625.73485874695,-0.0317937761820186,0.0666581405557486,-0.476967642915696,0.633385162859749,0.999915178638161,1739.23928299596,1568.88534988963,1681.21355230803,1513.6012497942
"86","argA","argA",1281,5683.20575758758,0.000730555798703809,0.0589655716235977,0.0123895313585232,0.990114837110318,0.999915178638161,5613.27611838863,5749.42751784209,5606.7599367283,5763.35945739128
"87","argB","argB",1783,3369.55140649347,-0.0467210511198682,0.0619107966130858,-0.754651105716721,0.450458350917352,0.999915178638161,3354.33412451845,3535.79476388824,3206.52218004217,3381.55455752501
"88","argC","argC",1782,4039.88843266355,-0.0488374687190003,0.0599326724585,-0.814872201015524,0.415145467009781,0.999915178638161,4139.36515148303,4122.9447331894,3955.79659366595,3941.44725231581
"89","argD","argD",1493,7474.08966246889,-0.00771093799094083,0.0619557067301832,-0.124458881964206,0.900951954630591,0.999915178638161,7162.64743207222,7840.98809662646,7079.71243307568,7813.01068810119
"90","argE","argE",1781,2851.94590807004,-0.0232496065679814,0.0621424109673386,-0.374134286167318,0.708304411291459,0.999915178638161,2828.54590180728,2939.18849932747,2769.05761556617,2870.99161557922
"91","argG","argG",1425,18684.0868274077,0.0178700869359609,0.0574005947301777,0.311322330717349,0.755555592746786,0.999915178638161,18121.4371480244,18949.5560370504,18370.0212992329,19295.3328253232
"92","argH","argH",1784,5992.90102009716,-0.0262316175961093,0.0656812223787094,-0.399377731505379,0.689614899606484,0.999915178638161,5613.27611838863,6538.59834041671,5457.83582967264,6361.89379191066
"93","argI","argI",30,4423.04519452978,0.190235128699801,0.0621485872658574,3.06097269574317,0.00220619212171942,0.145877155962778,3853.3460951471,4183.12115756873,4650.38793673024,5005.32558867305
"94","argK","argK",2217,23.0094137124594,-0.00349102529588326,0.0312798300814039,-0.11160627429235,0.911135596941976,NA,25.559149715126,21.4915801354743,24.4328613138191,20.5540636854183
"95","argO","argO",56,236.837647680915,0.145556858436479,0.0642294641860123,2.26620072705165,0.0234390961551485,0.801420171196418,221.512630864426,177.090620316309,295.521274938574,253.226064604353
"96","argP","argP",1325,791.633207030805,-0.0342004151219195,0.0683283771207163,-0.500530183257497,0.616701808663272,0.999915178638161,806.93886957755,808.943076299254,773.707274937605,776.94360730881
"97","argS","argS",897,3892.00395437442,0.000545453221591431,0.0601679991365605,0.00906550374649224,0.992766873598679,0.999915178638161,3877.68814249484,3904.59027901298,3861.55555716979,3924.18183882005
"98","arnT","arnT",1054,59.4271606082068,-0.00659948836347256,0.0453597159179405,-0.145492277231444,0.884322212750925,0.999915178638161,66.9406302062825,54.1587819413953,63.9908272504786,52.6184030346707
"99","aroA","aroA",477,10718.5793124475,-0.0371551069060569,0.0601730577938035,-0.617470812824193,0.536924227093786,0.999915178638161,11322.7033238008,10484.4524532898,10938.9410510727,10128.2204216267
"100","aroB","aroB",1505,6080.91567786345,-0.0474858919090818,0.0584429458881022,-0.812517082899973,0.416494988348306,0.999915178638161,6254.68906600156,6168.08349888114,5989.5414306448,5911.34871592629
"101","aroC","aroC",1095,2711.50797838977,0.129171560902017,0.0619471733274093,2.08518894347781,0.0370521531243528,0.999915178638161,2527.9216170627,2559.21736253228,2857.48130413046,2901.41162983364
"102","aroD","aroD",806,511.799529686944,0.00489870379764163,0.0691121806300516,0.0708804693034322,0.943492887511366,0.999915178638161,492.926458791716,526.973544921831,500.291922140106,527.006192894124
"103","aroE","aroE",1472,1133.15613493887,0.00704134962054046,0.0673360325173128,0.104570307416465,0.916716776746262,0.999915178638161,1170.85247742625,1086.61429164958,1175.10428223606,1100.05348844359
"104","aroF","aroF",1212,6626.61154729787,-0.0441756041974346,0.0619550688060425,-0.713026473035345,0.475829375820751,0.999915178638161,7077.45026635514,6456.93033590191,6779.53727979162,6192.52830714281
"105","aroG","aroG",372,11684.360247868,-0.0159749156280523,0.0628167598888584,-0.254309767907748,0.799256254120233,0.999915178638161,12464.3453444098,11087.0763602885,12259.4790316053,10926.5402551683
"106","aroH","aroH",811,765.110075893505,0.0108519190393462,0.0686953744220243,0.157971612072136,0.874479168091233,0.999915178638161,783.813924597198,735.871703838641,801.630545010541,739.124130127641
"107","aroM","aroM",215,272.646756055292,-0.0210617090255889,0.0665366147505864,-0.316543141013998,0.751590285422552,0.999915178638161,266.545418457743,289.706500226194,254.799839415542,279.535266121688
"108","aroP","aroP",120,7288.13449873608,-0.0475454175088715,0.0578652945177846,-0.821656882680493,0.41127220535064,0.999915178638161,7393.89688187575,7492.82449843177,7086.69325059392,7179.12336404289
"109","arsB","arsB",1561,64.9658434307833,-0.008628142739168,0.0470502574856242,-0.183381413838261,0.854498758186893,0.999915178638161,71.8090396758303,61.0360875847471,68.644705595968,58.3735408665879
"110","artI","artI",445,1751.78847647587,-0.017845127225216,0.0658241857093424,-0.271102893760267,0.786311895996803,0.999915178638161,1695.42359777003,1841.39858600744,1659.10763016696,1811.22409195906
"111","artJ","artJ",54,6033.50731260467,0.148442808086516,0.0633265186921727,2.34408603460565,0.0190737710242751,0.688421846783559,5901.72937945934,5280.91107088875,6829.56647200563,6121.82232806497
"112","artM","artM",443,789.191550958548,0.0222340553590204,0.0687111873515272,0.323587121923403,0.746250639052252,0.999915178638161,737.564034636494,818.399371558863,773.707274937605,827.095522701231
"113","artP","artP",446,1032.73827905774,-0.03700182368053,0.0683983645840921,-0.540975269007174,0.588524628992748,0.999915178638161,1119.734177996,992.051339053496,1070.39201946255,948.775579718907
"114","artQ","artQ",444,599.018327717523,-0.0318654117006169,0.0691167892564314,-0.461037210255709,0.644771908828989,0.999915178638161,573.255215039255,651.624709707582,547.994175181372,623.199210941882
"115","ascF","ascF",1237,74.7077861978176,-0.00135778963457888,0.0498495110517906,-0.0272377723658758,0.978270088881726,0.999915178638161,74.2432444106042,75.6503620768697,73.2985839414573,75.6389543623392
"116","ascG","ascG",1236,760.373334033881,-0.0252487780647981,0.0684684356617575,-0.368765224745752,0.712302727253423,0.999915178638161,776.511310392877,767.679242439143,751.601352796531,745.701430506974
"117","asd","asd",1531,22445.2574267028,-0.050015199771584,0.057377373165454,-0.87168855965852,0.383378303070711,0.999915178638161,22377.6441267765,23511.7886682089,21399.6961021464,22491.9008096795
"118","asmA","asmA",966,1639.36520934299,-0.0123498322200613,0.0647726661543665,-0.190664256287198,0.848788644254885,0.999915178638161,1666.21314095274,1633.36009029605,1643.98252554411,1613.90508057904
"119","asnA","asnA",1670,693.53501073968,0.0746838309698258,0.0688475188027186,1.08477156865785,0.278022840797415,0.999915178638161,640.195845245538,680.853258691827,707.389508514382,745.701430506974
"120","asnB","asnB",337,3523.18091230982,0.126711167578471,0.0606785981180549,2.08823492151128,0.036776648635671,0.999915178638161,3351.89991978367,3277.03613905713,3739.3912506007,3724.39633979779
"121","asnS","asnS",493,9065.12036914381,-0.00671100719797334,0.0591008295669347,-0.11355182739648,0.90959307642282,0.999915178638161,8832.51188012713,9353.13567495843,8787.68578587028,9287.14813561939
"122","aspA","aspA",1860,1158.64265441157,-0.0401539624708366,0.0666262568518161,-0.60267474668648,0.546725084440582,0.999915178638161,1187.89191056967,1180.31758104025,1136.70978588578,1129.65134015059
"123","aspC","aspC",491,6997.70682351463,-0.0319777116478592,0.0611999842872507,-0.522511762384893,0.601314058948819,0.999915178638161,7392.67977950836,6814.5502293562,7169.29959122635,6614.2976939676
"124","aspS","aspS",893,5413.90295697856,0.00954850881310605,0.0597391092643022,0.159836812612335,0.873009624592797,0.999915178638161,5271.2703531529,5508.72182032478,5325.20029682619,5550.41935761035
"125","astA","astA",2106,37.2895138587885,-0.00256689545066416,0.0384248547862238,-0.0668029967828127,0.946738537653358,NA,40.1643781237695,35.2461914221779,38.3944963502872,35.3529895389194
"126","astB","astB",2105,32.2098509374314,-0.000454366374764475,0.0351456831768401,-0.0129280848654519,0.989685168014798,NA,26.776252082513,37.8251810384348,25.5963309001915,38.6416397285863
"127","astC","astC",828,64.8297203435629,-0.00872992843925752,0.0472114050530543,-0.184911430393719,0.853298505440464,0.999915178638161,62.0722207367347,70.4923828443558,59.3369489049893,67.4173288881719
"128","astE","astE",2104,26.9682082065707,-0.0040958559410511,0.0336608483909507,-0.121680116124234,0.903152361241385,NA,26.776252082513,28.3688857788261,25.5963309001915,27.1313640647521
"129","atpA","atpA",1666,38341.9830359394,-0.0498579128264042,0.0580964786500121,-0.858191649217861,0.390786646432342,0.999915178638161,37934.6465867166,40467.7857318928,36263.0200680531,38702.4797570952
"130","atpB","atpB",1667,19112.0983734384,-0.048105292483616,0.0592460211011427,-0.811958197184118,0.416815618620514,0.999915178638161,20255.0175980537,18810.2905977726,19375.2590218586,18007.8262760686
"131","atpD","atpD",1664,21953.4667708058,-0.03568691088288,0.0598246146042825,-0.59652554586328,0.55082419329081,0.999915178638161,21395.4425162953,23234.977116064,20698.1239415639,22485.3235093002
"132","atpG","atpG",1665,16204.7568269589,-0.0484700073170479,0.0599241007227157,-0.808856649202483,0.418597606896274,0.999915178638161,17236.603726934,15899.4709842239,16477.0562822051,15205.8963144724
"133","avtA","avtA",1602,1635.28663386081,0.0761108327499174,0.068078796792064,1.11798146172274,0.263574911017924,0.999915178638161,1691.77229066787,1432.19890022801,1839.44541605467,1577.72992849271
"134","azoR","azoR",691,414.403356997441,0.0312661049215689,0.0688595310697528,0.454056314875237,0.649788294600125,0.999915178638161,407.72929307463,401.462716930661,425.829868612276,422.591549372199
"135","bacA","bacA",1383,971.549934535646,0.0517929172270575,0.0676303902548538,0.76582313116758,0.443781548849631,0.999915178638161,921.346492111924,963.682453274669,986.622209243743,1014.54858351225
"136","baeR","baeR",972,211.642208191736,-0.0533809414094598,0.0638346656081123,-0.836237503571664,0.403021303889329,0.999915178638161,239.76916637523,208.898158916811,212.914934306138,184.986573168764
"137","baeS","baeS",971,85.5038918545111,0.00472359924600722,0.0491275776188077,0.0961496469998729,0.92340172132131,0.999915178638161,69.3748349410564,99.7209318286009,70.9716447687127,101.948155879675
"138","barA","barA",1262,886.867320491647,-0.0214712819892893,0.0679361365562674,-0.316050971952253,0.751963819412086,0.999915178638161,907.958366070668,888.0320911978,886.563824815722,864.9149998824
"139","basR","basR",1845,124.587735966863,0.00456025286432295,0.057288425088667,0.0796016447871434,0.936554087019022,0.999915178638161,116.841827269148,130.668807223684,115.183489050862,135.656820323761
"140","basS","basS",53,215.717392119212,-0.150358262910521,0.0638714057048494,-2.35407787336525,0.0185687205649725,0.682838422285499,265.328316090356,238.126707901056,196.626360096925,162.788184388513
"141","bax","bax",1601,3256.87464968618,0.0130057775374315,0.0637406075381567,0.204042258769591,0.838320475779938,0.999915178638161,3377.4590694988,3093.92787630289,3431.07181021203,3125.03984273099
"142","bcr","bcr",1022,429.318601805064,0.0265716315786877,0.0688712093552507,0.385816247855127,0.699632761184697,0.999915178638161,432.071340422369,409.199685779431,452.58966909884,423.413711919616
"143","bcsA","bcsA",8,165.851959784963,-0.385831483066724,0.0614342301709593,-6.2803990868451,3.37705021540079e-10,8.22733858727017e-08,236.117859273069,252.740982393178,84.9332798051807,89.6157176684236
"144","bcsB","bcsB",1579,76.5200362190073,0.000466218850156081,0.0502518351873944,0.00927764823747237,0.99259761390401,0.999915178638161,75.4603467779911,77.3696884877076,76.7889927005744,76.4611169097559
"145","bcsC","bcsC",1578,407.540151343329,-0.0159934885051787,0.0687897087422791,-0.232498273326006,0.816151028164148,0.999915178638161,421.117419115886,404.041706546918,409.541294403063,395.460185307447
"146","bcsE","bcsE",1580,1183.0614532863,-0.0370707473128442,0.0674321537166841,-0.549748825591376,0.582491662915094,0.999915178638161,1259.7009502455,1156.24701128852,1208.84490024086,1107.45295137034
"147","bcsG","bcsG",1581,294.643794056918,-0.00979082741545541,0.0671333535774731,-0.145841476609039,0.884046532339699,0.999915178638161,309.144001316286,285.408184199099,303.66556204318,280.357428669105
