"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_chemostat1","K12_IAI1ref_chemostat2","K12_batch1","K12_batch2"
"146","bcsE","bcsE",1157,958.214179282183,-0.25792826841926,0.129059465748474,-1.9985226726565,0.0456600244028915,0.0913595129582488,846.868425536992,897.620569227625,1088.90838127353,999.459341090585
"147","bcsG","bcsG",2255,265.89799936262,0.0170815870654231,0.199039531162215,0.0858200728552849,0.931609449515445,0.955805066246374,230.27398423466,306.762585106411,273.537139087961,253.018289021447
"148","bcsZ","bcsZ",1735,46.7062859091767,-0.307220938533166,0.370200212748256,-0.829877801129421,0.406607877052659,0.542534429612049,43.0182168350464,39.2897892254516,55.5458558301223,48.9712817460865
"149","betA","betA",747,297.07279595797,-0.609461031232893,0.181154021237473,-3.36432515861161,0.00076731084197303,0.00237794457719888,241.239412055358,226.671860916067,342.707450121698,377.672460738758
"150","betT","betT",1809,455.876212678124,-0.109121146425885,0.155797541610744,-0.700403519193659,0.483675339129336,0.618965400820571,441.991090618908,435.209972958849,450.655056734955,495.648730399785
"151","bglA","bglA",1013,2382.06167489934,-0.27495023423085,0.114128427031662,-2.40913014734333,0.0159905944864171,0.036543165089887,2016.79522456071,2295.43037821004,2570.82989342057,2645.19120340604
"152","bglB","bglB",1618,38.0061111881911,0.429001876964317,0.413995155873387,1.03624854271367,0.300086205554659,0.429571604080103,37.9572501485704,51.3789551409752,24.1048053602418,38.5834341029773
"153","bglG","bglG",1339,19.8478850175587,0.827694989487414,0.515987440084251,1.60409910239727,0.108692209726583,0.188119151838602,32.8962834620943,19.6448946127258,15.7205252349403,11.1298367604742
"154","bglH","bglH",1570,29.1114467354488,0.4945463263421,0.442907687565512,1.11659007108327,0.264169638871246,0.38952402164773,36.2702612530784,33.2452062676898,20.9607003132537,25.9696191077732
"155","bglJ","bglJ",1794,185.046255684564,-0.157024664046038,0.217711332205784,-0.721251679713281,0.470754680564504,0.607467717673817,190.629745190598,157.159156901806,205.414863069886,186.981257575967
"156","bglX","bglX",1169,1767.07195423506,-0.227370754799412,0.115031847661026,-1.97658960907439,0.048088037645134,0.0952232753824016,1658.31008426865,1595.76990084911,1825.6769972844,1988.53083453806
"157","bioB","bioB",2070,1718.74834213252,-0.035355498435465,0.112421050420336,-0.314491799385195,0.753147543893217,0.842288195223574,1668.4320176416,1727.23958018043,1763.8429313603,1715.47883934776
"158","bioC","bioC",979,375.891138340378,-0.416404777599132,0.167101931871758,-2.49192078711994,0.0127054369626339,0.0300440107951966,311.249451218277,332.452062676898,408.733656108447,451.129383357888
"159","bioD","bioD",1357,452.540445669219,-0.251908497878485,0.158963652168148,-1.58469244033235,0.113036230308218,0.192836310363688,384.63346817218,442.765701656051,478.952002157847,503.810610690799
"160","bioH","bioH",1201,250.960948623073,-0.365213270512386,0.191436093193863,-1.90775555653731,0.0564228174389102,0.108758386653686,207.499634145518,231.205298134388,273.537139087961,291.601723124424
"161","birA","birA",803,679.095144143141,-0.442241560442568,0.140473108350714,-3.14822933467407,0.00164262766106809,0.00473559531179655,603.098530138396,544.012466198561,802.794821997617,766.474758237991
"162","brnQ","brnQ",457,427.723234522999,-0.792465215983724,0.164653295974952,-4.81293260053706,1.48731460872515e-06,7.53420857592716e-06,305.344990084055,318.851751021934,502.008772502426,584.687424483579
"163","btuB","btuB",1403,2203.63008373823,-0.164122902509079,0.111791287837928,-1.46811889981104,0.142071928611895,0.234423745357474,2155.9718084388,1996.22352180083,2400.00018586755,2262.32481884573
"164","btuC","btuC",2308,249.729800399274,-0.00293099507579265,0.19799240000569,-0.0148035736508493,0.988188888533419,0.990791238528262,274.135695517453,223.649569437186,234.759843508442,266.374093134016
"165","btuD","btuD",1588,446.715839120745,0.167305117670055,0.15447056014004,1.08308740201615,0.278769630220973,0.406392754383848,465.608935155797,480.544345142062,424.454181343388,416.255894841736
"166","btuF","btuF",1713,217.860436183499,-0.175050154472075,0.199571352074829,-0.877130673577036,0.380415665800309,0.514105234283546,200.75167856355,208.538112042782,223.231458336152,238.920495791513
"167","cadA","cadA",1995,80.7677367446851,-0.125245065457521,0.308845365621529,-0.405526776176402,0.685090340440717,0.794979517854766,83.5059503268548,69.5127040142605,99.5633264879551,70.48896614967
"168","cadB","cadB",2360,7.4567854639757,0.451033142015195,0.645596332543789,0.698630272941649,0.484783119717925,NA,10.9654278206981,7.55572869720223,3.14410504698806,8.16188029101443
"169","cadC","cadC",2252,60.1939178678206,0.029985830206207,0.337236871011501,0.0889162270906742,0.929148487279506,0.955141539987592,57.3576224467286,64.9792667959392,52.4017507831343,66.0370314454803
"170","caiA","caiA",1960,142.932319766931,0.108179292384155,0.234343386373701,0.461627247340551,0.644348651509727,0.761054657267867,147.611528355551,149.603428204604,132.052411973498,142.46191053407
"171","caiB","caiB",1248,62.072790207752,-0.597354487709301,0.332731261774301,-1.79530617148472,0.0726049323095928,0.134679822353131,47.2356890737765,49.8678094015347,80.6986962060268,70.48896614967
"172","caiD","caiD",2163,13.0090692550836,0.114282415752774,0.571786940123739,0.199868880754853,0.841583128911802,0.900723505978189,10.9654278206981,16.6226031338449,12.5764201879522,11.8718258778392
"173","caiT","caiT",1502,11.5385220619706,0.742958742649981,0.590661311741778,1.25784223188598,0.208448819036244,0.321277640525237,14.3394056116821,16.6226031338449,6.28821009397611,8.90386940837937
"174","can","can",437,6817.25053264284,-0.50673071001562,0.102673818509374,-4.93534493381444,8.00092281963079e-07,4.23847513213851e-06,5389.92952109699,5863.24546902893,8237.55522310871,7778.27191733675
"175","carA","carA",257,5600.95057435519,-0.736907811625328,0.107982149780966,-6.82434840499187,8.83252874628284e-12,7.95614943488124e-11,4452.80718965118,3927.46777680572,6801.74725165083,7221.78007931304
"176","carB","carB",185,13211.9436444226,-0.901720253057347,0.108733140428911,-8.29296615089388,1.10458781956138e-16,1.38222746069437e-15,9524.73930394793,8849.26945016325,15962.6213235584,18511.1445000207
"177","cbl","cbl",1751,789.944953953476,-0.110380965483577,0.138212342149313,-0.798633202846174,0.424503129203693,0.560915949832505,813.128647627152,702.682768839808,842.620152592799,801.348246754143
"178","cbpA","cbpA",1121,642.17972110223,-0.303295268401013,0.144989477572775,-2.09184330806888,0.0364525348195294,0.0752788743150853,538.992952109699,612.014024473381,680.174725165083,737.537182660758
"179","cbrA","cbrA",1622,23.3208920616435,0.498527525425253,0.486053176642065,1.02566457618767,0.305049717239341,0.435382302964903,34.5832723575863,21.1560403521662,16.768560250603,20.7756952862185
"180","cca","cca",1526,586.796514393416,0.182527052980828,0.151216816669819,1.20705525351307,0.22741086577973,0.344764999528536,650.334219212172,598.413712818417,504.104842533752,594.333283009323
"181","ccmA","ccmA",1853,121.40137108996,0.166217786054717,0.259437769025897,0.640684610721136,0.521727614690762,0.651807570431254,128.211156057393,128.447387852438,131.004376957836,97.9425634921731
"182","ccmB","ccmB",2083,59.300890847576,0.100369772301678,0.334189298247319,0.30033808032775,0.763919289268858,0.849002954708309,62.4185891332046,60.4458295776179,58.6899608771104,55.6491838023711
"183","ccmC","ccmC",1704,105.591029822175,0.239040690247438,0.269635391637091,0.886533065248232,0.375330344592095,0.509895100775946,127.367661609647,101.24676454251,94.3231514096417,99.426541726903
"184","ccmF","ccmF",1777,190.894967842519,-0.164007586595865,0.217074618287526,-0.755535529163656,0.449927722692428,0.585817029264888,198.221195220312,160.181448380687,190.742372850609,214.43485491847
"185","ccmH","ccmH",1932,168.80487463892,0.116612108142987,0.227277561633715,0.513082361957585,0.607893708934997,0.7284026584806,156.889967280758,196.448946127258,151.965077271089,169.915507876573
"186","cdaR","cdaR",126,388.716522761135,1.83050546004865,0.18472586520697,9.90930781673545,3.7926455998206e-23,6.95865369856098e-22,693.352436047219,525.878717325275,163.493462443379,172.141475228668
"187","cdd","cdd",590,203.135277434282,0.853894393923725,0.211449573293539,4.03828856508653,5.38425935723596e-05,0.000211263735796631,268.231234383231,258.405921444316,127.860271910848,158.043681998734
"188","cdh","cdh",690,192.285481024049,-0.767574749837034,0.213556530250825,-3.59424621169629,0.000325332082968313,0.00109151271314731,130.741639400631,152.625719683485,243.144123633743,242.630441378338
"189","cdsA","cdsA",1262,1345.53504918745,-0.211987385216304,0.119374953805451,-1.77581124397156,0.075764033812703,0.138980775179404,1205.35356582905,1289.0073157427,1407.51102603499,1480.26828914307
"190","cfa","cfa",1566,1731.56170572906,0.137052683885819,0.122359294103714,1.12008396983437,0.26267798100614,0.38826443968251,1671.80599543259,1959.95602405426,1687.33637521692,1607.14842821248
"191","chaA","chaA",802,1060.41018323978,-0.433158433747181,0.136737985267925,-3.16779885924491,0.00153597748767254,0.0044336507281321,812.285153179406,992.822750812373,1259.73808882655,1176.79474014081
"192","chaC","chaC",1656,411.200410581838,0.155386395645853,0.160105551608084,0.970524720006067,0.331785009218636,0.463817811800206,449.582540648622,417.076224085563,380.436710685555,397.706166907612
"193","chbC","chbC",603,108.963076600149,1.05737705911924,0.266390221187696,3.96927880612486,7.2090492044273e-05,0.000276765321861513,157.733461728504,139.025408028521,72.3144160807253,66.7790205628453
"194","chbF","chbF",1463,218.778813521185,0.264256320096897,0.197911369664326,1.33522556356968,0.181802532510435,0.287677964977209,239.552423159866,238.76102683159,200.174687991573,196.627116101711
"195","chbR","chbR",1685,178.096405585527,0.200354227946662,0.219429707735516,0.913067925096785,0.361206818398231,0.496157061242099,177.977328474408,204.00467482446,176.069882631331,154.333736411909
"196","cheA","cheA",275,18902.4257128602,0.624024065779759,0.0945713022563679,6.59845059644127,4.1547688003963e-11,3.49755991742452e-10,23448.3021528913,22445.0476679089,14827.5994015957,14888.753629045
"197","cheB","cheB",489,5089.05555999081,0.510270943485086,0.110193779222176,4.63066923638458,3.64485729429155e-06,1.72553060046727e-05,6226.67601326103,5740.84266413425,4463.58113170738,3925.12243086057
"198","cheR","cheR",228,3110.61264791319,0.748607519360996,0.103352091344998,7.24327403169889,4.37980697959147e-13,4.44704085866414e-12,3941.6495543171,3867.0219472281,2309.86917452056,2323.90991558702
"199","cheZ","cheZ",379,6155.34788249534,0.552486210735602,0.102752727193915,5.37685203909916,7.57994137111952e-08,4.62996418842789e-07,7418.53366792614,7235.36580044086,4747.59862095196,5219.89344066241
"200","cirA","cirA",550,2620.1539487775,-0.462747717111685,0.108124371016528,-4.27977256895162,1.87084391621638e-05,7.8745521200744e-05,2276.59151446648,2123.15976391383,2988.99586466998,3091.86865205974
"201","citA","citA",1444,249.395685194894,0.260266229137539,0.188865127238694,1.37805339155389,0.168186804270946,0.269634661971772,269.918223278723,275.028524578161,221.135388304827,231.500604617864
"202","citB","citB",1812,111.495618854369,-0.183327088785847,0.263052957557096,-0.696920842435525,0.485852333396112,0.620835220411019,94.4713781475529,114.847076197474,114.235816707233,122.428204365216
"203","citC","citC",1639,21.3646878604163,-0.494683042020407,0.49516151261863,-0.999033708020455,0.317778362536605,0.448844972100207,16.0263945071742,18.1337488732854,28.2969454228925,23.0016626383134
"204","citE","citE",1684,12.1136747117811,0.531125297382626,0.581179834101114,0.913874271298651,0.360782914361825,0.495969386429706,13.4959111639361,16.6226031338449,9.43231514096417,8.90386940837937
"205","citF","citF",2324,5.62116208055824,0.245199765938137,0.662119693196812,0.370325438825533,0.711140021626593,NA,6.74795558196807,6.04458295776178,5.24017507831343,4.45193470418969
"206","citG","citG",1964,15.4381236233097,0.246386992770105,0.544677943786491,0.45235353401181,0.651014315538773,0.767032754004181,16.0263945071742,18.1337488732854,15.7205252349403,11.8718258778392
"207","citT","citT",2140,35.8151069011744,-0.0982717948560655,0.413449708481019,-0.237687420840393,0.812123540825692,0.878535512622186,28.6788112233643,40.8009349648921,36.681225548194,37.0994558682474
"208","clcA","clcA",1657,794.6904152072,-0.129690941629888,0.133785581283288,-0.969394013808333,0.332348637933493,0.464325345091151,781.075858612804,734.416829368057,860.436747859065,802.832224988873
"209","clcB","clcB",2273,41.6722898601569,0.0242822824682686,0.39475581900115,0.0615121584013886,0.950951331739249,0.968558491091187,42.1747223873004,42.3120807043325,32.4890854855432,49.7132708634515
"210","clpA","clpA",1404,16575.8982814016,0.140697441770113,0.0959636999186309,1.46615274202029,0.142606679833159,0.235138506989859,17449.3696405217,17326.7970484242,15284.5426684246,16242.8837682361
"211","clpB","clpB",2088,8202.49873916247,0.0319783463755212,0.109974607825426,0.290779362689646,0.771220069867377,0.854780753570167,7867.27271412702,8725.35549952914,7583.58137333519,8633.78536965853
"212","clpP","clpP",700,3138.68901044839,-0.371880105630353,0.10408248746909,-3.57293637645615,0.000353000550579608,0.00116742324941685,2694.12126610075,2774.46357761266,3601.04831381699,3485.12288426316
"213","clpX","clpX",972,6893.02723178663,-0.265582636127162,0.105883253353614,-2.50825912233926,0.0121327658183122,0.028896453569334,6129.67415177024,6386.10189487533,7065.85207559782,7990.48080490312
"214","cmk","cmk",765,6685.92861290982,-0.382142932338121,0.115253518308722,-3.31567259677487,0.000914228670578587,0.00276658741488814,5717.20536682244,5879.86807216278,8302.53339407979,6844.10761857428
"215","cmtA","cmtA",1439,18.9489433219792,0.712370127324676,0.51264009967567,1.38961062112653,0.164647148767933,0.264877101735764,26.1483278801263,22.6671860916067,13.6244552036149,13.3558041125691
"216","coaA","coaA",2303,1149.95867259783,0.00292740525292357,0.122754095420255,0.0238477196455356,0.980974076085596,0.986453994413982,1179.20523794892,1121.27013866481,1186.37563773016,1112.98367604742
"217","coaE","coaE",1243,445.674274677932,-0.283454070436504,0.157156223992199,-1.8036452087992,0.0712869440447341,0.132766915095382,398.972873783862,403.475912430599,513.537157674716,466.711154822552
"218","cobB","cobB",1432,913.812881161013,-0.187700978277627,0.132363760499302,-1.41806924772749,0.156170548498671,0.252468449563145,910.130509117943,794.862658945675,976.768634597623,973.489721982811
"219","cobS","cobS",1899,510.796264216438,-0.0831749261102338,0.149010611487423,-0.558181228034584,0.576720638034102,0.702923114776993,485.852801901701,506.23382271255,537.641963034958,513.456469216544
"220","codA","codA",323,5012.39764643659,-0.631746183656399,0.105636948330942,-5.98035245847171,2.22655319230873e-09,1.59581134371354e-08,4012.50308792776,3838.31017817873,5787.24935648935,6411.52796315051
"221","codB","codB",403,3089.22920871423,-0.594240634190795,0.113715715762192,-5.22566850331842,1.73527007932025e-07,9.96811472363867e-07,2373.59337595727,2544.76942521771,3476.33214695313,3962.22188672882
"222","cof","cof",1458,168.83897316076,-0.303051403478771,0.225440042259239,-1.34426608707909,0.178862357816698,0.283996130552576,134.959111639361,167.73717707789,188.646302819283,184.013301106507
"223","copA","copA",1507,783.380779955569,-0.165639981114131,0.132729317472463,-1.24795323496255,0.212048183603762,0.325309174978601,757.458014075915,717.794226234212,815.371242185569,842.899637326581
"224","corA","corA",1012,920.558689823913,-0.306763066930274,0.126948961761345,-2.41642832421873,0.0156736117287304,0.0358541612174021,832.52901992531,811.48526207952,1006.11361503618,1032.10686225464
