"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_batch1","IAI1_batch2","IAI1_starvation1","IAI1_starvation2"
"252","cusR","cusR",1242,39.5433719759593,-2.18060740060941,0.506232601873697,-4.30752067831748,1.65094665887641e-05,3.13839376940998e-05,61.0914203646251,69.3967987393512,14.6941733097983,12.9910954900627
"253","cutC","cutC",1573,360.625471900219,-0.48713826095587,0.180757456089872,-2.69498294285391,0.00703922344319487,0.0105655477109873,416.591494188561,424.708408284829,273.537687767015,327.66429736047
"254","cvrA","cvrA",1472,195.788445853219,-0.728817503981357,0.228942007206323,-3.18341536738841,0.00145548655542963,0.00233451342212592,233.967141821969,254.454928710954,134.508201835846,160.223511044106
"255","cyaA","cyaA",786,1375.65760142558,-0.927498969342478,0.117585316172638,-7.88788089816188,3.07360882721196e-15,9.23255781303746e-15,1856.78923384823,1749.72461888151,934.775486707939,961.341066264639
"256","cycA","cycA",229,2185.26615320307,2.00434779905211,0.105565339165748,18.9867982700751,2.19298349879814e-80,2.26097556360804e-79,861.778972377584,880.876698664831,3499.47388977966,3498.93505199022
"257","cydA","cydA",991,4077.38394049462,0.755074260959777,0.122363486626236,6.17074816825203,6.79676034412965e-10,1.61928871569022e-09,2749.76382513541,3319.0175610407,5379.19775241001,4861.55662339235
"258","cydB","cydB",588,3075.67403972978,1.2307912695117,0.118254759045619,10.4079639537966,2.28046730536968e-25,9.15677433329559e-25,1677.41442511806,1998.62780369331,4405.99135089183,4220.66257921592
"259","cydC","cydC",1035,208.054916659806,-1.37698271176276,0.233193751475643,-5.90488682929646,3.52888912724537e-09,8.04995867577422e-09,314.555824005091,287.765392105843,128.856596716693,101.041853811599
"260","cydD","cydD",1088,256.850917819259,-1.19143450232279,0.217286821702353,-5.48323406356812,4.17619878443918e-08,9.06250489895304e-08,367.848339642317,346.058703046898,134.508201835846,178.988426751975
"261","cynT","cynT",1979,10.4614483400974,0.928912420678719,0.878552330715962,1.05732167362383,0.29036480498097,0.346412988660976,9.09872218196544,4.62645324929008,7.91224716681448,20.2083707623197
"262","cynX","cynX",2048,9.12865833277137,0.725283138463715,0.876158935594077,0.827798597947231,0.407784568856745,0.469627386530714,7.79890472739895,5.5517438991481,10.1728892144758,12.9910954900627
"263","cyoA","cyoA",1438,6903.12775974084,-0.323614366077249,0.096570238319252,-3.35107763747471,0.000804977306543777,0.00132147466170861,7453.15328448426,7898.28098718802,6324.14612833243,5936.93063895865
"264","cyoB","cyoB",977,9860.44238244014,-0.608827466356404,0.0964883165040296,-6.3098568657375,2.79293648647878e-10,6.7493582851345e-10,11552.777536187,12273.9804703666,8103.27141984185,7511.74010336514
"265","cyoC","cyoC",1543,2460.17680312572,-0.300057405320156,0.105732797701109,-2.83788390966796,0.00454136965810127,0.00694891365053603,2794.60752731796,2636.15306144549,2260.64204766128,2149.30457607815
"266","cyoE","cyoE",1520,4389.01575603617,0.300955888473001,0.102521726188768,2.93553278569331,0.00332975422034563,0.00517207218041844,3853.95875278965,4012.98554843422,5083.05364416639,4606.06507875445
"267","cysA","cysA",118,953.4352606683,-4.48279466405123,0.180363746466277,-24.8541891143816,2.32980456153148e-136,4.66158353370832e-135,1917.23074548558,1734.91996848378,83.6437557634673,77.9465729403761
"268","cysB","cysB",1125,526.296227561612,0.792740628236384,0.152102399364571,5.2118877252967,1.86928673776854e-07,3.92300976699692e-07,369.148157096884,401.576142038379,674.801651226892,659.658959884294
"269","cysC","cysC",167,700.57756541134,-4.79450070796571,0.215976077488306,-22.1992211532099,3.49452573431683e-109,4.94046422677967e-108,1435.64837856869,1270.42406225506,48.6038040247175,47.6340167968965
"270","cysD","cysD",76,1553.29167785843,-5.14830510985322,0.172283276474912,-29.8827908035689,3.29331378219217e-196,1.02309392628365e-194,3139.70906150536,2906.33793120403,94.9469660017737,72.1727527225705
"271","cysE","cysE",945,757.055099787151,0.930926512751304,0.143177348946345,6.50191192672639,7.93055297748776e-11,1.981379426439e-10,551.122600736192,489.47875377489,1042.15598397185,945.463060665673
"272","cysG","cysG",2100,400.248360894737,-0.11475918299357,0.1680842186424,-0.682748112347897,0.494766022168827,0.556258370638382,430.889486188792,401.576142038379,399.003321412216,369.524493939561
"273","cysH","cysH",70,1559.44582080622,-5.71194471313431,0.187429818856034,-30.4751119538866,5.56979982342645e-204,1.87861391187284e-202,2997.37905023033,3124.70652457052,56.516051191532,59.1816572325078
"274","cysI","cysI",335,3110.21181821656,-6.47714324830184,0.417352562290057,-15.5195962204259,2.55654607832735e-54,1.80179262415847e-53,6294.36602373824,6018.09038667654,83.6437557634673,44.7471066879937
"275","cysJ","cysJ",67,2186.22810573547,-6.98941362237196,0.226324710049336,-30.8822382710591,2.06875248852991e-209,7.29003675435688e-208,4497.36839280006,4182.31373735823,40.691556857903,24.538735925674
"276","cysK","cysK",90,7728.2269570973,-2.73805397744381,0.0970031103784159,-28.2264554895453,2.76957611609454e-175,7.26552134455467e-174,13006.6233591196,13883.0609104697,2041.35976903814,1981.86378976179
"277","cysM","cysM",136,848.217648251819,-4.51097382215673,0.188434987176286,-23.9391521168868,1.19862569202691e-126,2.08084945505554e-125,1676.11460766349,1576.69526735806,77.9921506443141,62.0685673414106
"278","cysN","cysN",37,2769.72664806541,-4.48049231924632,0.128251844475363,-34.9351101933433,2.17963259838886e-267,1.39084123372867e-265,5478.73057099776,5127.96078151312,244.149341147418,228.065898603323
"279","cysP","cysP",142,1040.91157476247,-4.11316618909535,0.174654283533027,-23.5503310075847,1.24559066464941e-122,2.07101377411075e-121,2067.359661488,1872.78827531262,131.117238764354,92.3811234848902
"280","cysQ","cysQ",426,672.648595461463,1.93478155509272,0.144449664876498,13.3941574509496,6.54141524160051e-41,3.62541816559127e-40,274.26148291353,283.138938856553,1105.45396130637,1027.7399987694
"281","cysS","cysS",309,613.229423221683,-2.60706605209751,0.161398290172107,-16.1529967220685,1.08176108245912e-58,8.26549487277018e-58,1026.85578910753,1081.66476968402,174.069437669918,170.327696425266
"282","cysU","cysU",238,448.407419374981,-4.59389377916018,0.247959061677076,-18.5268235332449,1.25479037995117e-76,1.24477314582551e-75,875.427055650532,846.640944620085,28.258025595766,43.3036516335423
"283","cysW","cysW",205,543.190807634283,-4.43234975712146,0.221456633470056,-20.0145269422277,4.11524440148063e-89,4.73955708872964e-88,1093.14647929042,984.509251448929,47.4734830008869,47.6340167968965
"284","cysZ","cysZ",510,364.590796229347,2.28764749693407,0.196448419855947,11.6450287490811,2.43239618447622e-31,1.12605635128399e-30,109.184666183585,138.793597478702,565.16051191532,645.22440933978
"285","cytR","cytR",1517,256.548819564029,-0.598116525759802,0.202753763816713,-2.94996509312889,0.00317809834022349,0.00494626907136958,322.35472873249,295.167717304707,192.154574051209,216.518258167711
"286","dacA","dacA",648,601.94063124967,-1.44246496574646,0.152901677622144,-9.43393812402199,3.94974514464661e-21,1.43909695779485e-20,884.525777832498,875.324954765683,302.926034386611,344.985758013887
"287","dacB","dacB",1519,107.636055977148,-0.892699985157401,0.303408519819585,-2.94223769882343,0.00325849704228665,0.00506732762956698,157.927820729829,122.138365781258,76.8618296204835,73.6162077770219
"288","dacC","dacC",978,892.632090812813,0.843369516885169,0.133797183392023,6.30334283206931,2.91293581853748e-10,7.03214873984356e-10,603.115298918852,675.462174396352,1173.2732227362,1118.67766719984
"289","dacD","dacD",2267,39.2346280320595,-0.108959626370826,0.476658220614906,-0.228590679145877,0.81918706973662,0.853154244220626,35.0950712732953,46.2645324929008,29.3883466195966,46.1905617424451
"290","dadA","dadA",59,1688.36158585115,4.37152208951256,0.134526577227375,32.4956018328177,1.23028563780434e-231,4.92322778111195e-230,158.577729457112,150.822375926857,3369.48697203914,3074.5592659815
"291","dadX","dadX",157,626.575244420151,3.74936567092692,0.166326723535491,22.5421723655062,1.60259688533466e-112,2.41001990208608e-111,86.4378607286717,86.0520304367955,1173.2732227362,1160.53786377893
"292","dam","dam",757,295.496820443724,-1.69949074985859,0.206113561604827,-8.24540965003043,1.64595353565311e-16,5.13354860987714e-16,443.237752007174,462.645324929008,154.853980264798,121.250224573918
"293","dapA","dapA",925,3005.0188798552,-0.687476526501706,0.103934404675293,-6.61452315669181,3.72751308244103e-11,9.51422528393866e-11,3703.82983678722,3711.3407965805,2202.99567544592,2401.90921060715
"294","dapB","dapB",162,1361.72200779471,-3.3688627225921,0.149995138395604,-22.4598127554435,1.0261964483131e-111,1.49558630522669e-110,2689.32231349807,2277.14028930058,224.933883742297,255.491544637899
"295","dapD","dapD",121,4241.73715223293,-2.6007078558097,0.105083387740861,-24.7489913650589,3.17878377655304e-135,6.20256900532374e-134,7607.83156157768,6960.96155888185,1201.53124833197,1196.62424014022
"296","dapE","dapE",1830,719.659331813135,0.239005623172566,0.147005208577409,1.62583098575525,0.103985614779649,0.134182004371639,638.860278919431,682.864499595216,840.958841729996,715.953707007899
"297","dapF","dapF",661,330.766192115143,-1.77126833282669,0.190224002155106,-9.3114870508424,1.26054942762713e-20,4.50250710836255e-20,529.025704008562,495.030497674039,150.332696169475,148.675870608495
"298","dbpA","dbpA",1497,72.9600817134847,-1.09525442998094,0.357978486329506,-3.05955377713062,0.00221666987349846,0.00349603044177011,100.735852728903,99.0060995348077,53.1250881200401,38.9732864701881
"299","dcm","dcm",752,339.08910598646,-1.55644429578073,0.187818182635588,-8.28697346518681,1.16166540204284e-16,3.6471968274244e-16,531.625338917695,481.151137926168,171.808795622257,171.771151479718
"300","dcp","dcp",590,890.538889632267,-1.65483225755459,0.159076939815551,-10.4027161917583,2.40964768900676e-25,9.6426749046525e-25,1331.01307347609,1376.83248698873,490.559324342498,363.750673721755
"301","dctA","dctA",22,6115.29304399499,5.46221667767255,0.129344481765009,42.2299939134336,0,0,276.21120909538,262.782544559677,10822.8238031784,13099.3546191465
"302","dcuA","dcuA",215,3684.09574962183,2.1944593276618,0.11143728826069,19.6923252702291,2.50903464892812e-86,2.75527014238107e-85,1304.36681565747,1334.26911709526,5626.73805662892,6471.00900910567
"303","dcuB","dcuB",1147,42.6304454995016,2.31455369640686,0.467816618172609,4.94756621825022,7.5147143492886e-07,1.54683876012819e-06,12.3482658183817,15.7299410475863,74.6011875728222,67.8423875592162
"304","dcuC","dcuC",1851,18.865981896366,0.99362168873713,0.637659615337459,1.55823211136131,0.11917823547663,0.152015026450742,11.0484483638152,13.8793597478702,25.9973835481047,24.538735925674
"305","dcuD","dcuD",1672,31.9012063147455,1.16776980068092,0.508192124685562,2.29789039214935,0.0215680282625652,0.0304558102439691,20.1471705457806,18.5058129971603,38.4309148102417,50.5209269057993
"306","dcuR","dcuR",1105,220.82990367665,1.14986078042519,0.213907161068887,5.3755132585528,7.63648319997517e-08,1.63165039232049e-07,127.382110547516,147.121213327425,308.577639505765,300.238651325893
"307","dcuS","dcuS",1464,333.177656818024,0.599441647515712,0.186350264410874,3.21674696524194,0.00129652892076639,0.0020909185668917,245.665498913067,284.989520156269,423.87038393649,378.185224266269
"308","ddg","lpxP",2307,29.6753304570948,0.0694257676098913,0.53513102679565,0.12973601629046,0.896775286485909,0.917766125441366,22.0968967276304,36.0863353444626,31.6489886672579,28.8691010890282
"309","ddlA","ddlA",1536,884.786814061438,0.388468397862507,0.135177375750143,2.87376786024118,0.00405606969182344,0.00623462274895517,736.346588011918,797.60054017761,1056.85015728165,948.349970774576
"310","ddlB","ddlB",2297,781.951168233908,-0.0221510913986071,0.137816635310727,-0.160728720075515,0.872307068167397,0.896611662143328,778.590655285328,798.525830827468,821.743384324875,728.944802497962
"311","ddpA","ddpA",1290,32.3453702266743,2.14123837447906,0.52473834342213,4.0805830207009,4.49228803474076e-05,8.2219318217232e-05,10.3985396365319,12.9540690980122,49.7341250485481,56.294747123605
"312","ddpB","ddpB",1758,10.4697772847043,1.6216674022053,0.853359982726907,1.9003321400463,0.0573895461036241,0.0770743562859252,5.84917854554921,3.70116259943206,13.5638522859677,18.7649157078683
"313","ddpC","ddpC",1822,17.9047818465368,1.07842524185623,0.654093891029417,1.64873156078403,0.0992026413561696,0.128549635698088,12.3482658183817,10.1781971484382,25.9973835481047,23.0952808712226
"314","ddpD","ddpD",1795,18.7484551559741,1.17887520377078,0.684084789961888,1.72328813777084,0.084836431825149,0.111587083865837,15.5978094547979,6.47703454900611,22.6064204766128,30.3125561434796
"315","deaD","deaD",671,830.132664846942,-1.24298911346887,0.134407962688978,-9.24788300188112,2.28982798263879e-20,8.05705494338328e-20,1135.39054656383,1200.10197286585,492.819966390159,492.218173567931
"316","dedD","dedD",2283,351.980679884239,-0.0336409171544788,0.175716561631943,-0.191449894318689,0.848173132904612,0.877151452819881,369.798065824167,342.357540447466,359.442085578143,336.325027687178
"317","degP","degP",2292,1808.86337497946,0.0212370706963499,0.129841833518338,0.163561081362506,0.870076684590512,0.896270092634467,1619.57254838985,1973.64495614715,1863.89936829672,1778.33662708414
"318","degQ","degQ",2336,485.604789441002,-0.00948556275743616,0.155015005019779,-0.0611912553641235,0.951206893892167,0.961386762191527,474.433370916769,500.582241573187,493.950287413989,473.453257860062
"319","degS","degS",1579,199.644000753477,-0.583898843180682,0.218949849141742,-2.66681546239698,0.00765737045980116,0.0114496843923943,242.415955276651,236.874406363652,160.505585383951,158.780055989655
"320","deoA","deoA",655,323.698846939046,1.72623911547169,0.184740302988633,9.34413924598738,9.26399026310198e-21,3.33927954369218e-20,142.979920002314,157.299410475863,495.08060843782,499.435448840188
"321","deoB","deoB",254,1359.42720194024,2.09564495148311,0.116819315910196,17.9391989685518,5.82893158472496e-72,5.43252489501536e-71,513.427894553764,516.312182620773,2205.25631749358,2202.71241309285
"322","deoC","deoC",632,258.530967228437,2.10649863160718,0.220504941183158,9.5530677013603,1.25911557447614e-21,4.7037529609781e-21,110.484483638152,82.3508678373634,438.564557246288,402.723960191943
"323","deoD","deoD",397,1519.51046896682,1.96212180401501,0.138605461703901,14.156165131549,1.71078557692366e-45,1.01742185065914e-44,671.355715283593,565.352587063248,2230.12338001785,2611.2101935026
"324","deoR","deoR",2142,310.033828300381,-0.106793088925423,0.192529601980669,-0.554683995742875,0.579110824905161,0.6383196347344,306.756919277692,335.88050589846,271.277045719354,326.220842306019
"325","deoT","yciT",1732,230.471751775231,0.43952867352571,0.216787810575703,2.02746027259787,0.0426153633474631,0.0580917279811549,204.071340366939,185.983420621461,237.367415004434,294.464831108088
"326","der","der",515,834.441659854117,-1.58513113611723,0.136958045830289,-11.5738445777872,5.59195408929014e-31,2.56361235044932e-30,1213.37959383782,1291.70574720179,422.740062912659,409.9412354642
"327","dfp","dfp",840,185.467543356655,-1.90612855660554,0.260411782206205,-7.31967094751568,2.48579732440569e-13,6.98686605109742e-13,329.503724732606,256.30551001067,72.3405455251609,83.7203931581817
"328","dgoA","dgoA",1134,40.5082280387979,2.42402987582027,0.481400929713809,5.03536600409424,4.76936660080329e-07,9.92987173236029e-07,11.0484483638152,13.8793597478702,67.8192614298384,69.2858426136677
"329","dgoD","dgoD",888,86.1010364479394,2.32600185730122,0.335847407304826,6.92576987855102,4.33610835891772e-12,1.15287745894197e-11,27.9460752731796,28.6840101455985,149.202375145644,138.571685227335
"330","dgoR","dgoR",781,215.901947874481,1.8105459483379,0.227447517442306,7.96028010636414,1.71650250390477e-15,5.18906838888496e-15,84.488134546822,107.33371538353,347.008554316006,324.777387251567
"331","dgoT","dgoT",1304,39.1099562701291,2.03102142979934,0.508784095899717,3.99191218076058,6.55426463721528e-05,0.00011867038963547,17.5475356366476,12.0287784481542,47.4734830008869,79.3900279948275
"332","dgsA","mlc",1947,679.939031172942,0.160528971197854,0.141590723854211,1.13375344675223,0.256897983527438,0.31152344073358,647.309092374113,637.525257752173,755.054443918867,679.867330646614
"333","dgt","dgt",2167,283.6132465276,-0.0940077869340324,0.192369453476888,-0.488683547387252,0.625065753524406,0.68039660860817,309.356554186825,275.736613657689,267.886082647862,281.473735618025
"334","dhaH","dhaM",756,475.653814139057,-1.32099225262894,0.1601411431725,-8.24892483255221,1.59825921457171e-16,4.99138889630132e-16,681.104346192842,678.238046345926,269.016403671692,274.256460345768
"335","dhaK","dhaK",804,376.297297720648,-1.36916826094159,0.178871429621391,-7.65448268535475,1.94091962140374e-14,5.69964082852515e-14,566.070501463707,520.013345220205,217.021636575483,202.083707623197
"336","dhaL","dhaL",956,205.471095632903,-1.490410898434,0.232199400485566,-6.41866815899312,1.37471699791071e-10,3.39509082852217e-10,308.056736732259,297.943589254281,96.0772870256044,119.806769519467
"337","dhaR","dhaR",2221,156.904146626051,-0.0891584219211924,0.24580709020765,-0.36271704711965,0.716816263992938,0.762000539976284,174.17553891191,148.971794627141,151.463017193306,153.006235771849
"338","dinB","dinB",1499,94.4743653188594,0.926749238600386,0.30426496666429,3.04586245587357,0.00232013945030886,0.00365433571859855,66.9405989101743,62.9197641903451,131.117238764354,116.919859410564
"339","dinF","dinF",2152,88.9219728535569,-0.170377351253662,0.322238199665826,-0.528731079773752,0.596992013827342,0.655217275400245,106.585031274452,81.4255771875054,82.5134347396367,85.1638482126332
"340","dinG","dinG",1164,199.707625830268,1.05317778580437,0.218294743492649,4.82456777911298,1.40307198703413e-06,2.84592178813366e-06,133.231289093065,125.83952838069,271.277045719354,268.482640127962
"341","dipZ","dsbD",1008,190.790497028717,-1.43257829706686,0.23553318792424,-6.08227787214282,1.18486986855013e-09,2.77527555520522e-09,294.40865345931,262.782544559677,100.598571120927,105.372218974953
"342","djlA","djlA",1857,170.647952668239,-0.39335237157446,0.258976299413121,-1.5188740145946,0.128794210981244,0.163749667273407,207.970792730639,180.431676722313,172.939116646088,121.250224573918
"343","dkgA","dkgA",222,414.807531625264,3.82690916909503,0.196837343039989,19.4419875313881,3.40707294022672e-84,3.62346811345733e-83,54.5923330917927,53.6668576917649,768.618296204835,782.352639512664
"344","dkgB","dkgB",1762,154.607900126219,0.484136419898226,0.261625978034178,1.85049062610663,0.0642428678589058,0.08608252611514,109.184666183585,148.971794627141,174.069437669918,186.205702024232
"345","dld","dld",970,1468.29413876414,0.742671716829473,0.117226438940747,6.3353602100364,2.3678741566863e-10,5.76345451952201e-10,1150.33844729135,1044.6531436897,1843.55358986777,1834.63137420774
"346","dmsA","dmsA",2299,66.7995464182036,-0.060514014632599,0.391537462354979,-0.154554852219314,0.877172264908094,0.900828063265772,51.9926981826597,85.1267397869375,72.3405455251609,57.7382021780564
"347","dmsB","dmsB",1895,31.5394148977269,0.734774885087273,0.532828713269546,1.37900767505292,0.167892387526432,0.209178853271718,16.8976269093644,30.5345914453145,44.0825199293949,34.6429213068338
"348","dmsC","dmsC",1553,79.9842989706486,0.954608131153607,0.342446948714838,2.78760880987883,0.00530986192209868,0.00807249452548292,46.1435196371105,62.9197641903451,114.162423406895,96.7114886482444
"349","dmsD","dmsD",2012,113.194451185465,-0.263964998710396,0.281178948406821,-0.938779379487829,0.347844028097642,0.408180790426706,120.2331145474,126.764819030548,96.0772870256044,109.702584138307
"350","dnaA","dnaA",1146,935.278853265919,-0.634745529247839,0.127802890507612,-4.96659759984092,6.81377682201843e-07,1.40378072223259e-06,1150.98835601863,1124.22813957749,710.971923989472,754.926993478087
"351","dnaB","dnaB",432,408.613446650586,-2.48165940432953,0.187384804650038,-13.2436533952916,4.91009810488361e-40,2.68350500593292e-39,709.050421466021,677.312755696068,115.292744430725,132.79786500953
"352","dnaC","dnaC",1252,97.7452528228652,-1.39353460258496,0.32712326820873,-4.25996784091733,2.04456318905899e-05,3.85560198831331e-05,144.279737456881,138.793597478702,42.9521989055643,64.9554774503134
"353","dnaE","dnaE",280,1017.45681166189,-2.26792203594378,0.132877939221362,-17.0677092768999,2.58131134978042e-65,2.17659860601128e-64,1709.90986148222,1660.89671649514,342.487270220684,356.533398449498
"354","dnaG","dnaG",846,1001.3507515765,-1.01306929843061,0.139861239476941,-7.243388534374,4.37610919547213e-13,1.22127586412644e-12,1326.4637123851,1350.9243487927,599.070142630239,728.944802497962
"355","dnaJ","dnaJ",368,2792.95889948586,1.50364252793034,0.101554716730151,14.8062303391165,1.33521331518236e-49,8.56640934006941e-49,1460.34491020545,1449.93044832751,4040.89766019454,4220.66257921592
"356","dnaK","dnaK",99,26624.5352139,2.43062837914396,0.0883195062407463,27.5208556139163,9.88395002926018e-167,2.35717232515993e-165,8327.28052268023,8320.21352352328,43752.4661904364,46098.1806189602
"357","dnaN","dnaN",570,450.61345009743,-1.83770084764017,0.170862911690015,-10.755411045401,5.58843057109782e-27,2.31478676813367e-26,681.754254920125,727.278450788401,189.893932003547,203.527162677649
"358","dnaQ","dnaQ",1615,430.52141350983,0.425989648931785,0.167258720727463,2.54689051236921,0.0108687527837137,0.0158892416856644,344.45162546012,390.472654240083,474.734830008869,512.42654433025
"359","dnaX","dnaX",455,433.124813470046,-2.30532062131908,0.179939998237607,-12.8116074463608,1.41179292823843e-37,7.32580901883723e-37,744.7954014666,697.669149992944,151.463017193306,138.571685227335
"360","dos","dosP",2154,180.798764320486,-0.121308763565436,0.230404118792634,-0.526504318590831,0.598537852240532,0.656057506564483,185.873896003008,190.609873870751,160.505585383951,186.205702024232
"361","dppA","dppA",800,3025.03337916331,-0.804106945379082,0.104374106337066,-7.70408460104367,1.31784524254755e-14,3.88929077206847e-14,3707.07938042363,3988.00270088805,2153.26155039737,2251.7898849442
"362","dppB","dppB",564,194.718016189226,-2.96537303639812,0.273977798143963,-10.8234063361585,2.66677891659656e-27,1.11635904646888e-26,315.205732732374,376.593294492213,45.2128409532256,41.8601965790909
"363","dppC","dppC",591,169.997047032032,-3.15222965032869,0.303455732975151,-10.3877742543319,2.81853595631595e-25,1.12598365361455e-24,282.060387640929,331.25405264917,40.691556857903,25.9821909801254
"364","dppD","dppD",613,185.36761114432,-2.65202294215246,0.266258407382199,-9.96033503026866,2.2729544960913e-23,8.75439733323256e-23,305.457101823126,335.88050589846,55.3857301677013,44.7471066879937
"365","dppF","dppF",651,166.386756026502,-2.57630562479809,0.274152714069764,-9.397337661018,5.59611073889345e-21,2.02955721267702e-20,276.21120909538,295.167717304707,50.8644460723788,43.3036516335423
"366","dsbA","dsbA",826,1109.68067845516,-0.917440534373723,0.124176451443531,-7.38820061057169,1.48829084897253e-13,4.25406137339485e-13,1409.65202947736,1494.3443995207,785.573111562294,749.153173260282
"367","dsbC","dsbC",842,364.455451262544,-1.30084590810932,0.178637017573679,-7.28206239545388,3.28754946695541e-13,9.21841364784052e-13,508.878533462781,528.340961068927,201.197142241854,219.405168276614
"368","dsbG","dsbG",1674,137.303273046191,-0.595246900703508,0.262378449479959,-2.26865774183552,0.023289147278753,0.0328468797641193,176.775173821043,153.598247876431,106.25017624008,112.58949424721
"369","dsdA","dsdA",2361,84.3360052090199,-3.24398836957462e-05,0.319533307118958,-0.000101522698801691,0.999918996606194,0.999918996606194,85.1380432741052,83.2761584872214,77.9921506443141,90.9376684304388
"370","dusB","dusB",125,2129.92530048489,-3.14725789187347,0.128406977772303,-24.5100223249108,1.15500409697476e-132,2.18157173836593e-131,3606.34352769473,4049.99717442854,405.7852475552,457.575252261097
"371","dusC","dusC",764,142.062872799658,-2.35951096863779,0.291465755348362,-8.09532826872812,5.71101304756828e-16,1.76488243524983e-15,254.764221095032,221.144465316066,41.8218778817337,50.5209269057993
"372","dxr","dxr",1693,379.415259405148,-0.372846562303765,0.170318617936192,-2.18911218762618,0.028588686919851,0.039868806744104,438.688390916191,417.306083085965,321.011170767902,340.655392850533
"373","dxs","dxs",688,399.981702935126,-1.63134390738725,0.179807648087023,-9.0727170103338,1.16085485183203e-19,3.98368939705729e-19,582.318219645788,629.197641903451,207.979068384838,180.431881806426
"374","eamA","eamA",1504,320.210416978191,0.551499887474135,0.182640046934024,3.01960000959349,0.00253108713064906,0.00397333558208939,274.26148291353,244.276731562516,379.787864007095,382.515589429624
"375","ebgR","ebgR",2150,52.5162689332523,0.218882458828277,0.408782584845227,0.535449568897731,0.592339021429836,0.650645354008154,53.9424243645094,42.5633698934687,48.6038040247175,64.9554774503134
"376","ECIAI1_3132","yghQ",2146,6.36464553283632,-0.561949028326357,1.0192796477612,-0.551319777217813,0.5814144833252,0.639788861249742,7.1489960001157,8.32761584872214,5.6516051191532,4.33036516335423
"377","ecpD","yadV",2313,5.34740833422749,0.13697067536422,1.13508098638935,0.120670398858427,0.903952105915832,0.922711163885551,1.94972618184974,8.32761584872214,6.78192614298384,4.33036516335423
"378","eda","eda",644,467.164764280337,-1.56059723096331,0.164944851298884,-9.4613273386477,3.0405862788285e-21,1.11472425532827e-20,701.251516738622,695.818568693228,246.409983195079,225.17898849442
"379","edd","edd",722,266.400641249674,-1.84895592500593,0.215383013888235,-8.58450205346916,9.12307192712412e-18,2.98332033517175e-17,444.53756946174,389.547363590225,107.380497263911,124.137134682821
"380","efeB","efeB",308,517.805068270414,-3.24909377050107,0.200234369473088,-16.2264539252227,3.27861210631512e-59,2.51324778669156e-58,1039.20405492591,836.462747471646,101.728892144758,93.8245785393416
"381","efeO","efeO",180,921.687984971658,-4.05927479559461,0.191811721929246,-21.1628087937815,2.10313482199152e-99,2.75861184151221e-98,1966.6238087591,1513.77550316771,109.641139311572,96.7114886482444
"382","elaC","rbn",2063,82.1030497570166,-0.252249745974463,0.323864121276534,-0.778875242432544,0.436053209144562,0.499114431573634,94.2367654560706,84.2014491370795,73.4708665489916,76.5031178859247
"383","elbB","elbB",1396,704.765612838617,0.490845113523009,0.137835992269883,3.56108085732742,0.000369331317250337,0.000624635558759344,565.420592736424,606.990666306859,829.655631491689,816.995560819498
"384","emrA","emrA",559,144.381282998736,-3.96004268032457,0.363433764521394,-10.896188155604,1.20187481916003e-27,5.07625482654176e-27,263.213034549715,281.288357556837,21.4760994527822,11.5476404356113
"385","emrB","emrB",834,138.598461039486,-2.09561209064792,0.285494660743269,-7.34028470161969,2.13139977280659e-13,6.03385475251361e-13,208.620701457922,241.500859612942,50.8644460723788,53.4078370147022
"386","emrD","emrD",1267,22.5714401095254,2.84950854342453,0.679986784519975,4.19053518140958,2.78297257585273e-05,5.1859496855472e-05,3.89945236369948,6.47703454900611,29.3883466195966,50.5209269057993
"387","emrK","emrK",1663,23.2288712115711,1.3827222675525,0.587088779979146,2.35521834977261,0.0185118244884829,0.0262816702449238,12.3482658183817,12.9540690980122,37.3005937864111,30.3125561434796
"388","emrY","emrY",1746,20.6491849667787,1.19967301126707,0.613546308335894,1.95530963998611,0.0505465340627465,0.0683223224431238,11.6983570910984,12.9540690980122,30.5186676434273,27.4256460345768
"389","emtA","emtA",906,254.37857406344,-1.39534630580903,0.205938365614332,-6.7755529750204,1.23931320505375e-11,3.22960096813676e-11,359.399526187635,378.443875791929,136.768843883507,142.90205039069
"390","endA","endA",1349,32.222918490689,-2.0693985624515,0.549626039135977,-3.76510284284318,0.000166480546177861,0.000291371808395797,49.3930632735267,55.517438991481,12.433531262137,11.5476404356113
"391","eno","eno",42,12544.8091954761,-3.51567859431925,0.102781986074276,-34.2052019872297,2.02352357849971e-256,1.13750932591377e-254,21860.9798596265,24293.5060120222,2077.53004180072,1947.22086845495
"392","entA","entA",1295,333.980359464529,-2.35050854496537,0.58358915213453,-4.02767689626885,5.63306825134449e-05,0.000102700186420265,780.540381467178,345.13341239704,116.423065454556,93.8245785393416
"393","entB","entB",1188,444.688574888648,-2.80415253388414,0.598036286131909,-4.68893376357037,2.74632257339851e-06,5.45796935672887e-06,1100.29547529054,467.271778178298,113.032102383064,98.1549437026958
"394","entC","entC",1310,274.323286035844,-2.35236267251553,0.600130348290912,-3.91975289904058,8.86398036781849e-05,0.000159754638537553,651.208544737812,273.886032357973,87.0347188349592,85.1638482126332
