"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_batch1","IAI1_batch2","IAI1_starvation1","IAI1_starvation2"
"1687","ybeQ","ybeQ",825,119.274964634883,2.16965657921592,0.292776239898449,7.41063065762603,1.25700209766591e-13,3.59731145768391e-13,41.5941585461277,44.4139511931848,177.46040074141,213.631348058809
"1688","ybeU","ybeU",2278,7.90341744089115,0.191855034652072,0.951014698834187,0.2017371917461,0.840122185517423,0.870732431960771,4.54936109098272,10.1781971484382,6.78192614298384,10.1041853811599
"1689","ybeX","ybeX",1952,1144.93927230142,0.133730886126654,0.119264862471928,1.12129325733412,0.262163054697392,0.316931373343851,1111.99383238163,1071.48657253558,1208.31317447495,1187.96350981351
"1690","ybeZ","ybeZ",1186,1053.4018806691,0.567133429820024,0.12084072189495,4.69323106421895,2.68923449381734e-06,5.35087649053744e-06,850.730524013769,846.640944620085,1254.65633645201,1261.57971759053
"1691","ybfF","ybfF",1700,149.230761784263,-0.561196490817408,0.258798681951622,-2.16846734529473,0.0301231465521757,0.0418357347115806,187.823622184858,167.477607624301,107.380497263911,134.241320063981
"1692","ybfM","chiP",516,136.36637774593,3.69069526984865,0.320601051451209,11.5118002674745,1.15051250231911e-30,5.26426360072756e-30,18.1974443639309,20.3563942968764,228.324846813789,278.586825509122
"1693","ybgF","ybgF",341,1626.14818319615,-1.73114049247271,0.113830499619934,-15.2080549435589,3.12696466638992e-52,2.16503330713976e-51,2514.49686585888,2485.33068551863,742.62091265673,762.144268750344
"1694","ybgH","dtpD",744,165.544801997047,-2.21541469938528,0.263932088395545,-8.39388159603057,4.70349833021919e-17,1.49260209108165e-16,261.913217095148,284.064229506411,59.9070142630239,56.294747123605
"1695","ybgI","ybgI",1211,648.366142870431,-0.664842659181367,0.14818522378942,-4.48656513908665,7.2380595053093e-06,1.41115264178656e-05,773.391385467063,818.882225124344,533.511523248062,467.679437642257
"1696","ybgJ","ybgJ",1280,414.537973431089,-0.693539922892575,0.167767930931666,-4.13392427886033,3.56621013526116e-05,6.57798603855594e-05,536.174700008678,488.553463125032,318.75052872024,314.673201870407
"1697","ybgK","ybgK",1195,520.667420353194,-0.736140859952707,0.159860125550149,-4.60490605408522,4.12652104709631e-06,8.15290057924216e-06,627.811830555616,675.462174396352,417.088457793506,362.307218667304
"1698","ybhA","ybhA",1097,136.073165159624,-1.49116914000923,0.275403051099214,-5.41449753028348,6.14610516686926e-08,1.32278525970632e-07,193.672800730407,209.115686867912,77.9921506443141,63.512022395862
"1699","ybhC","ybhC",133,1003.5117777241,-4.26077043365735,0.177208275008699,-24.043857057173,9.67908673733677e-128,1.7182198335979e-126,1757.3531985739,2059.69698658394,101.728892144758,95.268033593793
"1700","ybhD","ybhD",1296,35.3090213031868,2.11731634454132,0.525945492513699,4.0257334166357,5.67980072498428e-05,0.000103472295614876,16.8976269093644,8.32761584872214,55.3857301677013,60.6251122869592
"1701","ybhF","ybhF",2042,155.543066411041,-0.213885357951587,0.252972426046997,-0.845488819844151,0.397837972289957,0.459987978734863,163.776999275378,171.178770223733,161.635906407781,125.580589737273
"1702","ybhG","ybhG",2091,106.007513683275,0.213856996128218,0.303503615991918,0.704627506427843,0.481042076101513,0.543156547908021,103.985396365319,92.5290649858016,132.247559788185,95.268033593793
"1703","ybhH","ybhH",1300,13.9544085294605,3.54512046875032,0.883086684253584,4.01446486733834,5.95808171747472e-05,0.000108207930268906,2.59963490913298,0.925290649858016,24.8670625242741,27.4256460345768
"1704","ybhI","ybhI",649,520.23076136855,-1.51547702158489,0.161009128761954,-9.4123670703508,4.85087289385642e-21,1.76198629267616e-20,759.743302194114,781.870599130023,252.061588314233,287.24755583583
"1705","ybhJ","ybhJ",1972,44.8707231610216,-0.513122498609111,0.478851277147388,-1.07156965658708,0.283913368372902,0.339918591647273,43.5438847279775,61.9944735404871,24.8670625242741,49.0774718513479
"1706","ybhK","ybhK",2183,224.292397404687,-0.0992652248506165,0.216247690758082,-0.4590348433439,0.646209144907686,0.698900499829155,245.015590185784,219.29388401635,235.106772956773,197.753342459843
"1707","ybhL","ybhL",179,1352.23053929326,3.01239743120698,0.141620996047205,21.2708391784145,2.11463680263024e-100,2.78919412905587e-99,320.40500255064,272.035451058257,2231.25370104168,2585.22800252247
"1708","ybhN","ybhN",1569,13.2419399447784,2.15758778459292,0.793537916366595,2.71894731189652,0.0065490039020649,0.00985481084306898,5.19926981826597,3.70116259943206,18.0851363812902,25.9821909801254
"1709","ybhO","clsB",1575,18.4965928158797,1.80382909159061,0.672359229425124,2.68283532470121,0.00730009265600413,0.01094318651481,8.4488134546822,7.40232519886413,35.0399517387498,23.0952808712226
"1710","ybhP","ybhP",1496,24.2720617140245,1.80558513459095,0.58685258286251,3.07672691118404,0.00209286943374337,0.00330298444723803,9.09872218196544,12.0287784481542,38.4309148102417,37.5298314157367
"1711","ybhR","ybhR",1308,61.169429710864,1.4803461953675,0.376164219213487,3.93537215863518,8.3067873127364e-05,0.000149941321447788,29.8958014550293,34.2357540447466,88.1650398587899,92.3811234848902
"1712","ybhS","ybhS",1922,62.0138198062142,0.471592462183352,0.375938794338653,1.25443947069355,0.209682313568751,0.257575412245484,48.0932458189602,55.517438991481,62.1676563106852,82.2769381037303
"1713","ybiB","ybiB",1707,242.360634661078,0.434189624536171,0.202141871976988,2.1479450065922,0.0317181244387654,0.0438702353836702,203.421431639656,209.115686867912,292.753145172136,264.152274964608
"1714","ybiC","ybiC",830,1339.09264116201,-0.866707886325598,0.117898495288544,-7.35130574995397,1.96279859133654e-13,5.5833343061995e-13,1717.05885748234,1744.17287498236,979.988327661164,915.150504522194
"1715","ybiH","ybiH",1839,48.418197143407,0.66565437757676,0.413092635115086,1.61139250858663,0.107094199014578,0.137492878669613,37.6947061824283,37.0116259943206,65.5586193821771,53.4078370147022
"1716","ybiN","rlmF",1016,119.073664953167,-1.76909527855944,0.292991779131232,-6.03803725758141,1.56000051506896e-09,3.62515867724194e-09,183.274261093875,185.983420621461,56.516051191532,50.5209269057993
"1717","ybiO","ybiO",1557,49.085548800929,1.17206000372965,0.422662356792126,2.77304090344173,0.00555351397710805,0.00842122447010411,34.445162546012,24.9828475461664,63.2979773345158,73.6162077770219
"1718","ybiR","ybiR",1805,200.135901467345,0.371348312012924,0.217968010654753,1.70368262249783,0.0884403963536652,0.115682978277564,171.575904002777,177.655804772739,236.237093980604,215.07480311326
"1719","ybiS","ldtB",773,753.590325617907,-1.11815849573244,0.138995389157545,-8.0445725754619,8.65469579046868e-16,2.64343295747692e-15,1043.75341601689,1019.67029614353,454.389051579917,496.548538731285
"1720","ybiT","ybiT",461,930.455078422105,-1.66108205711301,0.130942690967359,-12.685565302206,7.10990147525691e-37,3.64131830435609e-36,1405.10266838638,1424.02231013149,450.998088508425,441.697246662131
"1721","ybiU","ybiU",1630,53.6036079963522,-0.997082000796594,0.401379412238943,-2.48413837479793,0.0129865333943252,0.018810555425768,70.1901425465906,73.0979613387833,35.0399517387498,36.0863763612852
"1722","ybiV","ybiV",1132,132.013220934559,-1.44085783783481,0.28539756709352,-5.04859888088208,4.45062096684968e-07,9.28261139817322e-07,183.924169821159,203.563942968764,81.383113715806,59.1816572325078
"1723","ybiW","ybiW",1670,56.4020989689638,0.896861211372396,0.386482061037782,2.32057655914001,0.0203097085317521,0.0287133064930938,42.244067273411,36.0863353444626,77.9921506443141,69.2858426136677
"1724","ybiX","ybiX",1514,56.7970658965603,1.1465619078201,0.385649216447813,2.97306946032718,0.00294837720547094,0.00459783261698606,32.4954363641623,37.9369166441787,80.2527926919754,76.5031178859247
"1725","ybiY","ybiY",2279,5.4393548829783,-0.215856476611223,1.07996498337887,-0.199873588434205,0.84157944700978,0.870859733549198,7.1489960001157,4.62645324929008,5.6516051191532,4.33036516335423
"1726","ybjD","ybjD",334,793.574878128177,2.12362231528649,0.136789040970406,15.5247986258338,2.3574298112498e-54,1.66643466597628e-53,291.159109822894,300.719461203855,1317.95431378653,1264.46662769943
"1727","ybjE","ybjE",1476,59.9331773096294,-1.31503470289309,0.415100472496818,-3.16799134191101,0.00153496091679307,0.00245531349901655,100.735852728903,70.3220893892092,28.258025595766,40.4167415246395
"1728","ybjI","ybjI",1554,106.715820784569,-0.821369943723495,0.295356364545719,-2.78094546899921,0.005420084065587,0.00823476092590149,146.22946363873,126.764819030548,80.2527926919754,73.6162077770219
"1729","ybjJ","ybjJ",2303,69.2994365018308,-0.0506586501867915,0.353463965281976,-0.143320550784798,0.886037026198022,0.908351462810912,69.5402338193073,71.2473800390672,59.9070142630239,76.5031178859247
"1730","ybjL","ybjL",787,451.0815794323,1.30282709430899,0.165745883384162,7.86038885375711,3.82942785331587e-15,1.14882835599476e-14,274.26148291353,244.276731562516,616.024957987698,669.763145265454
"1731","ybjR","amiD",1028,246.279043091921,1.18757088785029,0.200144470751588,5.93356830388915,2.96420598370158e-09,6.80786996840412e-09,150.12891600243,149.897085276999,345.878233292176,339.211937796081
"1732","ybjS","ybjS",1742,130.104174329843,-0.545727302458088,0.273270081264601,-1.99702543334656,0.0458224202044046,0.0621048990256024,170.925995275494,137.868306828844,106.25017624008,105.372218974953
"1733","ybjT","ybjT",904,230.990758164256,-1.49869244756557,0.220076600503365,-6.80986731046244,9.76888053889414e-12,2.55136360092136e-11,364.598796005901,318.299983551157,119.814028526048,121.250224573918
"1734","ybjX","ybjX",1030,1996.02549428486,0.677631661360573,0.114288275086064,5.92914418255317,3.04517613696417e-09,6.9802532615266e-09,1505.188612388,1564.6664889099,2316.02777782898,2598.21909801254
"1735","ycaC","ycaC",1037,68.9224035149791,2.1732676723178,0.368891387946591,5.89134835707374,3.83057078992063e-09,8.72128990839211e-09,25.9963490913298,23.1322662464504,109.641139311572,116.919859410564
"1736","ycaD","ycaD",2288,167.38292808744,-0.0424298636122518,0.242103978066504,-0.175254714734991,0.860879493392503,0.888346365340778,155.328185820696,185.058129971603,171.808795622257,157.336600935204
"1737","ycaJ","rarA",1130,260.591424709973,-1.05228554725699,0.204685595819985,-5.14098485065084,2.73302092000649e-07,5.7103207010047e-07,329.503724732606,374.742713192496,170.678474598427,167.440786316363
"1738","ycaL","ycaL",2350,49.5042971104583,-0.00826977552556329,0.40914627696525,-0.0202122712368361,0.983874038854542,0.988198513953687,50.0429720008099,49.0404044424748,44.0825199293949,54.8512920691536
"1739","ycaM","ycaM",1597,24.3397765834442,1.51257798342613,0.582575881241072,2.59636217723923,0.0094216695337284,0.013928967920559,14.2979920002314,10.1781971484382,33.9096307149192,38.9732864701881
"1740","ycaN","ycaN",1192,110.451934314332,1.34976413865225,0.291206856932502,4.63506990484467,3.56816878063179e-06,7.06748866700643e-06,59.1416941827754,64.7703454900611,144.681091050322,173.214606534169
"1741","ycaO","ycaO",204,591.729423018479,-3.90893437448166,0.195040929053707,-20.0416107195905,2.38910026461754e-89,2.76503221802059e-88,1132.7909116547,1086.29122293331,65.5586193821771,82.2769381037303
"1742","ycaP","ycaP",643,434.988343783018,1.5770911078507,0.166681419387797,9.46170913136678,3.02950280622221e-21,1.11238819992078e-20,216.419606185321,219.29388401635,617.155279011529,687.084605918871
"1743","ycbB","ldtD",607,656.202653692319,1.46520932915534,0.144652968751978,10.129134173994,4.10266037070756e-24,1.59577942919943e-23,363.298978551334,333.104633948886,990.16121687564,938.245785393416
"1744","ycbF","ycbF",2342,20.9731901481952,0.0285527510456714,0.610330250452432,0.0467824608472308,0.96268660794302,0.970496618852891,19.4972618184974,22.2069755965924,24.8670625242741,17.3214606534169
"1745","ycbJ","ycbJ",557,200.590050556562,2.60506326481806,0.237867570362602,10.9517378129643,6.51848580000773e-28,2.76304218560471e-27,51.9926981826597,61.0691828906291,351.529838411329,337.76848274163
"1746","ycbL","ycbL",1096,1062.2037331244,0.672112294653681,0.123780934766496,5.42985311850791,5.64004517032677e-08,1.21497688386328e-07,810.436182922208,828.135131622924,1352.99426552528,1257.24935242718
"1747","ycbR","elfD",1938,14.2284442842563,0.84995158605587,0.733385791750053,1.15894198608301,0.246479833190959,0.300278063036044,12.3482658183817,7.40232519886413,16.9548153574596,20.2083707623197
"1748","ycbT","elfG",2265,39.0032300808897,0.107153116468173,0.45661294778281,0.23466946565681,0.81446528885374,0.848985671957475,41.5941585461277,33.3104633948886,40.691556857903,40.4167415246395
"1749","ycbX","ycbX",1975,249.180039263937,-0.250449993534893,0.235436560041406,-1.06376848816873,0.287433589816668,0.343610483826407,308.706645459542,233.17324376422,259.973835481047,194.86643235094
"1750","ycbY","rlmL",422,483.421092894163,-2.32536563997948,0.171579928074884,-13.5526670635076,7.64028349116731e-42,4.27457566887346e-41,795.488282194693,817.031643824628,153.723659240967,167.440786316363
"1751","ycbZ","ycbZ",994,517.590243511778,-0.948977194176829,0.154385968374378,-6.14678396080406,7.90697063255843e-10,1.87810439270326e-09,672.005624010876,692.117406093796,342.487270220684,363.750673721755
"1752","yccA","yccA",217,3862.39476606679,1.91464796343479,0.0972824786545399,19.6813238099525,3.11752017973717e-86,3.39191942136381e-85,1641.0195363902,1594.27578970536,6044.95683544626,6169.32690272532
"1753","yccC","etk",61,2690.70204915909,-4.25731009072381,0.132259029108666,-32.1891829950296,2.50097473355153e-227,9.68000220641829e-226,4849.61892298758,5378.71454762465,248.670625242741,285.804100781379
"1754","yccM","yccM",1967,38.9675362374734,0.496965689014785,0.459252995272514,1.08211746930446,0.279200334331977,0.334955279145222,36.3948887278618,27.7587194957405,44.0825199293949,47.6340167968965
"1755","yccR","sxy",819,206.742279815534,1.72827475255733,0.231998167171574,7.44951899244613,9.36811542091502e-14,2.7006252147473e-13,93.5868567287874,97.1555182350917,282.58025595766,353.646488340595
"1756","yccS","yccS",1865,257.073629264607,-0.301675567656784,0.203276311200789,-1.48406651948146,0.137791274290705,0.174437103807161,267.112486913414,301.644751853713,243.019020123587,216.518258167711
"1757","yccT","yccT",1526,18.0108613661113,2.02360669179698,0.695655570007444,2.90892041844117,0.00362679168492478,0.00561130744961167,7.79890472739895,5.5517438991481,22.6064204766128,36.0863763612852
"1758","yccW","rlmI",1202,300.396433245113,-0.851416207905238,0.187154643756941,-4.54926573454933,5.38334271460584e-06,1.05741032855111e-05,381.496422915265,392.323235539799,217.021636575483,210.744437949906
"1759","yccZ","gfcE",103,1186.46219535267,-5.84091039581121,0.215617170706939,-27.0892637013127,1.3175963090151e-161,3.02023775299481e-160,2303.27652949182,2361.34173843766,35.0399517387498,46.1905617424451
"1760","ycdW","ghrA",2108,479.334193584966,-0.109924812716711,0.1667958981287,-0.65903786573872,0.509871453442581,0.571065702835832,512.128077099198,483.927009875742,504.123176628465,417.158510736457
"1761","ycdX","ycdX",2132,593.4023454277,-0.0921405597408677,0.157399270322659,-0.58539381759512,0.558282944843574,0.618248608243751,608.964477464401,617.168863455297,630.719131297497,516.756909493605
"1762","yceA","yceA",231,568.479148041922,-3.70214742591699,0.196369093501407,-18.853004614448,2.7761727546565e-79,2.83746488040866e-78,1090.54684438129,1020.59558679339,68.949582453669,93.8245785393416
"1763","yceG","yceG",1237,161.037294152061,-1.09374529709419,0.250766011485463,-4.36161699352782,1.29104729759716e-05,2.46415737237421e-05,213.170062548905,226.696209215214,111.901781359233,92.3811234848902
"1764","yceH","yceH",838,489.983613917031,1.18744519510159,0.16213403395408,7.32384907808995,2.40957669186819e-13,6.78879542899855e-13,298.958014550293,298.868879904139,731.317702418424,630.789858795266
"1765","ycfD","roxA",1893,666.969405289476,-0.196725555615872,0.142307598576767,-1.38239670673488,0.166849926747164,0.208099670919205,702.551334193189,721.726706889252,591.157895463424,652.441684612037
"1766","ycfH","ycfH",1072,196.584362728387,-1.35998314667536,0.241075246830336,-5.64132222016345,1.68749220602603e-08,3.71657565151816e-08,287.909566186478,277.587194957405,93.8166449779431,127.024044791724
"1767","ycfM","lpoB",1064,401.941903317571,-0.971476186714658,0.170334173429965,-5.70335457150112,1.17472266226932e-08,2.60669192257318e-08,534.874882554111,531.116833018501,284.840898005321,256.934999692351
"1768","ycfN","thiK",1490,204.092098352259,-0.688375151121204,0.221888539748598,-3.10234657410041,0.00191993040366347,0.0030422521362748,267.112486913414,236.874406363652,159.37526436012,153.006235771849
"1769","ycfQ","ycfQ",385,316.14064069455,2.99363730374459,0.207080358054359,14.456403938411,2.28424160515312e-47,1.4008037479913e-46,75.3894123648565,63.8450548402031,533.511523248062,591.816572325078
"1770","ycfS","ldtC",1611,133.057990484499,0.666174587065068,0.260614457930522,2.55616895683764,0.0105831718100255,0.0155101605483987,100.735852728903,104.557843433956,153.723659240967,173.214606534169
"1771","ycfX","nagK",2272,385.894593097137,0.0365132199690113,0.169926678313712,0.214876323902489,0.829863744520696,0.862371611273487,379.546696733416,383.070329041219,411.436852674353,369.524493939561
"1772","ycgB","ycgB",164,486.461663701628,5.33800740372182,0.240132086474512,22.2294633011836,1.78252754495449e-109,2.5661875205107e-108,20.1471705457806,26.8334288458825,914.429708278987,984.436347135861
"1773","ycgE","bluR",1890,342.305330337211,0.244175349449374,0.175484250901186,1.39143739791708,0.164092830704963,0.204877405232373,323.004637459773,303.495333153429,377.527221959434,365.194128776207
"1774","ycgF","bluF",2244,121.075978091885,0.0815151890732154,0.272283999181649,0.299375612662549,0.764653467645497,0.804521763418457,124.782475638383,110.109587333104,120.944349549878,128.467499846175
"1775","ycgG","ycgG",1624,18.7072116595141,1.63272890150144,0.651280290101865,2.50695273036141,0.0121776995908098,0.0177041556243238,8.4488134546822,9.25290649858016,28.258025595766,28.8691010890282
"1776","ycgM","ycgM",2139,612.916116476229,-0.080005890990021,0.142364101601065,-0.561980794949382,0.574129104094034,0.63371613593549,633.661009101165,626.421769953877,606.982389797053,584.599297052821
"1777","ycgR","ycgR",1552,37.6255915314078,-1.38735240954338,0.497474644944017,-2.78879018989903,0.00529053267469305,0.00804829100834425,59.7916029100586,49.9656950923329,24.8670625242741,15.8780055989655
"1778","ychA","ychA",1721,518.281896285568,0.332333525830721,0.158666561410598,2.09454041781814,0.036211866528381,0.0496782201473025,425.040307643243,493.179916374323,567.421153962981,587.486207161724
"1779","ychE","ychE",1702,71.4941194321418,0.771487394465956,0.356764725729523,2.16245424176506,0.0305831804923453,0.042424729225868,48.7431545462434,56.442729641339,76.8618296204835,103.928763920501
"1780","ychF","ychF",535,1409.36774682587,-1.41197230155329,0.125296959351937,-11.2690069164992,1.86663325417258e-29,8.23760955719899e-29,1952.32581675887,2148.52488897031,804.788568967415,731.831712606865
"1781","ychM","dauA",486,371.385482026057,2.17723693016442,0.179529947534465,12.1274303260544,7.55841415596075e-34,3.67189625971674e-33,139.730376365898,127.690109680406,594.548858534916,623.572583523009
"1782","ychP","ychO",1695,76.6183133194995,-0.749339043777434,0.344343309345904,-2.17613940343676,0.0295448383271356,0.0411536066609836,94.8866741833539,98.0808088849497,64.4282983583465,49.0774718513479
"1783","yciC","yciC",885,592.819102029233,1.02078858775725,0.147315219918256,6.92928122649975,4.22984200044888e-12,1.12843581503501e-11,373.047609460583,409.903757887101,790.094395657617,798.23064511163
"1784","yciK","yciK",1622,470.019446933535,0.392208834843134,0.155499704734429,2.52224810016822,0.0116607432899993,0.0169734987100421,406.842863279312,406.202595287669,545.945054510199,521.087274656959
"1785","yciM","yciM",1163,715.094714692447,0.690001119756584,0.142801091196435,4.83190369188027,1.35233673780818e-06,2.74537148578256e-06,529.025704008562,566.277877713106,933.645165684108,831.430111364012
"1786","yciO","yciO",1677,264.627977540419,0.442386612185124,0.195702653434514,2.26050390437427,0.0237899943868212,0.0334932479113207,231.367506912836,216.518012066776,291.622824148305,319.003567033761
"1787","yciV","yciV",1282,385.86231072146,0.78789260328363,0.190990408294032,4.12529932953837,3.7025289177446e-05,6.81877595537832e-05,271.661848004397,293.317136004991,422.740062912659,555.730195963793
"1788","ycjF","ycjF",1371,205.581038399679,0.801985989858999,0.218540616821281,3.66973426507189,0.000242802738806931,0.000418130755888522,159.227638184395,139.71888812856,267.886082647862,255.491544637899
"1789","ycjG","ycjG",348,417.499419353334,2.69956427673167,0.178673314685589,15.1089393594231,1.41397362062669e-51,9.59307965028626e-51,111.784301092718,110.109587333104,759.57572801419,688.528060973322
"1790","ycjM","ycjM",1268,23.3586278692745,2.63248054566575,0.628865789574293,4.18607688525685,2.83817245489873e-05,5.28464129811979e-05,5.84917854554921,6.47703454900611,40.691556857903,40.4167415246395
"1791","ycjN","ycjN",1936,4.87605860795713,1.38453590407502,1.17212302031222,1.18122063988319,0.23751508398554,0.289655533724101,1.29981745456649,3.70116259943206,10.1728892144758,4.33036516335423
"1792","ycjO","ycjO",1919,5.47768306104599,1.38358151760577,1.09491073844055,1.26364777422529,0.20635647804459,0.253886213998581,1.94972618184974,3.70116259943206,9.04256819064512,7.21727527225705
"1793","ycjP","ycjP",2030,3.95947235944046,1.07925406141482,1.21648315817481,0.887191946852858,0.374975567405016,0.435902173630351,1.94972618184974,2.77587194957405,6.78192614298384,4.33036516335423
"1794","ycjQ","ycjQ",2271,9.54522260504749,-0.186625869756453,0.860000998867421,-0.217006573250764,0.828203222289048,0.861025014453739,8.4488134546822,12.0287784481542,9.04256819064512,8.66073032670846
"1795","ycjR","ycjR",2238,7.16762988701598,0.309218266609501,0.989564010256629,0.312479297351679,0.754676294250025,0.796153141521139,5.19926981826597,7.40232519886413,4.52128409532256,11.5476404356113
"1796","ycjS","ycjS",2046,13.4460211365259,0.612022876128496,0.737168372794423,0.830234853685418,0.406406012916266,0.468975853614518,11.6983570910984,9.25290649858016,16.9548153574596,15.8780055989655
"1797","ycjU","ycjU",2062,2.12574532120481,1.14279436827609,1.46744186459216,0.778766366048651,0.436117353806187,0.499114431573634,1.29981745456649,0.925290649858016,3.39096307149192,2.88691010890282
"1798","ycjW","ycjW",1859,84.3196498323664,-0.497216084727797,0.328184993844025,-1.51504820163748,0.12976019781128,0.164791974956437,104.635305092603,92.5290649858016,62.1676563106852,77.9465729403761
"1799","ycjX","ycjX",912,267.038890761294,1.31081795619435,0.195401777885766,6.70832154332121,1.96875742269889e-11,5.0967503015264e-11,157.927820729829,148.046503977283,385.439469126248,376.741769211818
"1800","ycjZ","pgrR",2277,110.55256749323,0.0588701317607418,0.289701349506148,0.203209725674724,0.83897111143896,0.869921297368197,103.335487638036,113.810749932536,125.465633645201,99.5983987571473
"1801","ydaM","ydaM",900,104.018769238721,2.12292442588304,0.310900319868309,6.82831213162557,8.59194895686077e-12,2.25395460968314e-11,35.7449800005785,41.6380792436107,184.242326884394,154.449690826301
"1802","ydaN","ydaN",1505,306.96541910264,0.546885886784178,0.181883229142202,3.00679666488989,0.00264016297294862,0.00414181048447288,254.114312367749,244.276731562516,362.833048649635,366.637583830658
"1803","ydaO","ttcA",578,374.99879046517,-1.99186028219576,0.188952881760723,-10.5415713358535,5.55626675591315e-26,2.26961000185311e-25,562.820957827291,636.599967102315,144.681091050322,155.893145880752
"1804","ydbC","ydbC",88,853.643093167634,5.25399910267863,0.185319428795728,28.3510430440078,8.12580801760047e-177,2.18011735563122e-175,42.8939760006942,43.4886605433268,1648.00805274507,1680.18168338144
"1805","ydcF","ydcF",1772,113.495158478466,0.515065070159098,0.288525304772748,1.78516428763425,0.0742346727668937,0.0989097417622099,93.5868567287874,93.4543556356596,151.463017193306,115.476404356113
"1806","ydcI","ydcI",120,1420.29352447767,3.00746341028934,0.12145595805119,24.7617610411652,2.31605744475792e-135,4.5568430225612e-134,319.105185096074,307.196495752861,2501.40042573721,2553.47199132454
"1807","ydcJ","ydcJ",522,174.412514569055,3.33094007395699,0.291747080780731,11.4172181776188,3.43038932107009e-30,1.55156114694377e-29,36.3948887278618,24.9828475461664,360.572406601974,275.699915400219
"1808","ydcK","ydcK",1131,63.8312854927484,1.92402669987728,0.374716182452443,5.13462399004203,2.82708663811327e-07,5.90163709335581e-07,26.6462578186131,25.9081381960244,101.728892144758,101.041853811599
"1809","ydcL","ydcL",1133,374.250997622036,0.85272959748611,0.169077588953703,5.04342179683912,4.57279706338925e-07,9.5290148867273e-07,271.011939277114,261.857253909819,484.907719223344,479.227078077868
"1810","ydcO","ydcO",1806,56.3854410797501,0.662123222529183,0.388957039951469,1.70230425090595,0.0886983483612647,0.115906538597299,48.7431545462434,37.9369166441787,66.6889404060077,72.1727527225705
"1811","ydcP","ydcP",421,606.869046243965,-2.11575448363918,0.155700673901045,-13.5886019670271,4.67933161080241e-42,2.62420473470416e-41,958.615372742788,1015.04384289424,227.194525789959,226.622443548871
"1812","ydcR","ydcR",1546,127.776067544914,-0.888275729480844,0.314164895608803,-2.82741879152189,0.00469249155667733,0.00716559763806598,174.825447639193,156.374119826005,64.4282983583465,115.476404356113
"1813","ydcS","ydcS",392,192.20789058024,4.28953201608305,0.299983258847039,14.2992380060458,2.21218467207652e-46,1.33238979866649e-45,18.1974443639309,18.5058129971603,400.133642436046,331.994662523824
"1814","ydcT","ydcT",1057,45.4996615809603,3.01276409246879,0.5230916350973,5.75953406692956,8.43464356771915e-09,1.88402965594938e-08,5.84917854554921,13.8793597478702,65.5586193821771,96.7114886482444
"1815","ydcU","ydcU",1286,27.4229977217106,2.40323799539985,0.585543347089313,4.10428708198316,4.05563590579979e-05,7.44584476951267e-05,8.4488134546822,8.32761584872214,55.3857301677013,37.5298314157367
"1816","ydcV","ydcV",1534,24.9791382013113,1.65645780387564,0.574562833914174,2.88298808433384,0.00393922341497687,0.0060629116576013,12.3482658183817,11.1034877982962,41.8218778817337,34.6429213068338
"1817","ydcW","patD",1351,101.632218194217,1.10444050469344,0.293865279116897,3.75832254838826,0.000171056286226333,0.000298937003538396,63.0411465464748,65.6956361399191,143.550770026491,134.241320063981
"1818","yddG","yddG",1255,67.2581705275945,-1.61694661079316,0.381624480385001,-4.23700966238304,2.26516391802582e-05,4.26139602427009e-05,96.8364003652036,106.408424733672,28.258025595766,37.5298314157367
"1819","yddV","dosC",850,378.75863741251,1.26863475361489,0.175632624939291,7.22322947717379,5.07672367802648e-13,1.410134659273e-12,230.717598185552,212.816849467344,566.29083293915,505.209269057993
"1820","yddW","yddW",1386,231.522599838548,0.743246345743688,0.205972445366384,3.60847464048698,0.000308002614640216,0.000524671120610065,165.726725457228,180.431676722313,282.58025595766,297.35174121699
"1821","ydeA","ydeA",1590,68.8863318349436,-0.948168893479732,0.361983500299313,-2.61937047599053,0.00880922189435565,0.0130808634544489,83.1883170922555,99.0060995348077,48.6038040247175,44.7471066879937
"1822","ydeE","ydeE",1513,67.6241426122892,1.06254675579064,0.35661980625805,2.97949451248868,0.00288724401337376,0.00450547463025476,42.8939760006942,44.4139511931848,99.4682500970963,83.7203931581817
"1823","ydeH","dgcZ",337,622.916697253061,2.71803312406029,0.176230344236266,15.4231845590468,1.14325005707733e-53,8.00953526634887e-53,149.479007275147,179.506386072455,1197.00996423665,965.671431427993
"1824","ydeM","ydeM",890,56.5232433537884,3.01646509691074,0.436721244364104,6.90707204157865,4.9475871872215e-12,1.3125003762955e-11,13.6480832729482,10.1781971484382,98.3379290732656,103.928763920501
"1825","ydeN","ydeN",420,324.855295180469,3.014186994268,0.221763017874901,13.5919281003307,4.47143812830433e-42,2.5135870049825e-41,77.9890472739895,62.9197641903451,507.514139699957,650.998229557586
"1826","ydeO","ydeO",1946,7.93429291240285,1.07387267086356,0.946631951634903,1.13441413952793,0.256620870747172,0.311347315433747,5.19926981826597,4.62645324929008,14.6941733097983,7.21727527225705
"1827","ydeP","ydeP",1094,237.986793376582,1.17435119101793,0.215527863469094,5.44872097795526,5.07333302987823e-08,1.09489390160352e-07,137.130741456765,155.448829176147,360.572406601974,298.795196271442
"1828","ydeQ","ydeQ",1680,40.326032209064,-1.07367646717057,0.480506785851168,-2.23446681459173,0.0254523737139817,0.0357696752016135,45.4936109098272,64.7703454900611,29.3883466195966,21.6518258167711
