"","Gene","IAI1","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_chemostat1","K12_IAI1ref_chemostat2","K12_chemostat1","K12_chemostat2"
"21","acrA","acrA",258,4329.62626339484,-0.0352149567410158,0.0683257955208447,-0.51539768359188,0.606275150828265,0.99990598088106,4318.92425779907,4525.02050578001,4136.6579817529,4337.90230824738
"22","acrB","acrB",257,6494.57900542427,-0.0182766218642177,0.0680343566132842,-0.268638123060446,0.788208172347483,0.99990598088106,6418.13818903321,6711.7001286219,6294.15783343474,6554.31987060721
"23","acrD","acrD",1343,155.288142719149,-0.00174725698960583,0.0587132571845028,-0.0297591561666419,0.976259132984981,0.99990598088106,163.693216298403,147.52504391178,160.942529258525,148.991781407889
"24","acrE","acrE",1759,14.1371229013792,-0.000693390793514427,0.0242359601173276,-0.0286099989502246,0.977175637340853,0.99990598088106,10.6097455008224,17.9236034659172,10.8744952201706,17.1406474186067
"25","acrF","acrF",1760,187.500950869113,-0.00473100964152498,0.0614711762979893,-0.0769630569389272,0.938652934055863,0.99990598088106,185.670546264392,191.644683212499,184.141452394889,188.547121604673
"26","acrR","acrR",259,530.871583814573,-0.0252466676180608,0.0674676275271794,-0.374204170850533,0.708252421164085,0.99990598088106,514.572656789887,570.797833453054,492.252150299722,545.863694715627
"27","acs","acs",2215,18768.0428376196,-0.012169098236568,0.0636270147045692,-0.191256784450302,0.848324417059492,0.99990598088106,22025.8316597073,16027.8377147144,21427.1053818241,15591.3965942326
"28","actP","actP",2214,4966.19231725408,0.0221763093299922,0.0677078853126148,0.327529197339449,0.743267663377728,0.99990598088106,5379.89880788131,4362.32933585861,5560.49188924723,4562.04923602916
"29","ada","ada",1209,129.127165888118,0.00290667455564204,0.0532564920531376,0.0545787836108668,0.956474041785333,0.99990598088106,112.16016672298,144.767566455485,114.544682985797,145.03624738821
"30","add","add",884,319.383068520225,-0.0226756849703156,0.0660119442952896,-0.343508818175102,0.731215708034228,0.99990598088106,322.081559846395,330.897294755394,308.110697904834,316.442721574277
"31","adhE","adhE",693,7414.25466814811,-0.0269770671825286,0.0687933403283481,-0.392146493450791,0.694949976219148,0.99990598088106,6968.32927714729,8163.51200936119,6689.26449310094,7835.91289298303
"32","adhP","adhP",813,882.886249358506,0.0258755654303772,0.0681971401027764,0.379423028463972,0.704373752530258,0.99990598088106,916.22730789245,812.077110878862,962.030343811092,841.210234851619
"33","adiA","adiA",2238,52.3604167453405,-0.00604967771785934,0.0421175015270958,-0.143638095768035,0.88578625650182,0.99990598088106,59.8692781832122,46.8771167570141,56.5473751448871,46.1478968962487
"34","adiC","adiC",2236,14.1018722691295,-0.000792493260946686,0.0242395555698121,-0.0326942158103615,0.973918436541706,0.99990598088106,17.4302961799225,11.0299098251798,17.399192352273,10.5480907191426
"35","adiY","adiY",2237,10.0794371229014,-0.00139377255561341,0.0203078004545109,-0.0686323739853281,0.945282248901742,0.99990598088106,6.82055067910012,13.7873872814747,6.52469713210236,13.1851133989282
"36","adk","adk",264,4463.19455885207,-0.0160888959146944,0.0680479737092719,-0.236434606905895,0.813095444861838,0.99990598088106,4570.52679396143,4440.91744336301,4481.0169970583,4360.31700102555
"37","aegA","aegA",1341,86.5188224888551,-0.00829679948044781,0.0497885853472931,-0.16664059487882,0.867652850176381,0.99990598088106,96.2455484717462,79.9668462325535,92.0707261974444,77.7921690536763
"38","aer","aer",1656,6373.47401670407,-0.00284514929572055,0.0676432356833042,-0.0420611058442136,0.96644998575465,0.99990598088106,7066.09050354773,5712.11455071498,7003.89988813788,5711.79112441569
"39","aes","aes",266,110.85726403163,-0.000611597552448734,0.040657436497001,-0.0150426983386876,0.987998115881057,0.99990598088106,146.26292011848,75.8306300481111,143.543336906252,77.7921690536763
"40","agaC","agaC",1692,8.42720089996009,-0.00137415508529362,0.020056513765848,-0.0685141546201074,0.945376352795662,0.99990598088106,7.57838964344458,9.65117109703232,7.24966348011373,9.22957937924974
"41","agaD","agaD",1693,20.5263294032454,0.00252998883741917,0.0295737420620183,0.0855484852783796,0.93182535104039,0.99990598088106,18.188135144267,22.0598196503596,18.1241587002843,23.7332041180707
"42","agaI","agaI",1694,11.6841075114344,0.0114166554764017,0.0226814838962924,0.503346938348592,0.614720370777382,0.99990598088106,12.8832623938558,6.89369364073737,13.7743606122161,13.1851133989282
"43","agaR","agaR",1688,1011.27294372519,-0.0266097342648578,0.0690289200326761,-0.385486753266046,0.699876818973294,0.99990598088106,1055.66967733183,1005.10053281951,1017.85275260797,966.468812141437
"44","agaS","agaS",1690,26.0115410313287,0.00426340239282309,0.0329924762848972,0.129223473740124,0.897180822574365,0.99990598088106,27.2822027164005,23.4385583785071,28.2736875724436,25.0517154579636
"45","agp","agp",574,3803.71696522118,-0.0108514064493508,0.0636011342968642,-0.170616555338476,0.864525279525772,0.99990598088106,4441.69417002287,3259.33835334063,4330.94896301994,3182.88637450127
"46","ahpF","ahpF",333,2777.73275784587,-0.0190593605747775,0.0683238914843344,-0.278956016127206,0.780278579385458,0.99990598088106,2785.05819396588,2834.68682507121,2730.22326661083,2760.96274573556
"47","aidB","aidB",2279,213.157019154734,0.0158669667316566,0.0620766867056307,0.255602667824367,0.798257658195091,0.99990598088106,200.069486586937,217.840719047301,206.615409183241,228.102461801458
"48","ais","ais",1227,14.8150279407234,0.00340706459452419,0.0260208145491854,0.130936123774452,0.895825838028789,0.99990598088106,13.6411013582002,15.1661260096222,15.9492596562502,14.503624738821
"49","alaS","alaS",1445,11596.8014106149,-0.0248792509846895,0.0674554829378873,-0.368824740423224,0.712258362578523,0.99990598088106,11619.1870013292,11904.0301788253,11299.3255001053,11564.6629621999
"50","aldA","aldA",781,63670.7515349575,-0.0114965499293715,0.0589822463543206,-0.194915430319641,0.845459154224623,0.99990598088106,78244.5995516723,51210.4925795816,75646.6135832467,49581.3004253296
"51","aldB","aldB",1928,840.464279117527,-0.00873940656296785,0.0551600634080409,-0.158437210238846,0.874112294526063,0.99990598088106,1047.33344872404,659.037112054493,1012.05302182388,643.433533867696
"52","alkB","alkB",1208,26.0265978783923,0.000112042892111499,0.0329852860015695,0.00339675369515267,0.997289787881497,0.99990598088106,27.2822027164005,24.8172971066545,28.2736875724436,23.7332041180707
"53","allB","allB",290,118.663167819181,0.0111370309568278,0.0558679224436158,0.199345715210151,0.841992321140624,0.99990598088106,114.433683616013,118.571530620683,120.344413769888,121.303043270139
"54","allC","allC",294,146.884875804094,0.016204465987263,0.0583907659592024,0.277517612949024,0.781382683554695,0.99990598088106,137.926691510691,148.903782639927,146.443202298297,154.26582676746
"55","allD","allD",295,20.0154599812694,-0.000887694744709502,0.0293008885065246,-0.0302958302616603,0.975831122017138,0.99990598088106,18.188135144267,22.0598196503596,17.399192352273,22.4146927781779
"56","allR","allR",285,1203.04770979802,-0.0258421602511699,0.0690316593065187,-0.374352297348437,0.708142228186261,0.99990598088106,1201.93259745031,1246.37981024532,1161.39608951422,1202.48234198225
"57","alr","alr",2208,392.567246148509,-0.00759586250142454,0.0667077874489575,-0.113867702586248,0.909342668606417,0.99990598088106,381.192999065262,409.4854022598,374.80760192188,404.782981347096
"58","alx","alx",1665,75.0910729640038,0.0102788984295466,0.0470087025667276,0.218659479379504,0.826915315889287,0.99990598088106,63.6584730049345,82.7243236888484,69.5967694090918,84.3847257531404
"59","amiA","amiA",1323,597.865062720253,0.00550419578630303,0.0678859371419536,0.0810800589641037,0.935378284109031,0.99990598088106,563.074350507932,627.326121307101,573.448381276996,627.611397788982
"60","amiB","amiB",2267,645.51433393905,0.0123673157407635,0.0674609266104164,0.183325613242523,0.854542538486582,0.99990598088106,593.387909081711,683.854409161147,612.59656406961,692.21845344373
"61","amiC","amiC",1515,1065.11335456088,0.0457928315841894,0.0690362412095559,0.663315829220592,0.507128300738955,0.99990598088106,1060.2167111179,1000.96431663507,1127.32267115769,1071.94971933286
"62","amn","amn",1085,669.270733920293,-0.0134109942597117,0.0667407041107249,-0.200941755685742,0.840744117228906,0.99990598088106,624.459306619833,730.731525918161,604.621934241485,717.270168901694
"63","ampE","ampE",87,356.29400379453,-0.0235215608507578,0.0665456332326817,-0.35346512923715,0.723739766561341,0.99990598088106,356.184313241895,372.259456599818,340.734183565345,355.998061771061
"64","ampG","ampG",243,294.009892954244,-0.000264996919801463,0.0649604031907226,-0.00407936076109991,0.996745150058202,0.99990598088106,283.431772664827,304.701258920592,282.011909376424,305.894630855134
"65","ampH","ampH",209,419.613022622951,-0.00695310428393312,0.0674620339452986,-0.10306692338347,0.917909856498278,0.99990598088106,426.66333692593,417.757834628685,422.655380890631,411.37553804656
"66","amtB","amtB",254,139.596611857281,0.0301684118262593,0.0574407554798541,0.525209175510238,0.599437787109198,0.99990598088106,130.348301867247,136.4951340866,154.417832126422,137.125179348853
"67","amyA","amyA",1063,2583.72811864979,0.010518123871609,0.0683580929655412,0.153868012042277,0.877713806391305,0.99990598088106,2569.83192809206,2564.4540343543,2593.92959318469,2606.6969189681
"68","anmK","anmK",895,558.923852621845,0.0260094232174062,0.0682880495676901,0.380878109450535,0.703293696516602,0.99990598088106,559.28515568621,534.95062652122,585.047842845178,556.41178543477
"69","ansA","ansA",965,317.402045678054,-0.00949651244100402,0.0635897530305267,-0.149340294440917,0.881285121389982,0.99990598088106,295.557196094339,346.063420765016,287.811640160515,340.175925692347
"70","ansB","ansB",1598,98.5951805167346,-0.0116586752664709,0.0532280329805231,-0.219032615214938,0.826624641306556,0.99990598088106,102.308260186502,99.2691884266181,97.8704569815354,94.932816472283
"71","ansP","ansP",801,134.675363826662,-0.0081526995159765,0.0555295814304859,-0.146817233372853,0.883276281824448,0.99990598088106,124.285590152491,148.903782639927,121.794346465911,143.717736048317
"72","apaH","apaH",45,333.720085442601,0.0243791131436108,0.0662948005570295,0.367737936290175,0.713068650556804,0.99990598088106,330.417788454184,321.246123658361,344.359015305402,338.857414352455
"73","aphA","aphA",2210,779.931139188001,-0.0109626779860639,0.0556753966530928,-0.196903455477312,0.843903089538409,0.99990598088106,967.002518503528,621.811166394511,932.306723542626,598.60414831134
"74","appA","appA",563,96.0002712201119,-0.0114465179912449,0.0528713455740662,-0.216497572871675,0.828599916870274,0.99990598088106,97.0033874360906,99.2691884266181,92.7956925454558,94.932816472283
"75","aqpZ","aqpZ",494,95.5884963989072,-0.00968800762396429,0.0527238717194754,-0.183749927841238,0.8542096389536,0.99990598088106,95.4877095074017,99.2691884266181,91.345759849433,96.2513278121758
"76","araA","araA",54,84.1847318558792,0.0105570033724623,0.0507313085144951,0.208096413863362,0.835153687193483,0.99990598088106,80.3309302205126,84.1030624169959,82.6461636732965,89.6587711127117
"77","araC","araC",55,934.361937615707,0.00226919920597178,0.0643296082897773,0.0352745689939539,0.971860801710039,0.99990598088106,1051.88048251011,812.077110878862,1053.37610366053,820.114053413334
"78","araD","araD",53,16.1768431122639,0.00299723411254096,0.0262710450639573,0.114088880181361,0.909167336996177,0.99990598088106,18.9459741086115,12.4086485533273,18.8491250482957,14.503624738821
"79","araE","araE",1532,163.347201703939,0.00581508154178232,0.0564765308790738,0.10296456689653,0.917991092962661,0.99990598088106,178.849995585292,144.767566455485,183.416486046877,146.354758728103
"80","araF","araF",1051,637.227614343854,-0.0186916064531651,0.0627094181922233,-0.298066972904607,0.765652048275778,0.99990598088106,738.892990235847,563.904139812317,706.842189311089,539.271138016163
"81","araG","araG",1050,352.60480173189,0.00826809427110898,0.0649555387449908,0.127288518128819,0.898712047591745,0.99990598088106,373.614609421818,325.382339842804,379.157400009948,332.26485765299
"82","araH","araH",1049,243.480750619302,-0.0159266886492567,0.0639391720612048,-0.249091255576645,0.803290193362344,0.99990598088106,251.60253616236,244.036754882103,243.588692931821,234.695018500922
"83","araJ","araJ",219,107.400933553842,0.0411739663064575,0.0544335017332224,0.756408553472278,0.449404281247764,0.99990598088106,97.0033874360906,102.026665882913,114.544682985797,116.028997910568
"84","arcA","arcA",2360,5555.12186924895,-0.0314805080771778,0.0678402242775221,-0.46403897411065,0.642619822673846,0.99990598088106,5722.442019765,5592.16428136615,5518.44384106257,5387.43733480206
"85","arcB","arcB",1731,1714.74801323781,-0.0247728392774466,0.0690467611827391,-0.358783509220409,0.719757050175662,0.99990598088106,1821.84487028408,1666.8951223303,1761.66822566764,1608.58383466924
"86","argA","argA",1516,2574.24083008383,0.00588868330756485,0.0670292141485072,0.0878524891328447,0.929993918707327,0.99990598088106,2838.86476043434,2281.81259508407,2863.61707464492,2312.66889017201
"87","argB","argB",2154,1505.00870924918,-0.0202334179584351,0.0641483568825736,-0.315415997255755,0.752445822232563,0.99990598088106,1750.6080076357,1326.34665647787,1674.67226390627,1268.40790897689
"88","argC","argC",2153,1728.8243095908,-0.0249025174501667,0.0672246433526277,-0.370437330839232,0.71105666303315,0.99990598088106,1943.85694354353,1591.06449228219,1858.81371630116,1521.56208623631
"89","argD","argD",1785,2895.64080867427,0.00102752348273467,0.0687714045727743,0.014941144347973,0.988079135136939,0.99990598088106,3106.38191484793,2680.26808751869,3110.10563296879,2685.80759936167
"90","argE","argE",2152,1308.20391846941,-0.0127667959361196,0.0689584914826195,-0.185137401669197,0.853121266366852,0.99990598088106,1323.18683174542,1315.31674665269,1303.48949372445,1290.82260175507
"91","argG","argG",1709,6395.09338243371,0.00926682813448267,0.0690338125477534,0.13423607638753,0.89321589922738,0.99990598088106,6758.40788402388,5947.8788732282,6860.35655123162,6013.73022125115
"92","argH","argH",2155,2573.49452130528,-0.0135747924868363,0.0669316858865654,-0.20281563667532,0.839279135634672,0.99990598088106,2886.60861518804,2324.55349565664,2821.56902646026,2261.24694791619
"93","argI","argI",2311,2744.73562573578,0.100006313120522,0.0660158881862333,1.51488249068771,0.129802165233377,0.99990598088106,2768.38573675031,2183.9221453856,3393.56747504124,2633.06714576596
"94","argK","argK",1574,23.0281319146482,2.33544612667498e-05,0.0312991563169578,0.00074616903504509,0.999404643302434,0.99990598088106,21.2194910016448,24.8172971066545,21.0240240923298,25.0517154579636
"95","argO","argO",1579,138.966992478249,0.0948285923715682,0.0538939093029696,1.75954191481046,0.0784855074815152,0.99990598088106,131.106140831591,97.8904496984707,180.516620654832,146.354758728103
"96","argP","argP",1572,597.675146385748,-0.0284209002790685,0.068594185658367,-0.414333955659429,0.678629549510745,0.99990598088106,607.029010439911,614.917472753773,580.69804475711,588.056057592197
"97","argS","argS",1036,2052.29290634958,0.00048968097572039,0.0687049996156453,0.00712729755417802,0.994313287467269,0.99990598088106,2017.36732308495,2086.03169568713,2021.20617825571,2084.56642837055
"98","arnT","arnT",1232,72.9346583346821,-0.00690198159083172,0.0481741885283299,-0.143271361732909,0.886075872498942,0.99990598088106,78.0574133274792,70.3156751355212,76.1214665411942,67.2440783345338
"99","aroA","aroA",520,3770.88412648689,-0.0217871659598559,0.0684534245178404,-0.318277224453216,0.750274658999771,0.99990598088106,3511.82576077222,4161.03348154908,3389.21767695317,4021.4595866731
"100","aroB","aroB",1804,3846.82393699372,-0.0348176231536853,0.0683810258090347,-0.509170822486917,0.610632492870657,0.99990598088106,3837.69651544034,4019.02339254989,3679.20421615772,3851.37162382693
"101","aroC","aroC",1274,1778.48433574082,0.107878786234569,0.0690295311348001,1.56279181476554,0.118101570072756,0.99990598088106,1583.88343547992,1713.77223908731,1838.51465855684,1977.76700983923
"102","aroD","aroD",924,342.209579949645,0.00595526630494044,0.0658942559873369,0.0903761066227818,0.927988343132903,0.99990598088106,327.386432596806,352.957114405753,329.859688345175,358.635084450847
"103","aroE","aroE",1763,664.320694438745,0.00481994926598268,0.0687853980783476,0.0700722740674219,0.944136134531639,0.99990598088106,659.319898979679,664.552066967083,666.244073822452,667.166737985767
"104","aroF","aroF",1426,2497.95558880068,-0.034901283801092,0.0684943678417071,-0.509549688548847,0.610366978901985,0.99990598088106,2584.2308684146,2518.95565632544,2475.76007845884,2412.87575200386
"105","aroG","aroG",404,3733.40513843884,-0.00716636340856386,0.0649644486195347,-0.110312079311775,0.912161877824783,0.99990598088106,3242.03508946559,4280.98375089791,3199.27649377419,4211.32521961767
"106","aroH","aroH",934,375.57693537641,0.0113573525889367,0.0609755502384466,0.186260764265733,0.852240274577195,0.99990598088106,323.597237775084,416.379095900537,329.859688345175,432.471719484845
"107","aroM","aroM",216,293.978426738,-0.0157481533095598,0.0644263687827805,-0.244436456797002,0.806892809484894,0.99990598088106,315.261009167295,282.641439270232,303.760899816765,274.250358697706
"108","aroP","aroP",88,4971.81151157744,-0.0357412159112631,0.0682726568716305,-0.523507031203802,0.6006214593358,0.99990598088106,4953.23547095538,5204.73869875671,4749.2545458225,4980.01733077518
"109","arsB","arsB",1871,58.6197049716317,-0.00703793691345064,0.0432564326873144,-0.162702665851468,0.87075254791591,0.99990598088106,52.2908885397676,67.5581976792262,50.0226780127847,64.6070556547482
"110","artI","artI",484,1700.12377944801,-0.0176517424699757,0.0690362533662674,-0.255688013315634,0.798191751568056,0.99990598088106,1800.62537928243,1642.07782522364,1762.39319201565,1595.39872127031
"111","artJ","artJ",481,2818.15267107864,0.0994892350064806,0.0684647475671728,1.45314542946162,0.146183379857554,0.99990598088106,2819.91878632573,2370.05187368551,3276.84789301141,2805.79213129192
"112","artM","artM",482,576.548624539871,0.012145571604842,0.0677621878135164,0.179238185730765,0.85775068131794,0.99990598088106,601.7241376895,539.086842705662,608.971732329553,556.41178543477
"113","artP","artP",485,833.799380244553,-0.0309149127508361,0.0690013092885855,-0.448033712252329,0.654128866600064,0.99990598088106,845.748284208415,858.954227635876,809.062444380692,821.432564753227
"114","artQ","artQ",483,523.143712687877,-0.026959498577688,0.0681537683898232,-0.395568714901958,0.692423220346346,0.99990598088106,545.64405432801,523.92071669604,521.975770568189,501.034309159271
"115","ascF","ascF",1455,87.8862618469585,-0.00465278013712283,0.0515826836924077,-0.0902004278193004,0.928127944363854,0.99990598088106,87.9093198639571,89.6180173295858,86.9959617613648,87.0217484329261
"116","ascG","ascG",1454,654.514792246291,-0.0160623205396303,0.0683855695364721,-0.234878800432653,0.814302804133574,0.99990598088106,688.875618589112,636.977292404133,669.868905562509,622.337352429411
"117","asd","asd",1831,9289.19371382004,-0.0388253450315797,0.0673743427718948,-0.576263061489569,0.564437386330068,0.99990598088106,9505.57412977254,9482.96497219833,9096.87773484671,9071.3580184626
"118","asmA","asmA",1120,1569.49777402254,-0.00939474158505446,0.0690027503441304,-0.136150248188674,0.891702505014763,0.99990598088106,1668.00356052215,1491.79530385557,1628.27441763354,1489.91781407889
"119","asnA","asnA",2016,377.298487526031,0.0465071087034256,0.0666984607529267,0.697274092661649,0.485631278102682,0.99990598088106,350.879440491484,370.880717871671,381.332299053982,406.101492686988
"120","asnB","asnB",366,1876.6653080752,0.102543206608822,0.0687442574916993,1.49166214532471,0.13578773760068,0.99990598088106,1749.85016867135,1759.27061711618,1961.75893771878,2035.78150879451
"121","asnS","asnS",536,5481.55017433366,-0.00386857384367758,0.0687007151702278,-0.0563105323444154,0.955094428551787,0.99990598088106,5273.80135287308,5716.25076689943,5270.50535004268,5665.64322751944
"122","aspA","aspA",2254,5866.21758684705,-0.0187765161379131,0.0633827921388142,-0.296239965206815,0.767046829980846,0.99990598088106,6936.50004064482,5048.94122247605,6645.76651222026,4833.66257204708
"123","aspC","aspC",534,5601.25340370501,-0.0208695555143943,0.0689472787905082,-0.3026886032414,0.7621271839038,0.99990598088106,5279.86406458784,6094.02517841184,5125.51208044041,5905.61229137994
"124","aspS","aspS",1030,3840.41409829812,0.00473713980831346,0.0681136011085179,0.0695476341173961,0.944553717870722,0.99990598088106,3780.8585931145,3878.39204227884,3807.52325975573,3894.88249804339
"125","astA","astA",954,143.983136086889,-0.00641799475124318,0.0512677687589421,-0.125185763036035,0.90037648802704,0.99990598088106,170.513766977503,121.329008076978,166.742260042616,117.347509250461
"126","astB","astB",953,97.550348068638,-0.00581513177100951,0.0452268739800483,-0.128576911452577,0.897692436628235,0.99990598088106,119.738556366424,78.588107504406,116.719582029831,75.1551463738907
"127","astC","astC",955,272.004939168271,-0.00863530489439572,0.0470526895412482,-0.183524150874004,0.854386770916083,0.99990598088106,356.184313241895,199.917115581384,340.734183565345,191.184144284459
"128","astE","astE",952,63.7390223003776,-0.00689403712540139,0.0426268142857761,-0.161730057498147,0.871518433676925,0.99990598088106,76.5417353987903,53.7708103977515,73.2216011491487,51.42194225582
"129","atpA","atpA",2012,33167.9674949114,-0.0398150036158807,0.0670262227969612,-0.594021294270007,0.552497870589778,0.99990598088106,34075.4711927842,33736.3579390405,32597.3868719834,32262.6539758374
"130","atpB","atpB",2013,16977.7279993504,-0.0340483826674637,0.0687534751580458,-0.495224169966617,0.620441891216204,0.99990598088106,18135.8442557272,16553.1371701386,17369.4687320045,15852.4618395314
"131","atpD","atpD",2010,18639.4737553708,-0.027132488143901,0.0677088756724559,-0.400722768978699,0.688624245304882,0.99990598088106,19336.2611752488,18528.8697675739,18757.0543220983,17935.709756562
"132","atpG","atpG",2011,13789.1817721238,-0.0354277935976399,0.0686760868659118,-0.515867971144188,0.605946625362819,0.99990598088106,14696.7710355321,13495.0946711075,14059.2723869846,12905.5889948709
"133","avtA","avtA",1917,1182.41443366291,0.0745756978456391,0.0690298241199218,1.08034025577239,0.27999068974035,0.99990598088106,1073.8578124761,1166.41296401276,1207.79393578695,1281.59302237582
"134","azoR","azoR",778,272.58500775074,0.0274661305221004,0.0604737588106237,0.454182625030996,0.649697387615548,0.99990598088106,230.383045160715,295.050087823559,253.738221803981,311.168676214705
"135","bacA","bacA",1645,575.938464907417,0.043562221982736,0.0681859978225452,0.638873425246443,0.52290527721236,0.99990598088106,576.715451866133,533.571887793072,613.321530417622,580.144989552841
"136","baeR","baeR",1127,177.904469809011,-0.0254845718085625,0.053152085038244,-0.479465138389696,0.631607763240547,0.99990598088106,155.356987690614,217.840719047301,140.643471514206,197.776700983923
"137","baeS","baeS",1126,88.9295566598989,0.0119904828028167,0.0505951509603066,0.236988774126272,0.812665499168521,0.99990598088106,79.5730912561681,93.7542335140282,84.8210627173307,97.5698391520686
"138","barA","barA",1494,614.338012564067,-0.0115369231398034,0.0684485391746128,-0.168548858440537,0.866151509936784,0.99990598088106,601.7241376895,638.35603113228,592.297506325292,624.974375109196
"139","basR","basR",2234,138.690637151171,0.00443803373557057,0.0532165848376763,0.0833956885641509,0.933536916599038,0.99990598088106,157.630504583647,117.192791892535,157.317697518468,122.621554610032
"140","basS","basS",2233,164.630775695093,-0.0808741854512029,0.0588505767092628,-1.37422927647324,0.169370514532997,0.99990598088106,169.755928013159,198.538376853236,139.918505166195,150.310292747781
"141","bax","bax",1916,10028.488154952,0.0124501146648821,0.0687963351483381,0.180970608943591,0.856390645741046,0.99990598088106,10727.9683792601,9139.65902888961,10931.0425953155,9315.28261634277
"142","bcr","bcr",1191,335.043561985298,0.0157717423149947,0.066296585869181,0.237896750009361,0.811961176279572,0.99990598088106,335.722661204595,324.003601114656,342.909082609379,337.538903012562
"143","bcsA","bcsA",9,101.071210759098,-0.203609345208482,0.0531652499286687,-3.82974490821849,0.000128276162818374,0.0336511133793535,145.505081154136,133.737656630305,63.0720722769895,61.9700329749625
"144","bcsB","bcsB",1892,54.4867108999027,-0.00522981305530586,0.0411374425989748,-0.127130242545418,0.898837315567107,0.99990598088106,46.2281768250119,64.8007202229313,44.9479135767051,61.9700329749625
"145","bcsC","bcsC",1890,335.194346407538,-0.0112483335234966,0.06478456905901,-0.173626739930165,0.862158815773513,0.99990598088106,359.973508063618,318.488646202066,353.78357782955,308.53165353492
"146","bcsE","bcsE",1893,773.417879514276,-0.0276881639595956,0.0687032377317844,-0.403011049751243,0.686940095719576,0.99990598088106,760.870320201836,818.9708045196,729.316146099441,784.514247236228
