"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_batch1","IAI1_batch2","IAI1_K12ref_starvation1","IAI1_K12ref_starvation2"
"1216","dinG",189.708082474495,0.997629371727632,0.224450713041679,4.4447591999513,8.79903655857914e-06,1.70843135812544e-05,130.066019074621,122.584366840192,259.016273405658,247.16567057751
"1217","perM",245.221568743113,0.890986607666905,0.200789784454989,4.43741005094129,9.10477486867496e-06,1.76634128717679e-05,166.865185446953,176.665705152042,323.186971771924,314.168412601534
"1218","lsrD",29.8723463298294,2.4903440678027,0.561957015413258,4.43155615020007,9.35554429658163e-06,1.81350082793343e-05,7.6136206287583,9.91491202383908,51.3365586930133,50.6242939737069
"1219","uhpT",30.3556611085199,2.51013359442048,0.566987905943959,4.42713780683108,9.54917288755066e-06,1.8495157659973e-05,7.6136206287583,9.91491202383908,44.3361188712387,59.5579929102434
"1220","hybB",77.7957710985753,1.74438844578812,0.394402757910741,4.42286066920175,9.74025595616592e-06,1.88497904200883e-05,24.7442670434645,46.8704932036029,135.341836554308,104.226487592926
"1221","lsrF",78.4056227630019,1.5363727485594,0.349521642054517,4.39564411384793,1.10444759250938e-05,2.13562716291127e-05,44.4127870010901,35.1528699027022,128.341396732533,105.715437415682
"1222","oppB",146.524523814255,-1.15771116138059,0.263434956952622,-4.39467553878506,1.10938327314772e-05,2.14341563658082e-05,203.664351819284,201.002307392374,81.6717979207029,99.7596381246577
"1223","hemA",438.232972490759,-0.733430347697049,0.167208167861673,-4.38633086574932,1.15278726130761e-05,2.22545439406972e-05,522.801949841403,573.262186105605,344.188291237248,312.679462778778
"1224","xthA",311.272458377263,-0.81599312662069,0.186052782402994,-4.38581522985899,1.15552179663415e-05,2.22891091654675e-05,409.232108795759,384.878857652663,221.680594356194,229.298272704437
"1225","narL",158.420885374719,-1.11355842524503,0.254648807413041,-4.37291828128942,1.22596623174112e-05,2.3628622637884e-05,225.2362769341,209.114508139152,108.506817237505,90.8259391881212
"1226","ybbA",125.50902790893,1.1904771819915,0.272458105776995,4.36939535565109,1.24591025079752e-05,2.3993426607936e-05,79.9430166019621,72.1084510824661,166.843815752293,183.140828198999
"1227","allC",66.7516753827881,1.615664877416,0.371052370889479,4.35427719688991,1.33506686248543e-05,2.56894283808322e-05,31.0889509007631,34.2515142641714,110.840297178097,90.8259391881212
"1228","yceG",155.125889854708,-1.14674470000964,0.263901432906615,-4.34535230589456,1.39052306234962e-05,2.67347308648815e-05,208.105630519393,220.832131440052,109.673557207801,81.8922402515847
"1229","entE",419.985873435345,-2.597573423289,0.599123777271281,-4.33562065441585,1.45349421190224e-05,2.79227000349974e-05,1023.39750618226,429.045283940673,114.340517088984,113.160186529463
"1230","zraR",197.817191490609,0.964336452481744,0.222716472366643,4.32988383047942,1.4918802277518e-05,2.86368229083088e-05,134.50729777473,133.400634502562,277.68411293039,245.676720754754
"1231","yggM",45.3339079147142,1.92087221477233,0.445290786011402,4.31374794879126,1.60509934838233e-05,3.07809237641646e-05,18.3995831861659,18.9284684091473,77.0048380395199,67.0027420240238
"1232","yihP",32.9265742393793,2.35690477929112,0.54638951245534,4.31359813020526,1.60618797447907e-05,3.07809237641646e-05,7.6136206287583,13.5203345779624,52.503298663309,58.0690430874873
"1233","ygfI",71.8420811736141,1.63471212443733,0.379437692004372,4.3082491773603,1.64551942679935e-05,3.15090946202211e-05,29.8200141293033,39.6596480953563,89.8389777127732,128.049684757023
"1234","ydhU",58.5862024648296,1.67220642376337,0.388860005748263,4.30027876110744,1.70583395851596e-05,3.2637552480196e-05,26.647672200654,28.8433804329864,91.005717683069,87.848039542609
"1235","ycjM",23.9282347272755,2.71480394630716,0.631448754667202,4.29932583798976,1.71318442526021e-05,3.27516471906021e-05,5.71021547156872,6.30948946971578,42.0026389306472,41.6905950371704
"1236","emrD",23.1411957020619,2.9320153835491,0.683807822342638,4.28777689834607,1.80470217617145e-05,3.4473315840945e-05,3.80681031437915,6.30948946971578,30.3352392276897,52.113243796463
"1237","coaA",380.893587530051,-0.748001001244477,0.174580570598558,-4.28456041058819,1.83100853628e-05,3.49475436876078e-05,459.355111268417,495.745601191954,270.683673108615,297.789964551217
"1238","yghU",472.58000383161,0.669192529518218,0.156379175294191,4.27929440259092,1.87486734422313e-05,3.57557495937868e-05,377.508689509266,351.528699027022,588.036945029061,573.245681761093
"1239","glgX",2214.24828979936,0.451027851310349,0.105514403251446,4.27456193099559,1.9151346786028e-05,3.64942128828185e-05,1889.44685270352,1850.48312590379,2454.82089750227,2662.24228308788
"1240","yfgA",941.874170149071,0.53705422819798,0.125732359181309,4.27140818556929,1.94242498006124e-05,3.69843982090693e-05,794.988887319512,740.914334872339,1111.90319169186,1119.69026671258
"1241","ygfM",27.3326544926885,2.52579789182673,0.59219386883389,4.26515373555009,1.99764602948919e-05,3.8005175468364e-05,8.24808901448816,7.21084510824661,53.6700386336048,40.2016452144143
"1242","argP",465.963949542672,0.668163917436222,0.156689155466499,4.2642639527091,2.00562242063496e-05,3.81262039864665e-05,358.47463793737,361.443611050861,591.537164939948,552.400384242508
"1243","phoE",76.3245593848882,1.47744087398365,0.346601489107351,4.26265010513573,2.02016708451571e-05,3.83717979609138e-05,36.1646979866019,44.1664262880105,107.34007726721,117.627035997731
"1244","panC",854.772812072503,-0.608648834286,0.142906085331387,-4.2590826896881,2.05267531653334e-05,3.89579294399937e-05,1040.52815259697,1023.03864973249,612.538484405272,742.985961555287
"1245","gidB",163.487414066562,-1.08661383520204,0.255549554766873,-4.25206702548676,2.11806443818823e-05,4.01666677796178e-05,206.836693747934,237.957888572138,94.5059375939562,114.649136352219
"1246","adiA",32.6827483570716,2.24533892706015,0.528654673761891,4.2472696043381,2.16391505224796e-05,4.10032378680372e-05,12.0548993288673,9.91491202383908,53.6700386336048,55.0911434419752
"1247","bioH",118.374329685059,-1.20966676195841,0.285036340860603,-4.2439036310461,2.19664715874621e-05,4.15900877449863e-05,166.230717061223,164.948081851141,72.3378781583369,69.980641669536
"1248","yddG",64.8986907493616,-1.680865158196,0.396245636416796,-4.24197771209764,2.21558699038358e-05,4.19150711882662e-05,94.5357894737489,103.655898431045,25.6682793465066,35.7347957461461
"1249","ybeF",72.1490447104529,1.55590272805884,0.367023846051849,4.23924152284928,2.24276262031348e-05,4.23952165457176e-05,29.8200141293033,43.2650706494796,103.839857356322,111.671236706706
"1250","amiA",214.336881539713,-0.951356066107847,0.224960999365748,-4.22898221820711,2.3475089737263e-05,4.43397494957423e-05,292.489925821465,272.209402836309,131.84161664342,160.806580857657
"1251","ygdL",155.680621505813,-1.08031937483823,0.255539254322796,-4.22760635230459,2.36190543515764e-05,4.45760090520159e-05,225.87074531983,197.396884838251,102.673117386027,96.7817384791456
"1252","nuoC",2659.05643250768,-0.443865628808513,0.105102363051357,-4.22317458829753,2.40885074444793e-05,4.54256917543255e-05,2964.2362981299,3168.26506943585,2335.8134205321,2167.91094193286
"1253","ydcU",28.060810924354,2.48499866302119,0.588533904497856,4.22235430113651,2.4176367836092e-05,4.55549915889969e-05,8.24808901448816,8.11220074677743,57.1702585444921,38.7126953916582
"1254","yliF",89.4154738132203,-1.57024815597447,0.372155920110804,-4.2193287036975,2.45030810281126e-05,4.61337913136952e-05,105.956220416886,163.145370574079,51.3365586930133,37.2237455689021
"1255","ddpA",33.0440187229025,2.22277169983485,0.527037919466007,4.21747964944715,2.47048107905027e-05,4.64765404592644e-05,10.1514941716777,12.6189789394316,51.3365586930133,58.0690430874873
"1256","ytfL",205.582793781479,0.90977133669156,0.215761000243163,4.21656988828493,2.48046436777404e-05,4.66272004165169e-05,145.293260332138,139.710123972278,264.849973257137,272.477817564364
"1257","puuA",122.506507578465,1.23731508739022,0.293618789769958,4.21401875663209,2.50866438512717e-05,4.71197821263743e-05,85.018763687801,59.4894721430345,166.843815752293,178.67397873073
"1258","zitB",186.049189073752,0.965346559240081,0.229300793716413,4.20995733854272,2.55418913618874e-05,4.79367293365787e-05,133.872829389,117.176233009007,241.515173851222,251.632520045778
"1259","sodA",7621.06886733107,-0.604565811334594,0.143673009556382,-4.20792891581589,2.57721905902393e-05,4.83305337438881e-05,10716.805503363,7675.94461772851,5958.54102830043,6132.98431993232
"1260","ydjX",57.4804571876207,1.65794995742415,0.394435667617812,4.20334694232223,2.62997008984603e-05,4.92806300168768e-05,28.5510773578436,26.1393135173939,93.3391976236605,81.8922402515847
"1261","uhpC",30.9532533811918,-2.61204072060012,0.62173549093571,-4.20120896857441,2.65493386577839e-05,4.97089520785311e-05,59.0055598728768,48.6732044806646,11.6673997029576,4.46684946826826
"1262","rsxE",53.7892004005772,-1.79994167298621,0.428483493545922,-4.20072581580859,2.66060647033178e-05,4.97756884029583e-05,85.6532320735309,82.0233631063051,22.1680594356194,25.3121469868535
"1263","yadH",267.459503309844,0.815384293844778,0.194136240925881,4.20006223441857,2.66841624154665e-05,4.98822703586036e-05,186.533705404578,201.002307392374,338.354591385769,343.947409056656
"1264","yfhB",223.906398107806,0.972033772928925,0.231823098703763,4.19299792973195,2.75291956645335e-05,5.14212270284522e-05,134.50729777473,168.553504405264,329.020671623403,263.544118627827
"1265","sdiA",230.5980881906,0.860553058292699,0.205289277166487,4.19190456593991,2.7662236390308e-05,5.1628885468393e-05,164.961780289763,162.244014935549,303.352392276897,291.834165260193
"1266","elbB",710.230145628868,0.57110038725615,0.136422650723659,4.18625781149044,2.83591221779588e-05,5.28877468105534e-05,551.987495584977,591.289298876222,856.387138197085,841.256649857188
"1267","rihB",24.5005812291415,2.71682973384075,0.649220318273823,4.18475771224226,2.85470418158063e-05,5.31961844728639e-05,8.24808901448816,3.6054225541233,38.50241901976,47.6463943281947
"1268","ybdR",52.883372521362,1.70962630619482,0.408739131990868,4.18268321378394,2.88088685921084e-05,5.36417497996592e-05,25.3787354291943,23.4352466018015,79.3383179801114,83.3811900743408
"1269","polB",106.935340729709,1.29750331799042,0.310821652665438,4.17443027814742,2.9873268710771e-05,5.55798167266591e-05,69.1570540445545,53.1799826733187,134.175096584012,171.22922961695
"1270","yagX",369.126455313611,-2.38355532597601,0.572974340977228,-4.15996870280574,3.18291206827773e-05,5.91720897102656e-05,638.275196044237,610.217767285369,161.010115900814,67.0027420240238
"1271","tmk",130.147894005408,-1.14603585519275,0.27594655941417,-4.15310796998435,3.27989886229204e-05,6.09271535316405e-05,189.706047333228,169.454860043795,84.0052778612944,77.4253907833164
"1272","entA",324.172602685337,-2.40143932451966,0.578354520210994,-4.15219254038781,3.29305016460742e-05,6.10753451581942e-05,761.99653126156,336.205653171998,106.173337296914,92.3148890108773
"1273","rbn",205.919724062738,0.934078531904202,0.224955413306593,4.15228297098653,3.29174878838065e-05,6.10753451581942e-05,128.797082303161,154.131814188771,257.849533435362,282.900466323656
"1274","plsC",192.253417831629,-0.950275688818202,0.22910613370348,-4.14775315464969,3.3575411940422e-05,6.22225648283644e-05,249.980543977564,256.886356981285,123.67443685135,138.472333516316
"1275","ybgI",641.228704794732,-0.612841847380291,0.148112179817942,-4.13768704325052,3.50824432969275e-05,6.49644302933693e-05,755.017379018531,797.699740099781,540.200606246935,471.997093813679
"1276","gyrB",1988.90879007431,-0.448574469208238,0.108601429978811,-4.13046558683214,3.62029287732468e-05,6.69867671109998e-05,2310.73386082814,2279.52840984446,1605.43419912696,1759.93869049769
"1277","hemF",80.2800540335221,-1.49280832287297,0.361831446251096,-4.12570089841506,3.69607374094892e-05,6.83353962598308e-05,123.721335217322,114.472166093415,50.1698187227175,32.7568961006339
"1278","sseB",442.452922237026,0.687937499463731,0.16698531381298,4.1197485201256,3.79286135828975e-05,7.00699973937567e-05,362.281448251749,314.573117847258,565.868885593442,527.088237255654
"1279","cusR",38.9524672917671,-2.10187901664382,0.513060697515186,-4.0967453301792,4.18999412382564e-05,7.73461776884467e-05,59.6400282586067,67.6016728898119,15.1676196138448,13.4005484048048
"1280","dgoT",39.5636597242143,2.09625805190406,0.511952093503258,4.09463713207907,4.2283009191814e-05,7.79923317983381e-05,17.1306464147062,11.7176233009007,49.0030787524218,80.4032904288286
"1281","barA",288.323157207099,-0.81847987507749,0.199982868942826,-4.09274994105365,4.26287355713869e-05,7.8568653149137e-05,337.537181208285,399.300547869156,206.512974742349,209.941925008608
"1282","ymdC",109.289217156176,1.17924439972968,0.288260786576126,4.09089426881953,4.2971301597355e-05,7.9138255125862e-05,64.0813069587157,69.4043841668736,145.84249628697,157.828681212145
"1283","gatY",18.8290289728161,3.02447959432297,0.739855613523248,4.08793221142186,4.35235283373384e-05,8.00927906503944e-05,3.17234192864929,4.50677819265413,40.8358989603515,26.8010968096095
"1284","rimK",170.569311932183,-1.02806933376481,0.252316611182757,-4.07452101130259,4.61091503824818e-05,8.4784816240685e-05,234.753302720048,222.634842717114,96.8394175345478,128.049684757023
"1285","gcp",279.43830620049,-0.784941233129642,0.192752640727328,-4.07227226650574,4.65567121670536e-05,8.5541165312384e-05,352.764422465801,355.134121581145,208.84645468294,201.008226072072
"1286","yadG",203.743971131254,-0.901287536927376,0.222577913191447,-4.04931254860021,5.13683037587808e-05,9.43083710532515e-05,255.690759449133,275.814825390433,143.509016346378,139.961283339072
"1287","nuoB",1826.29523729034,0.466275607879477,0.115352670352186,4.0421743723477,5.29578264807494e-05,9.71510709565262e-05,1558.88882373826,1508.8693389006,2254.1416226114,1983.28116391111
"1288","glxK",80.2691208164248,1.41626694142426,0.350401481904386,4.04184061587593,5.30332759617828e-05,9.72139476287029e-05,36.1646979866019,51.3772713962571,124.841176821646,108.693337061194
"1289","adhP",83.2436428532557,1.40805928079715,0.348614354508145,4.03901693257513,5.36756907126455e-05,9.83152100640466e-05,53.929812787038,36.054225541233,128.341396732533,114.649136352219
"1290","ftsE",336.336363357169,-0.728354611519473,0.180384445797352,-4.03779055505551,5.39569937417457e-05,9.87538466854741e-05,432.072970682033,407.412748615933,260.183013375954,245.676720754754
"1291","gatD",33.3640614491382,2.16063634661876,0.536611630017521,4.0264433824295,5.66268663596587e-05,0.000103560055364178,12.0548993288673,11.7176233009007,66.5041783068581,43.1795448599265
"1292","ybhR",61.1723927732161,1.5295503985723,0.380025552485748,4.02486198248382,5.70087406708656e-05,0.00010417773740241,29.1855457435735,33.3501586256406,89.8389777127732,92.3148890108773
"1293","holB",137.521701070561,-1.10600432524679,0.275124191702654,-4.02001844476884,5.81935851386234e-05,0.000106260676343612,202.395415047825,173.060282597919,79.3383179801114,95.2927886563895
"1294","ydiD",55.617934801673,1.68090169681619,0.418497032830011,4.01651998689069,5.90638568277278e-05,0.000107766434289231,20.3029883433555,32.4488029871097,86.3387578018859,83.3811900743408
"1295","yfjB",207.633586001831,0.860505037494328,0.21493952475739,4.00347510987386,6.24187709338333e-05,0.000113799782374348,143.389855174948,151.427747273179,270.683673108615,265.033068450583
"1296","tehA",98.2883766576689,1.21420587798569,0.304931991074592,3.98189076097522,6.83692033830251e-05,0.000124552229311205,63.4468385729858,54.0813383118495,134.175096584012,141.450233161828
"1297","ygeW",22.2391194649187,2.65408921183215,0.668416391151514,3.97071233884587,7.16580579729555e-05,0.000130443080088009,7.6136206287583,3.6054225541233,42.0026389306472,35.7347957461461
"1298","frmC",296.471914497406,0.922973960494579,0.232837825195949,3.96402070719324,7.36978556028681e-05,0.000134052879105063,243.001391734536,164.04672621261,350.021991088727,428.817548953753
"1299","dnaC",96.8485470767287,-1.31279950427076,0.331196845118928,-3.96380437681812,7.37647068118421e-05,0.000134071187669561,140.851981632029,135.203345779624,44.3361188712387,67.0027420240238
"1300","yggS",208.330727381325,-0.866469418393702,0.218752836412862,-3.9609516959971,7.46516345659344e-05,0.000135578853238593,264.573316849351,274.012114113371,145.84249628697,148.894982275609
"1301","yfbT",1040.35568514913,-0.477014477728083,0.120649712455433,-3.95371416988903,7.69473244531481e-05,0.000139640763285075,1209.93121158684,1212.32333382396,878.555197632704,860.612997553017
"1302","trmE",247.081350571622,-0.817973856917096,0.207027688081038,-3.95103604014992,7.78136041065527e-05,0.000141104392700131,315.33078770774,316.37582912432,191.345355128504,165.273430325925
"1303","csgG",62.5456653436344,1.5033394256415,0.38060062026759,3.94991323078912,7.81795293107173e-05,0.000141659147124024,29.8200141293033,35.1528699027022,100.339637445435,84.8701398970969
"1304","yegS",42.1108472793918,1.8541823362493,0.471022803366028,3.93650227334839,8.26778374419232e-05,0.000149695072239556,14.5927728717867,21.6325353247398,71.1711381880411,61.0469427329995
"1305","entC",266.978447338487,-2.3773349983652,0.604294151173152,-3.93406918427052,8.35197259315984e-05,0.000151103504156708,635.737322501318,266.801269005124,80.5050579504072,84.8701398970969
"1306","yieH",121.138346027903,-1.117129098972,0.284250586847032,-3.930085462139,8.49156743333778e-05,0.000153511414319376,158.617096432465,173.961638236449,80.5050579504072,71.4695914922921
"1307","queC",250.25747137073,-0.803517532980274,0.204875426507109,-3.92198101392308,8.78239139432691e-05,0.000158647483412439,302.641419993142,334.402941894936,180.844695395842,183.140828198999
"1308","serS",4086.09171438736,0.362729662082664,0.0925271743534187,3.92025007374779,8.84571303007234e-05,0.000159669177859333,3521.93400918644,3627.95644508657,4571.28720361877,4623.18919965765
"1309","queF",358.795870289656,-0.680219657494328,0.173548185025721,-3.91948586148287,8.87380664504618e-05,0.00016005391511806,439.686591310792,444.368329795697,274.183893019503,276.944667032632
"1310","cbpA",258.007762103522,0.830802948496202,0.212071771592387,3.91755556271322,8.94514319721742e-05,0.000161217428157483,167.499653832683,204.607729946497,354.68895096991,305.234713664998
"1311","pqiB",390.783037556178,-0.68464312054618,0.17492825797815,-3.91385090356127,9.08357359569984e-05,0.000163587469561002,453.010427411119,511.068647046978,289.351512633348,309.701563133266
"1312","sucB",8600.60910176776,0.407725173149399,0.104189619643814,3.91329937227205,9.10435466425374e-05,0.000163836748188286,7642.17170611614,7143.24343535679,10480.8251531668,9136.19611243134
"1313","sgbU",18.0426850146968,2.99283224026184,0.765100975317044,3.91168268870872,9.16552849564283e-05,0.000164811978508855,4.44127870010901,2.70406691559248,23.3347994059151,41.6905950371704
"1314","yhiR",64.5031677162222,-1.5423506961598,0.394460111080697,-3.91002956403941,9.22848254943721e-05,0.000165817711561806,107.859625574076,84.7274300218976,32.6687191682812,32.7568961006339
"1315","kbaZ",36.6357876819308,1.96751509743559,0.503301827786785,3.90921508488759,9.25964938914231e-05,0.000166251195496312,17.1306464147062,11.7176233009007,53.6700386336048,64.0248423785117
"1316","pgpB",198.183817209944,0.857334680422324,0.219326408022529,3.9089441538397,9.27003884564859e-05,0.000166311259229303,142.755386789218,138.808768333747,262.516493316545,248.654620400266
"1317","yfdV",28.8202436764239,2.2570190093724,0.579222509000251,3.89663553177182,9.75382339842301e-05,0.000174857836322526,6.97915224302844,12.6189789394316,52.503298663309,43.1795448599265
"1318","ybaT",60.1415129638903,-1.57550737456522,0.404796875674126,-3.89209371228833,9.93828403383114e-05,0.00017802950382303,83.7498269163413,97.3464089613292,32.6687191682812,26.8010968096095
"1319","yeiC",13.9966540777339,3.58816959403473,0.923561839461649,3.88514276004117,0.000102269774586939,0.000183062121152208,2.53787354291943,0.901355638530826,36.1689390791684,16.3784480503169
"1320","yrbC",683.741166861228,-0.532021636414948,0.13698181537696,-3.8838851343215,0.000102800487607794,0.00018387269033485,807.678255034109,809.417363400682,556.534965831076,561.334083179044
"1321","umuC",77.5338929641874,1.30120661171697,0.336507492712465,3.86679833256732,0.000110273543561019,0.000197089959384986,43.1438502296304,45.9691375650721,110.840297178097,110.18228688395
"1322","hscA",1030.9453366168,-0.585396053863452,0.151520484694326,-3.8634779650053,0.000111783981090149,0.000199638411008958,1393.29257506277,1080.72541059846,824.8851589991,824.878201806871
"1323","ydcW",101.26636355851,1.15010787807758,0.29811636983409,3.85791588270595,0.000114357988617866,0.000204081036377009,61.5434334157963,63.9962503356886,147.009236257265,132.516534225292
"1324","yejF",138.475573508856,-1.09452885538497,0.284305700831509,-3.84983084118189,0.000118199428781976,0.000210777078062118,199.223073119175,179.369772067634,103.839857356322,71.4695914922921
"1325","yghA",24.2986794202611,2.44516886595655,0.635478613761347,3.8477594886849,0.000119202991171289,0.000212406235588992,9.51702578594787,4.50677819265413,38.50241901976,44.6684946826826
"1326","yqhC",109.838421729345,1.13747176478653,0.295654438646719,3.84730149830665,0.000119425967757975,0.000212643069288521,73.5983327446636,63.0948946971578,165.677075781997,136.98338369356
"1327","folC",570.237934329581,-0.561139603035268,0.145897346305521,-3.84612617874623,0.000119999983257509,0.000213504114899005,673.17095725938,686.832996560489,460.862288266824,460.08549523163
"1328","yafJ",337.293019488639,0.681614210686332,0.177344192355642,3.84345380377293,0.000121314843748121,0.000215680983500989,250.615012363294,267.702624643655,425.860089157951,404.994351789655
"1329","ftsZ",3857.97260473793,-0.35870903371001,0.0934785683084033,-3.83733983308946,0.00012437430214879,0.000220953895690966,4277.5858565907,4394.10873783778,3411.54767314479,3348.64815137844
"1330","ptsA",44.5848881006858,1.7441192599795,0.455187129859418,3.83165328184511,0.000127285033640449,0.00022595486047,17.1306464147062,23.4352466018015,61.8372184256751,75.9364409605604
"1331","kdtA",254.027692711305,-0.797595989563905,0.208396633206884,-3.82729786604613,0.000129557698803201,0.000229816473985243,344.516333451313,301.052783269296,194.845575039391,175.696079085218
"1332","yfdC",47.3300417405959,1.77987365338253,0.465333455866814,3.82494237399505,0.000130802678394904,0.000231850693461237,14.5927728717867,27.9420247944556,72.3378781583369,74.4474911378043
"1333","fepC",87.2362400359354,-1.53856634818017,0.402738162962746,-3.82026460284195,0.000133308581948049,0.000236115200284579,168.768590604142,91.9382751301442,52.503298663309,35.7347957461461
"1334","yibH",42.2144611130002,1.7618297380967,0.463440120478773,3.80163404125775,0.000143744937701905,0.000254409143863716,16.4961780289763,21.6325353247398,71.1711381880411,59.5579929102434
"1335","ycjX",206.616150482448,0.818910087595034,0.215614980068113,3.79802037565451,0.000145856336132094,0.00025795266637294,154.175817732356,144.216902164932,266.016713227432,262.055168805071
"1336","ybhH",12.8604389673245,3.46468763350846,0.913319291214291,3.79351193699416,0.000148531487121563,0.000262487156507492,2.53787354291943,0.901355638530826,25.6682793465066,22.3342473413413
"1337","fruB",220.145991568144,-0.831269299024671,0.219186013525794,-3.79252893764979,0.000149120866981656,0.000263331613271272,300.103546450223,264.097202089532,164.510335811702,151.872881921121
"1338","yddW",230.087628757617,0.786441465474429,0.207391304200846,3.79206576912601,0.000149399332825288,0.000263626176980946,161.789438361114,175.764349513511,283.517812781869,299.278914373973
"1339","solA",601.057304911744,-0.598493641083159,0.15809066399426,-3.78576208083286,0.000153238235558971,0.000270198262998306,782.299519604915,666.10181687428,501.698187227175,454.129695940606
"1340","mdtH",48.6240955886638,1.62428718877275,0.429462677236522,3.7821381807253,0.000155487004078109,0.000273958818379414,26.0132038149242,20.731179686209,68.8376582474496,78.9143406060725
"1341","yeaT",84.5245223820487,1.24310240749113,0.329656367110041,3.77090367884864,0.00016265745161477,0.000286379003178576,44.4127870010901,55.8840495889112,120.174216940463,117.627035997731
"1342","ydhV",36.5087676094758,1.85713978443082,0.493495103186843,3.76323852544425,0.000167727084470886,0.000295084684378361,16.4961780289763,14.4216902164932,63.0039583959708,52.113243796463
"1343","pphA",47.7600640942239,1.59550670360693,0.425576934671608,3.74904411781172,0.000177509859747658,0.000312063126481176,23.4753302720048,23.4352466018015,71.1711381880411,72.9585413150482
"1344","rspB",106.845730689936,1.09044526286784,0.291568941454403,3.73992256318004,0.000184076954772585,0.000323367329031305,66.6191805016351,69.4043841668736,136.508576524603,154.850781566633
"1345","tldD",662.216401390302,-0.525181697090762,0.140434323876461,-3.73969612694372,0.000184242847336467,0.000323418113428549,784.202924762105,779.672627329164,562.368665682554,522.621387787386
"1346","rssB",209.525649705642,0.827645117403145,0.221705826090957,3.733077889724,0.000189154068867935,0.000331792538333726,147.196665489327,155.033169827302,291.684992573939,244.187770931998
"1347","rffM",100.362654030955,-1.14317688085426,0.306411035517029,-3.73086066866128,0.000190826743400983,0.000334478055805287,137.045171317649,139.710123972278,60.6704784553793,64.0248423785117
"1348","sapF",84.9080648214443,-1.23860278601693,0.332418534144384,-3.72603407690545,0.000194516118601366,0.000340691807134886,119.280056517213,119.8802999246,51.3365586930133,49.1353441509508
"1349","cadA",71.3190711715323,1.32130145887314,0.356910476053108,3.70205288868161,0.000213862021857245,0.000374298171686402,36.1646979866019,45.0677819265413,96.8394175345478,107.204387238438
"1350","yehZ",36.5534988495361,1.80606976359225,0.487989513646465,3.70104215989506,0.000214715794003191,0.000375514066401137,16.4961780289763,15.323045855024,54.8367786039005,59.5579929102434
"1351","ybgJ",412.124269721843,-0.621889305811241,0.168203315558706,-3.6972476062411,0.00021794973621658,0.000380887732944001,523.436418227133,475.915777144276,329.020671623403,320.124211892558
"1352","gcvA",229.488522573003,0.773060575192474,0.210046786322222,3.68042086588539,0.000232849315172158,0.00040662517242712,173.844337689981,164.04672621261,271.850413078911,308.21261331051
"1353","mltA",1008.74676017872,0.444744562952041,0.120848012259696,3.68019758567735,0.000233053301602698,0.000406680595036194,844.477421406441,864.400057351062,1163.23975038487,1162.8698115725
"1354","cvrA",184.395914927139,-0.865078835532333,0.23539902407938,-3.67494656749561,0.000237899197419872,0.000414830136712199,228.408618862749,247.872800595977,121.340956910759,139.961283339072
"1355","yedQ",149.184011374281,0.941450427962772,0.256489876196129,3.67051691055002,0.00024206045389402,0.000421463666403968,112.300904274185,91.0369194916134,198.345794950279,195.052426781047
"1356","napC",137.989492379737,1.17684383246018,0.320615898079276,3.67057229385797,0.000242008007407923,0.000421463666403968,60.2744966443365,109.06403226223,172.677515603772,209.941925008608
"1357","ygcF",434.524834531594,0.617820500335562,0.168328799980876,3.67031963874127,0.000242247351575411,0.000421478258710056,315.965256093469,370.457167436169,532.033426454865,519.643488141874
"1358","yhiQ",43.2950219292715,-1.74365959753142,0.475966832066988,-3.6634056830372,0.000248883885072736,0.000432706077066812,73.5983327446636,60.3908277815653,19.8345794950279,19.3563476958291
"1359","endA",31.3894310149662,-2.07067764651238,0.565621507335463,-3.66088916290853,0.000251341477968862,0.000436657269672173,48.2195973154692,54.0813383118495,12.8341396732533,10.4226487592926
"1360","rnt",52.1464668589687,-1.59104527332365,0.436645250273627,-3.64379384025501,0.000268648630460002,0.000466381923908871,87.5566372307204,69.4043841668736,23.3347994059151,28.2900466323656
"1361","acrF",178.008102205536,0.834630049138658,0.229439043179301,3.63769843864985,0.000275085236081242,0.000477205174421611,125.624740374512,129.795211948439,222.847334326489,233.765122172705
"1362","nth",52.8174823967533,-1.84583434741792,0.508176723648856,-3.63226858200883,0.000280940488465363,0.000487004767449869,95.8047262452086,71.2070954439352,33.8354591385769,10.4226487592926
"1363","hemX",810.008385847735,-0.48245255390049,0.132841606525717,-3.63178801068693,0.000281464296316612,0.000487554808219752,979.619187566901,908.566483639072,674.375702830947,677.472169354019
"1364","ybcH",36.5786723195681,1.7909305821178,0.493824963342367,3.62665056459722,0.00028712142847864,0.000496989510731721,18.3995831861659,13.5203345779624,54.8367786039005,59.5579929102434
"1365","trmA",276.57044785343,-0.715410527001342,0.197345264473328,-3.62517199949348,0.00028876919510819,0.000499475508901419,361.646979866019,326.290741148159,215.846894504715,202.497175894828
"1366","plsB",1228.57570959444,0.429457629406142,0.118507856078895,3.62387476759547,0.000290222169243401,0.000501621187103711,1076.05838219784,1017.6305159013,1453.75800298851,1366.85593729009
"1367","mdtB",47.6626549069298,-1.6202955227154,0.448040799231954,-3.61640173281757,0.000298726646814936,0.000515942657739622,70.4259908160143,73.9111623595277,21.0013194653236,25.3121469868535
"1368","uxaB",145.299196783658,0.90937735018477,0.251563018243187,3.6149087275844,0.000300453454956454,0.000518545765462126,104.052815259697,97.3464089613292,193.678835069096,186.118727844511
