"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_batch1","IAI1_batch2","IAI1_chemostat1","IAI1_chemostat2"
"32","add","add",580,252.125427399589,1.05164878391951,0.186505634485854,5.63869711935847,1.71341604573489e-08,6.97478497237944e-08,171.788847781525,154.405520954556,350.539916074015,331.767424788259
"33","adhE","adhE",140,5580.10361420556,-1.2736379210936,0.0823489552247617,-15.4663519120231,5.85314117425017e-54,9.87090450886046e-53,7906.98068231578,7888.22591262573,3181.06783652214,3344.14002535857
"34","adhP","adhP",1982,72.6834111306844,0.205397245929703,0.325033785831603,0.631925833199744,0.527435341972232,0.628292049645025,79.7926342154626,54.1773757735284,74.5306830905032,82.2329514432436
"35","adiA","adiA",1557,22.8802103140827,0.778786548138371,0.52597967495779,1.48064000419953,0.138702529233602,0.210325415234769,17.8360005893387,14.8987783377203,29.4846658380013,29.3013964912707
"36","adiC","adiC",1948,10.3831682545631,0.507598733075618,0.73561951284608,0.690028913332846,0.490176004995679,0.594099357184188,12.2035793506002,4.06330318301463,13.9233144235006,11.3424760611371
"37","adiY","adiY",1485,7.11338319595157,1.39265251028732,0.833592830999975,1.67066277263529,0.0947883059682802,0.150703831913205,3.75494749249236,2.70886878867642,10.6472404415005,11.3424760611371
"38","adk","adk",897,3780.05441394416,-0.376599273205302,0.102864008583995,-3.66113744145783,0.000251098004967908,0.000660916822440614,3982.12181578814,4563.08947452543,3090.97580201713,3484.03056344593
"39","adrB","yoaD",1720,49.7006290170745,0.439845276538984,0.399184148681541,1.10186057735945,0.270522289701827,0.371339026736054,29.1008430668158,55.5318101678666,56.5122761895024,57.6575866441133
"40","aegA","aegA",1321,72.4254648194197,0.664710169596942,0.318585417368471,2.08644254682928,0.036938554366719,0.0660196266917666,50.6917911486468,60.9495477452194,83.5398865410036,94.5206338428088
"41","aer","aer",2246,127.573596013167,0.0523459850962765,0.258037219555614,0.202862149834142,0.839242779167687,0.882213803034243,107.954740409155,143.57004579985,142.509218217006,116.260379626655
"42","aes","aes",427,142.770890581465,1.76329914272524,0.246254381724719,7.16047824357652,8.03960894943867e-13,4.44532007719548e-12,65.7115811186163,62.3039821395576,228.50616024451,214.561838823176
"43","agaC","agaC",2187,12.6982807589022,0.193975785225645,0.675778860281002,0.287040327282487,0.774081442152801,0.835506693608493,7.50989498498471,16.2532127320585,14.7423329190006,12.2876823995651
"44","agaD","agaD",1627,17.6743300207965,0.76672439392992,0.585612981460995,1.30926809719464,0.190443552281506,0.276453535925486,13.1423162237233,12.1899095490439,24.5705548650011,20.7945394454179
"45","agaI","agaI",1955,17.7763957889306,-0.393521274151139,0.583659086394117,-0.674231384937976,0.500164219159003,0.604034640119901,17.8360005893387,23.0253847037496,12.2852774325005,17.9589204301337
"46","agaR","agaR",2253,421.866325690214,0.0327670609480184,0.166826986281086,0.196413432133872,0.844286583699595,0.884758377325674,359.536222406143,476.76090680705,432.441765624019,418.726407923643
"47","agaS","agaS",2082,16.2661251490985,0.265766905131802,0.600435169939676,0.442623814255423,0.658037856700029,0.746218722223232,16.8972637162156,12.1899095490439,18.0184069010008,17.9589204301337
"48","agp","agp",13,2267.50145546611,3.97949694657191,0.113009302881606,35.2138881056636,1.22576570725292e-271,2.22617910371089e-269,252.520218870111,287.1400915997,4264.62930606868,4265.71620532596
"49","ahpF","ahpF",1146,2516.36142065317,-0.249280977506358,0.0957556418238066,-2.60330329115273,0.00923302346022831,0.0190219619455489,2686.66493087828,2780.65381157634,2185.96036448959,2412.16657566848
"50","aidB","aidB",2329,110.719672952869,-0.0131658852854652,0.262169132494555,-0.0502190519539468,0.959947829444748,0.973137323022349,122.974530379125,98.8737107866893,111.386515388005,109.643935257658
"51","ais","ais",2341,126.825569315431,0.00818416468043159,0.249534058422779,0.0327977861305224,0.973835843676391,0.983189558569671,137.055583475971,115.126923518748,117.119644856505,138.000125410501
"52","alaS","alaS",650,11736.9905105253,-0.416773755895222,0.0828170633128336,-5.03246238424198,4.84219638355292e-07,1.75883471716438e-06,13444.5894968689,13400.7738975822,9589.06854531441,10513.5301023356
"53","aldA","aldA",2,5145.06450092818,4.2032005003804,0.0954009160474494,44.0582823994044,0,0,544.467386411392,506.55846348249,9611.18204469292,9918.05010912592
"54","aldB","aldB",211,179.65942482328,3.1366102731365,0.262685822364284,11.9405388722759,7.27503297268201e-33,8.14045158696787e-32,34.7332643055543,36.5697286471317,350.539916074015,296.79479026642
"55","alkB","alkB",2284,23.5742764912176,-0.0787338577090513,0.512707980264034,-0.153564720542296,0.877952955841747,0.907551194720825,21.5909480818311,27.0886878867642,22.932517874001,22.6849521222741
"56","allB","allB",881,78.2434568972214,1.18466243467926,0.317279949848047,3.7338080620809,0.000188606248959758,0.000505447620651519,43.1818961636621,51.468506984852,98.2822194600042,120.041204980367
"57","allC","allC",682,91.9101447776533,1.44831580074957,0.298866910019094,4.84602260135468,1.25961172986592e-06,4.36062066600212e-06,45.9981067830314,51.468506984852,148.242347685506,121.931617657223
"58","allD","allD",895,39.6132295868868,1.61018836597414,0.438596951670532,3.67122562033603,0.000241390129089482,0.00063678446344164,15.0197899699694,23.0253847037496,58.9693316760025,61.4384119978257
"59","allR","allR",709,861.940780304165,-0.568373877754272,0.120141769702432,-4.73085987631132,2.2357080783172e-06,7.44500250057392e-06,1041.99792916663,1018.53466454233,732.202534977032,655.027992530665
"60","alr","alr",573,356.617787352395,-0.894712027574203,0.157559320203058,-5.67857253015005,1.35823439463391e-08,5.59649459987898e-08,469.368436561545,459.153259680653,246.524567145511,251.424886021871
"61","alx","alx",1079,44.6009472050112,-1.15215474274982,0.402103335062694,-2.86532003662736,0.00416587985103851,0.00911551652298602,59.1404230067546,65.012850928234,22.113499378501,32.137015506555
"62","amiA","amiA",1072,362.390980875849,-0.467106860701882,0.161193682257134,-2.89779881048165,0.0037579157018185,0.00827652889178496,432.757698509744,409.039187090139,325.150342713514,282.616695189998
"63","amiB","amiB",1419,470.411369777515,-0.261387437593212,0.141463806864737,-1.84773365984094,0.0646408820775776,0.107552588150219,508.795385232714,517.393938637196,416.880414209518,438.575741030633
"64","amiC","amiC",441,665.978616626273,-0.962604635967311,0.137490258358499,-7.0012570160234,2.53676085396053e-12,1.35811618507955e-11,803.558763393364,960.29398558579,458.65035748002,441.411360045917
"65","amn","amn",2326,357.482928669966,0.0101404428491268,0.16650829667797,0.0609005259884354,0.951438430547064,0.965297486823683,385.82085485359,325.06425464117,339.073657137015,379.972948048091
"66","ampE","ampE",713,378.477847568416,0.732099642413889,0.155346765677323,4.71268030088611,2.44479598750486e-06,8.09560073842774e-06,275.988640698188,292.557829177053,477.487782876521,467.877137521903
"67","ampG","ampG",1190,193.838472137167,-0.53322763918175,0.216432150913176,-2.46371732171927,0.0137504508763839,0.0272813567387751,261.907587601342,196.39298717904,162.984680604507,154.068633163778
"68","ampH","ampH",1805,214.886121595206,0.190497418819665,0.198563249485533,0.959379035713982,0.337367832381181,0.441288339197766,218.72569143768,181.49420884132,233.42027121751,225.904314884313
"69","amtB","amtB",943,107.936708666955,-0.939268038547036,0.273419734038301,-3.43526059613335,0.000591984262113609,0.00148215783971392,122.974530379125,162.532127320585,75.3497015860032,70.8904753821066
"70","amyA","amyA",898,164.840937811385,0.801815965917008,0.219118668806532,3.6592772778524,0.000252927557098691,0.000664991049342994,123.913267252248,115.126923518748,210.487753343509,209.835807131035
"71","anmK","anmK",421,527.300058601457,0.995062522683863,0.137997405640303,7.21073355014759,5.56512569275588e-13,3.11356913758214e-12,354.842538040528,348.08963934492,694.52768418403,711.74037283635
"72","ansA","ansA",1854,341.249156225527,-0.139241897948229,0.159549198121876,-0.872720763170903,0.382815297636935,0.487501034369366,367.046117391128,348.08963934492,321.874268731514,327.986599434546
"73","ansB","ansB",909,96.5998972480723,1.01691072028671,0.28524193367847,3.56508142815003,0.000363743240549472,0.000944772047235758,62.895370499247,63.6584165338958,117.119644856505,142.726157102641
"74","ansP","ansP",350,291.195521114625,-1.46513062403836,0.174793122518572,-8.38208393400996,5.19987317263076e-17,3.50768587445178e-16,416.799171666652,440.191178159918,155.613514145007,152.178220486922
"75","apaH","apaH",1306,251.865289995241,-0.394896526942114,0.18537871522173,-2.1302150382787,0.0331538640741883,0.0599074842674367,293.824641287527,279.013485233671,234.23928971301,200.383743746755
"76","aphA","aphA",92,452.858928387764,3.45908319340095,0.186991813564633,18.4985809135721,2.11982289266281e-76,5.44011070606184e-75,62.895370499247,88.0382356319836,829.665735941536,830.836371478289
"77","appA","appA",2193,60.2363003103757,0.0943557629916795,0.337152887437446,0.279860462441349,0.779584561950413,0.839306498296819,58.2016861336315,58.240678956543,63.0644241535027,61.4384119978257
"78","appB","cbdB",2248,32.7729821940229,0.0883290741875611,0.442682454078329,0.199531455050468,0.841847040437011,0.883416495727157,30.9783168130619,32.506425464117,33.5797583155015,34.0274281834112
"79","appC","cbdA",934,122.342552954326,0.899393983257981,0.258682066314138,3.47683160287492,0.000507376379691967,0.00128256491697295,73.221476103601,97.5192763923511,158.889588127007,159.739871194347
"80","aqpZ","aqpZ",1696,73.9182411683331,-0.372090192879837,0.321466108603416,-1.15747876034694,0.247076812067043,0.343955396987199,93.8736873123089,73.1394572942633,72.8926460995032,55.7671739672572
"81","araA","araA",518,85.8271128091812,1.98334548829904,0.320518851987216,6.18792147794836,6.09626798846221e-10,2.77862716616975e-09,39.4269486711698,27.0886878867642,135.957070253006,140.835744425785
"82","araC","araC",208,726.488386664583,1.56477159996251,0.130283211362852,12.0105390678808,3.12799369411196e-33,3.53693982363437e-32,353.903801167405,379.241630414699,1130.24552379005,1042.56259128618
"83","araD","araD",1099,15.8649428909131,1.87759999783903,0.669636136248705,2.80391080498931,0.00504868698212744,0.0108461783119226,2.81621061936927,9.48104076036747,23.751536369501,27.4109838144145
"84","araE","araE",1727,334.564818924644,-0.180339694961409,0.16634537388749,-1.08412810495941,0.278308003110821,0.380477820118499,327.619168719958,384.659367992051,311.227028290013,314.753710696553
"85","araF","araF",43,708.235851381207,5.49917052665764,0.225325527190066,24.4054483983033,1.49693809079354e-131,8.21923449386873e-130,31.917053686185,25.734253492426,1403.79770128706,1371.49439705916
"86","araG","araG",98,360.371856724629,3.80508244839572,0.213045858084775,17.8603915729806,2.39950032430943e-71,5.78083700581078e-70,50.6917911486468,41.9874662244845,650.300685427028,698.507484098357
"87","araH","araH",183,188.330171905228,3.55588379361332,0.270472667383154,13.1469247078339,1.77237510612622e-39,2.28665444019891e-38,27.2233693205696,29.7975566754406,333.340527668514,362.959233956386
"88","araJ","araJ",1791,107.243545681357,-0.265072690407434,0.268665403459292,-0.986627556039598,0.323825256228471,0.426885220522289,105.138529789786,130.025701856468,104.015348928504,89.7946021506683
"89","arcA","arcA",368,3001.57704005456,0.76855656209147,0.0946028400539599,8.12403265750899,4.50944344178963e-16,2.89315107773514e-15,2098.0769114301,2343.1715022051,3830.54950345367,3734.51024312937
"90","arcB","arcB",516,1050.34386089984,0.692336554643214,0.111803270647654,6.19245350008679,5.92348279483443e-10,2.71033776717133e-09,778.212867819041,827.559414940646,1269.47866802505,1326.12449281461
"91","argA","argA",97,4944.96112462227,-1.64280642522363,0.0905585573382304,-18.1408193053237,1.5175198871322e-73,3.69367469434962e-72,7483.61035253727,7504.92097902802,2257.2149735981,2534.0981933257
"92","argB","argB",155,1665.75417082262,-1.67890788694637,0.11417305073885,-14.7049402296043,5.992380898796e-49,9.12774922713377e-48,2598.42366480471,2481.3238104276,717.460202058031,865.809006000128
"93","argC","argC",76,2355.52006584773,-1.86968543327033,0.0923743931351867,-20.2403000421785,4.32528170232225e-91,1.34368290778722e-89,3689.23591137374,3712.50467488103,1003.29765698754,1017.04202014862
"94","argD","argD",118,2844.2814279361,-1.5170619735296,0.0905270796200323,-16.7581013316362,4.94154440527e-63,9.88727656003598e-62,4256.23298274009,4178.43010653338,1429.18727464756,1513.27534782337
"95","argE","argE",171,1323.92155871559,-1.52522718802799,0.109660374099239,-13.9086447639482,5.61329818483327e-44,7.75029065169085e-43,2046.44638340833,1885.37267691879,656.852833391028,707.01434114421
"96","argG","argG",51,9436.78123704635,-2.06260045630234,0.0904326315598654,-22.8081437057035,3.80666659091363e-115,1.76226271002884e-113,14704.3743806001,15766.9707844911,3425.95436667665,3849.8254164176
"97","argH","argH",68,3479.15832685128,-1.88741506163894,0.0897993806289278,-21.0181300630367,4.4772798785007e-98,1.5545379107559e-96,5573.28081573178,5386.58558628306,1428.36825615206,1528.39864923822
"98","argI","argI",316,1102.30840087557,-1.01065067578318,0.110639712616688,-9.13461045659605,6.56426699034254e-20,4.90450454563251e-19,1453.16467959454,1495.29557134938,702.71786913903,758.055483419326
"99","argK","argK",2214,12.5771255568693,-0.172348505653879,0.683318561529247,-0.252222777716103,0.80086887302021,0.853657521083844,9.38736873123089,17.6076471263967,8.19018495500035,15.1233014148494
"100","argO","argO",2267,113.006754420969,0.0459601359448146,0.25505725045885,0.180195371282847,0.856999192137235,0.892912736374921,116.403372267263,105.64588275838,114.662589370005,115.315173288227
"101","argP","argP",1192,479.485617936742,-0.344115781374911,0.139820185272751,-2.46113092114443,0.0138499815854585,0.0274327235933453,530.386333314545,543.128192129622,420.975506687018,423.452439615783
"102","argS","argS",485,2404.1080883493,-0.601561268408327,0.0929099409560845,-6.47467065653034,9.5018964175321e-11,4.62556235913264e-10,2802.12956627242,2997.36331467046,1894.38978009158,1922.54969236273
"103","arnT","arnT",497,231.431989659808,1.22178355698272,0.192882832642035,6.33433022652765,2.38374481679387e-10,1.13239869465802e-09,137.055583475971,139.506742616836,332.521509173014,316.644123373409
"104","aroA","aroA",91,3472.46873857943,-1.78036498989986,0.0960152404575038,-18.54252493059,9.37166770695461e-77,2.43148433583734e-75,5372.39112488344,5390.64888946607,1459.49095898106,1667.34398098715
"105","aroB","aroB",499,3461.67733095648,-0.600457748209235,0.0951233870910801,-6.31240924625928,2.74724571438666e-10,1.29984912458255e-09,3940.81739337073,4407.32951917653,2666.72422134811,2831.83818993055
"106","aroC","aroC",671,1312.00248816815,-0.533436238646438,0.108408762164817,-4.92060077058568,8.62789631989178e-07,3.03583654415268e-06,1635.27963298042,1468.20688346262,1086.83754352855,1057.68589270103
"107","aroD","aroD",2101,337.642551457204,0.0678593916323992,0.167156595532543,0.405962991865243,0.684769792769489,0.769510462031777,358.59748553302,299.330001148744,344.806786605515,347.835932541536
"108","aroE","aroE",752,500.158108656949,-0.630843977799031,0.141842889696069,-4.44748396730184,8.68819414540102e-06,2.7277694650654e-05,575.445703224454,642.001902916311,389.033785362517,394.151043124513
"109","aroF","aroF",86,3622.72063547068,-1.68973290324925,0.0894420288853051,-18.8919339633503,1.32887005039657e-79,3.64821184765848e-78,5571.40334198554,5494.94033783012,1643.77012046857,1780.76874159852
"110","aroG","aroG",65,5202.93720103079,-1.86268577461268,0.0878744091741228,-21.1971356862471,1.01488245370461e-99,3.68636534337935e-98,8167.01079617088,8163.17609467639,2132.72416228209,2348.8377509938
"111","aroH","aroH",334,283.971374575817,-1.58565733097312,0.180623697814189,-8.77878899702472,1.65244207682541e-18,1.16808854592359e-17,446.838751606591,406.330318301463,134.319033262006,148.39739513321
"112","aroM","aroM",850,109.885263604283,-1.04826691302053,0.266834185838367,-3.92853303157907,8.54656130691424e-05,0.000237393308772053,135.178109729725,162.532127320585,67.1595166310029,74.6713007358189
"113","aroP","aroP",1265,4592.25071788478,-0.191655245641785,0.0852916865762256,-2.24705658118862,0.0246364112959899,0.0459814759445313,4858.90205528511,4935.55893296844,4143.41456873468,4431.12731455087
"114","arsB","arsB",2318,42.7572608734301,0.0322592642513192,0.395487627791515,0.0815683272608591,0.934989988523292,0.952334496507115,41.3044224174159,43.3419006188227,46.684054243502,39.6986662139797
"115","artI","artI",1357,1656.94934546128,0.208696520512027,0.103731266563844,2.0118960022876,0.0442309009128912,0.0769559005566221,1448.47099522893,1628.03014199453,1778.08915373058,1773.20709089109
"116","artJ","artJ",245,2792.8696013087,-1.03037222186168,0.0940798886352399,-10.9520986558197,6.49256559784501e-28,6.25671321490289e-27,3690.17464824686,3812.73282006206,1746.96645090158,1921.6044860243
"117","artM","artM",1788,681.161895811812,-0.124461658563411,0.125724641311591,-0.989954373820408,0.322196420721415,0.425450642798245,685.277917379855,736.812310519986,643.748537463028,658.808817884377
"118","artP","artP",2075,855.278947439099,-0.0519498322619953,0.115439946999169,-0.45001607859686,0.652698847082409,0.742661194198346,879.596450116335,861.420274799101,831.303772932536,848.795291908423
"119","artQ","artQ",1552,710.587840809843,0.194451025852548,0.129987262982981,1.49592368813864,0.134673542570969,0.204873862119883,615.811388768747,711.07805702756,740.392719932032,775.069197511032
"120","ascF","ascF",1400,25.0116360786047,0.983603863128017,0.516418041671483,1.90466595617845,0.0568235070133125,0.0958287857560221,15.0197899699694,17.6076471263967,28.6656473425012,38.7534598755516
"121","ascG","ascG",2006,330.536568519574,0.0936739569380733,0.16101804182817,0.581760626787633,0.560727928332803,0.659959441073653,317.293063115604,322.355385852494,343.168749614515,339.329075495683
"122","asd","asd",151,7368.58858426235,-1.40789476755536,0.0939946674682847,-14.9784536237697,1.01552471808422e-50,1.58785023801115e-49,11207.5795282166,10208.3720301271,3787.96054168766,4270.4422370181
"123","asmA","asmA",1327,1142.90149530965,0.235787368116571,0.113939315949181,2.06941182815013,0.0385074575075682,0.0685125148269544,1072.03750910657,1026.66127090836,1311.24861129556,1161.65858992812
"124","asnA","asnA",181,1290.1790279103,-1.5721542545658,0.117192630851822,-13.4151289474304,4.93074733164301e-41,6.43176488950782e-40,2086.81206895263,1777.01792537173,643.748537463028,653.137579853809
"125","asnB","asnB",233,1497.33108752659,-1.29780660996055,0.113855352148685,-11.3987316842667,4.24254660655951e-30,4.29899250561674e-29,2240.76491614481,2018.10724756393,805.095181076535,925.357005321098
"126","asnS","asnS",303,3591.0827117839,-0.839361612488631,0.0896762415632093,-9.35991069493024,7.98041162674925e-21,6.21839995074422e-20,4630.7889951162,4586.11485922918,2461.15057897761,2686.27641381262
"127","aspA","aspA",10,8709.24440537389,4.01378579770032,0.0982120364520214,40.8685731678228,0,0,932.165715011228,1093.02855623094,16975.7963562292,15835.9869940242
"128","aspC","aspC",1555,6013.79693475514,0.139456014486282,0.0936208009021154,1.48958365173664,0.136333743198606,0.206999336136276,6056.73030539017,5385.23115188872,6040.26140431276,6572.96487742892
"129","aspS","aspS",610,4344.04242137889,-0.462974776275942,0.0866443711663427,-5.34339126758861,9.12235589506612e-08,3.53080037184445e-07,5002.52879687294,5069.64793800792,3512.77032719965,3791.22262343506
"130","astA","astA",600,38.3205129935298,2.60382573392098,0.482364241400715,5.39804884035321,6.73695302005892e-08,2.65099101339319e-07,11.2648424774771,8.12660636602926,69.616572117503,64.27403101311
"131","astB","astB",592,42.8171673951586,2.52675096370538,0.45969116736371,5.49662717732012,3.87123935981025e-08,1.54391826495135e-07,11.2648424774771,12.1899095490439,83.5398865410036,64.27403101311
"132","astC","astC",436,59.6573468688291,2.97980706276782,0.420921521597102,7.07924615368095,1.4494073382066e-12,7.84874019611418e-12,10.326105604354,14.8987783377203,117.938663352005,95.4658401812369
"133","astE","astE",691,36.8494932163875,2.42748046454205,0.504499323509241,4.81166247688257,1.49679979418031e-06,5.11424647476081e-06,5.63242123873854,16.2532127320585,56.5122761895024,69.0000627052504
"134","atpA","atpA",1068,36720.0275902617,-0.23139199028513,0.0791793859552842,-2.9223766703092,0.00347371161441936,0.00767924449592146,39048.6377113011,40276.8155844353,32491.2827349819,35063.3743303283
"135","atpB","atpB",2219,13002.4972487271,-0.0199348556959395,0.0803718612845612,-0.248032773875412,0.804109049055053,0.855566230202334,12774.331369459,13411.6093727369,12539.1731661055,13284.8750866068
"136","atpD","atpD",1160,23779.8072451376,-0.200812677661116,0.078924142657189,-2.54437578794306,0.0109473239293522,0.0222815791355177,25543.9690545524,25323.8598709415,21296.1189199919,22955.2811350645
"137","atpG","atpG",1039,14293.0726547408,-0.240764806939669,0.0791188448841563,-3.04307788229455,0.00234171718627441,0.00532126494397872,15650.6211487081,15317.2985655708,12684.139439809,13520.2314648754
"138","avtA","avtA",812,1177.76674123157,-0.436955454008015,0.105187744427038,-4.15405289264571,3.26637619518228e-05,9.49743127687853e-05,1354.59730791662,1355.78882873255,995.926490528043,1004.75433774906
"139","azoR","azoR",1734,316.236974169533,-0.178654851022683,0.166657022690472,-1.07199113567806,0.283724013628614,0.386093600102109,319.17053686185,353.507376922273,303.036843335013,289.233139558995
"140","bacA","bacA",839,511.18199846082,-0.6369211190833,0.159465750285663,-3.99409351501708,6.49422302028163e-05,0.000182751615624373,537.89622829953,709.723622633222,402.957099786017,394.151043124513
"141","baeR","baeR",1645,119.688798977406,-0.316231832295994,0.248022200250366,-1.27501422040759,0.202304208744846,0.290282248755628,137.055583475971,128.67126746213,108.110441406005,104.917903565518
"142","baeS","baeS",1744,61.7526596616596,-0.357739836203417,0.338149455231474,-1.05793408999737,0.290085492074731,0.392488164348676,64.7728442454932,74.4938916886015,49.1411097300021,58.6027929825414
"143","barA","barA",1769,521.845286322966,-0.14863692963526,0.145583785755607,-1.02097173022261,0.307267832565867,0.409632610213446,499.408016501484,600.014436691827,495.506189777521,492.452502321034
"144","basR","basR",1520,304.335706157056,0.267455014900352,0.168044403266679,1.5915734752315,0.111480573927134,0.173161602001291,279.743588190681,272.24131326198,343.987768110015,321.37015506555
"145","basS","basS",2109,324.377535652148,0.0646701467261559,0.162643813645494,0.397618238755233,0.690911614127742,0.773467198177145,317.293063115604,316.937648275141,339.073657137015,324.205774080834
